unit;airpol;airemsect;geo\time;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985
MIO_T;GHG;CRF1B1;BE;0.00149;0.00404;0.00576;0.00693;0.00735;0.00477;0.00741;0.01247;0.01414;0.01388;0.01428;0.01331;0.01338;0.01598;0.01574;0.01561;0.0162;0.01868;0.02085;0.02087;0.02082;0.02224;0.10258;0.24952;0.3924;;;;;
MIO_T;GHG;CRF1B1;BG;0.83656;0.80335;0.95158;1.09917;0.89035;0.82685;0.81727;0.78949;0.64003;0.74276;0.71692;1.11384;1.01955;0.99587;1.10369;1.02304;1.29263;1.55637;1.72533;1.77367;1.71171;1.8326;1.8308;1.64893;1.94252;2.08406;2.07506;;;
MIO_T;GHG;CRF1B1;CH;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
MIO_T;GHG;CRF1B1;CY;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
MIO_T;GHG;CRF1B1;CZ;3.33117;3.35461;4.2262;4.24395;4.26155;4.20487;4.68372;4.62565;5.08406;4.8664;4.54049;4.72814;4.76477;5.20624;5.547;6.33122;6.95804;7.23614;7.38234;7.60067;7.71198;8.07171;8.211;8.53543;9.57611;;;;;
MIO_T;GHG;CRF1B1;DE;3.50881;4.28713;4.79265;3.93033;4.10497;4.00223;5.39292;5.68019;6.70634;8.36065;10.09662;12.61201;14.28329;15.16563;17.38754;17.87385;16.59072;19.09116;19.28563;20.28084;20.02952;22.66837;22.61977;25.87591;27.38624;;;;;
MIO_T;GHG;CRF1B1;DK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
MIO_T;GHG;CRF1B1;EE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
MIO_T;GHG;CRF1B1;EL;1.10715;1.1742;1.37087;1.27745;1.23072;1.41305;1.43105;1.44725;1.40492;1.51114;1.52514;1.48721;1.53444;1.44464;1.39114;1.35116;1.32575;1.28133;1.30173;1.25559;1.23403;1.19364;1.19874;1.14743;1.13004;;;;;
MIO_T;GHG;CRF1B1;ES;0.26781;0.23154;0.26497;0.34627;0.40455;0.4356;0.54238;0.64832;0.72575;0.71671;0.75799;0.82289;0.79419;0.85242;0.87424;0.89122;0.9385;1.16951;1.18201;1.15887;1.26705;1.36934;1.48511;1.33764;1.66566;;;;;
MIO_T;GHG;CRF1B1;EU15;7.74149;8.45823;9.44292;9.22496;9.72031;9.51851;11.40643;11.36171;13.44978;15.61121;19.15615;22.73871;26.09867;27.25616;31.36625;33.26585;34.24411;39.36155;40.79729;44.09638;43.09655;52.69745;54.29649;57.68599;59.91112;;;;;
MIO_T;GHG;CRF1B1;EU28;27.35173;28.91305;31.41365;30.47877;30.7171;30.46596;34.77032;36.03261;40.69651;43.4154;48.21434;53.57776;56.87408;61.68768;63.0689;64.93893;66.84782;77.35478;78.97044;82.55167;80.56581;91.25427;94.38318;99.08972;105.42392;;;;;
MIO_T;GHG;CRF1B1;EU28_IS_K;27.3518;28.91312;31.41372;30.47884;30.71718;30.46604;34.7704;36.03268;40.69658;43.41548;48.21442;53.57784;56.87417;61.68776;63.06899;64.93899;66.84789;77.35485;78.9705;82.55174;80.56587;91.25436;94.38327;99.08981;105.42403;;;;;
MIO_T;GHG;CRF1B1;FI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
MIO_T;GHG;CRF1B1;FR;0.01428;0.01969;0.01603;0.09662;0.05246;0.05243;0.05055;0.05441;0.25482;0.37249;0.686;1.16336;1.6284;1.82393;2.83877;2.94606;3.10142;3.19414;3.75003;4.9274;4.97159;4.86542;4.66117;4.46511;4.81024;;;;;
MIO_T;GHG;CRF1B1;HR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00525;0.01744;0.01665;0.02277;0.02823;0.03544;0.03952;0.0413;0.05315;0.05964;;;;;
MIO_T;GHG;CRF1B1;HU;0.06533;0.06655;0.07009;0.06955;0.07327;0.07633;0.0843;0.08789;0.08917;0.09448;0.21118;0.39123;0.43269;0.42533;0.43227;0.434;0.47258;0.49737;0.50274;0.48278;0.54734;0.50325;0.62004;0.86844;0.89568;1.04084;1.12196;1.17153;1.19563;1.27758
MIO_T;GHG;CRF1B1;IE;0.01984;0.02015;0.0205;0.02087;0.02123;0.02166;0.02208;0.02253;0.02305;0.02355;0.02415;0.02475;0.02542;0.02619;0.02702;0.02791;0.02896;0.03014;0.03152;0.03333;0.03525;0.03763;0.04074;0.04493;0.05556;;;;;
MIO_T;GHG;CRF1B1;IS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
MIO_T;GHG;CRF1B1;IT;0.05092;0.05316;0.07425;0.08509;0.07908;0.05419;0.08816;0.10243;0.06436;0.08323;0.07766;0.11642;0.09553;0.09849;0.08891;0.06308;0.06579;0.07184;0.07295;0.07807;0.08676;0.10108;0.13831;0.13883;0.15076;;;;;
MIO_T;GHG;CRF1B1;LI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
MIO_T;GHG;CRF1B1;LT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
MIO_T;GHG;CRF1B1;LU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
MIO_T;GHG;CRF1B1;LV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
MIO_T;GHG;CRF1B1;MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
MIO_T;GHG;CRF1B1;NL;0.65407;0.69136;0.28624;0.63951;0.97405;0.54277;0.71007;0.31591;0.56928;0.5051;0.50883;0.46444;0.43032;0.41217;0.42172;0.44288;0.48453;0.50284;0.64881;0.51626;0.80123;0.48128;0.43619;0.43984;0.40626;;;;;
MIO_T;GHG;CRF1B1;NO;;0.11984;0.09553;0.11142;0.10196;0.10795;0.12246;0.15127;0.11863;0.12241;0.14418;0.19006;0.14793;0.15601;0.16655;0.15988;0.14208;0.14138;0.15312;0.15412;0.15828;0.16218;0.1595;0.17964;0.18385;;;;;
MIO_T;GHG;CRF1B1;PL;13.61286;14.23732;14.39628;13.41669;13.48179;13.25514;15.00269;16.2768;17.70508;18.02614;19.07431;19.66393;19.06156;20.61265;20.08399;20.59366;20.16738;24.56758;24.01967;24.14001;23.03126;23.79024;24.30196;25.8198;27.98131;32.72508;35.08816;;;
MIO_T;GHG;CRF1B1;PT;0.00881;0.00897;0.00917;0.00937;0.00957;0.0098;0.01004;0.01029;0.01058;0.01087;0.01122;0.01156;0.01196;0.01241;0.0129;0.01344;0.01407;0.0148;0.01565;0.01666;0.05811;0.07562;0.074;0.08213;0.08853;;;;;
MIO_T;GHG;CRF1B1;RO;1.03007;1.1471;1.4294;1.50818;1.4136;1.60889;1.81307;1.98252;2.79711;3.14158;3.47762;3.87244;4.34075;6.09126;3.36734;2.09345;2.43979;2.8737;3.31862;3.22323;3.23961;3.14166;3.82984;3.30977;3.89936;6.59688;;;;
MIO_T;GHG;CRF1B1;SE;0.00711;0.0033;0.00866;0.00586;0.00501;0.01456;0.00445;0.00459;0.00515;0.0054;0.00731;0.005;0.00612;0.00592;0.00553;0.00562;0.00554;0.00571;0.00589;0.00606;0.00557;0.00473;0.00458;0.00519;0.00532;;;;;
MIO_T;GHG;CRF1B1;SI;0.32413;0.41985;0.47723;0.48896;0.47185;0.47119;0.4758;0.4912;0.48466;0.47174;0.4855;0.48472;0.46104;0.41599;0.42257;0.42879;0.4513;0.45464;0.42497;0.44031;0.4211;0.44038;0.48225;0.42739;0.45923;0.51246;0.51528;0.51897;0.5479;
MIO_T;GHG;CRF1B1;SK;0.41012;0.42605;0.41995;0.4273;0.40439;0.50417;0.48703;0.41734;0.44662;0.4611;0.55217;0.58476;0.69505;0.6842;0.74578;0.76366;0.80456;0.79076;0.7767;0.76639;0.77081;0.73745;0.7695;0.74081;0.69895;;;;;
MIO_T;GHG;CRF1B1;TR;5.84289;4.81272;5.30362;5.02423;4.63961;4.38532;4.42858;4.07827;2.59097;2.49745;2.32276;2.43269;2.66491;3.00501;3.42083;3.03842;2.02828;1.76683;1.57001;1.68844;1.80757;2.04744;2.02244;2.15108;2.43232;;;;;
MIO_T;GHG;CRF1B1;UK;2.1012;1.96468;2.59382;2.80667;2.83131;2.96745;3.14731;3.06332;3.67125;4.00806;5.44184;5.99268;7.24487;7.37213;8.27556;9.61026;11.64781;13.9568;14.45809;15.76558;14.53024;21.71375;23.343;23.71832;23.4869;;;;;
MIO_T;GHG;CRF1B2;AT;0.49072;0.53178;0.52811;0.51471;0.52148;0.5405;0.48235;0.52418;0.51712;0.48217;0.5058;0.53951;0.4681;0.48835;0.46928;0.47158;0.43878;0.41166;0.36751;0.42719;0.41395;0.41606;0.41969;0.38797;0.36859;;;;;
MIO_T;GHG;CRF1B2;BE;0.62249;0.56592;0.54429;0.57154;0.62623;0.58736;0.58295;0.6043;0.62066;0.5981;0.57802;0.59457;0.65876;0.67905;0.70463;0.66457;0.65366;0.66777;0.69887;0.71075;0.70219;0.81637;0.68997;0.7073;0.71366;;;;;
MIO_T;GHG;CRF1B2;BG;0.21217;0.22969;0.23427;0.24457;0.17926;0.17096;0.24491;0.25855;0.26595;0.26771;0.22412;0.19315;0.19223;0.19775;0.21306;0.19562;0.19425;0.213;0.24766;0.24933;0.2108;0.21352;0.22043;0.24062;0.27433;0.27276;0.25303;;;
MIO_T;GHG;CRF1B2;CH;0.23022;0.23458;0.25772;0.28124;0.27727;0.26559;0.27242;0.27598;0.28752;0.30873;0.3057;0.3113;0.32655;0.34029;0.35246;0.37293;0.38987;0.40777;0.42381;0.42383;0.42609;0.41947;0.40281;0.38753;0.34632;;;;;
MIO_T;GHG;CRF1B2;CY;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
MIO_T;GHG;CRF1B2;CZ;0.63181;0.63443;0.68441;0.83905;0.89715;0.86795;0.82472;0.8965;0.90031;0.89571;0.7615;0.81626;0.87333;0.82755;0.8764;0.92159;0.94027;0.89226;0.9048;0.83695;0.83203;0.84511;0.86273;0.93077;1.08212;;;;;
MIO_T;GHG;CRF1B2;DE;7.00302;7.38937;7.35036;7.3323;7.1917;7.44887;7.67717;7.82343;8.07828;8.0877;8.13177;8.37383;8.45795;8.77008;8.91463;10.41953;10.68073;10.86496;11.23163;11.16054;12.66795;13.09102;12.11727;11.13554;10.58344;;;;;
MIO_T;GHG;CRF1B2;DK;0.39774;0.39241;0.36655;0.42029;0.56699;0.46352;0.64666;0.84887;0.84868;0.87552;1.13257;1.01662;1.02516;1.1529;1.08816;1.56419;0.81539;1.03373;0.7605;0.69843;0.84372;0.84443;0.95643;0.92235;0.51599;;;;;
MIO_T;GHG;CRF1B2;EE;0.01747;0.02235;0.02168;0.02084;0.02311;0.02153;0.0317;0.03308;0.03326;0.03285;0.03185;0.02699;0.02449;0.02924;0.02723;0.02369;0.02434;0.02564;0.02639;0.02393;0.02098;0.01461;0.02945;0.05041;0.05027;;;;;
MIO_T;GHG;CRF1B2;EL;0.09213;0.10515;0.11531;0.12265;0.10468;0.09545;0.10031;0.09597;0.0878;0.07832;0.07447;0.06943;0.06692;0.06432;0.07108;0.04141;0.05723;0.05057;0.04991;0.04419;0.04851;0.05507;0.06838;0.07844;0.07927;;;;;
MIO_T;GHG;CRF1B2;ES;4.69707;4.34584;3.97313;3.16428;2.78215;2.67979;2.71597;2.95547;2.85095;3.07021;2.99942;2.58384;3.11428;2.96629;2.98156;2.75432;3.00043;2.85583;2.64015;2.73365;2.94953;2.62697;2.66592;2.46905;2.38655;;;;;
MIO_T;GHG;CRF1B2;EU15;39.17359;40.01437;39.3262;39.93594;40.84314;41.46977;41.85916;43.12969;42.704;44.43091;44.20668;45.67225;45.84405;46.46857;46.9197;49.23363;52.2473;53.28411;56.46661;56.96538;57.80096;57.90745;57.16342;55.64011;55.03668;;;;;
MIO_T;GHG;CRF1B2;EU28;58.08631;59.26898;58.5522;60.1496;61.04419;61.84018;64.09292;65.19124;66.54218;68.67464;67.1452;69.53238;69.60952;69.28884;69.96957;72.0555;75.55721;77.56614;82.49653;83.6331;84.67712;84.89525;84.2061;86.84148;92.56435;;;;;
MIO_T;GHG;CRF1B2;EU28_IS_K;58.27299;59.44552;58.72559;60.33239;61.2387;62.01439;64.28308;65.34332;66.68243;68.79529;67.2704;69.67102;69.75927;69.4348;70.12483;72.16865;75.64222;77.63105;82.57863;83.71621;84.74802;84.98139;84.27447;86.91214;92.62652;;;;;
MIO_T;GHG;CRF1B2;FI;0.1172;0.12004;0.14373;0.12805;0.1417;0.12708;0.15226;0.13794;0.12092;0.14314;0.11818;0.12624;0.12596;0.13105;0.12142;0.12213;0.14803;0.18521;0.1595;0.16758;0.15962;0.24056;0.17587;0.15176;0.12303;;;;;
MIO_T;GHG;CRF1B2;FR;3.95535;4.17662;4.42572;5.03996;5.36342;5.71283;5.99634;5.71859;5.40587;5.08069;5.10008;5.0753;5.12522;5.38291;5.43489;5.28661;5.61958;5.70753;5.7912;5.683;5.86191;5.62517;5.86409;5.90654;5.82097;;;;;
MIO_T;GHG;CRF1B2;HR;0.71679;0.74882;0.78779;0.92955;0.94604;0.9765;1.04873;1.15939;1.17798;1.12896;1.14514;1.09738;1.14017;1.11532;1.03123;0.97993;1.00262;1.11197;1.16331;1.20387;1.06031;1.18212;0.95556;0.9641;1.0498;;;;;
MIO_T;GHG;CRF1B2;HU;0.80155;0.7773;0.83942;0.94518;1.06398;1.00485;1.05548;0.97543;1.04621;1.05912;1.0537;1.1172;1.02373;1.02835;1.07208;1.0823;1.12797;1.16842;1.28595;1.22896;1.68859;1.64587;1.63539;1.7421;1.75007;1.92669;1.90082;1.97025;2.0008;2.00548
MIO_T;GHG;CRF1B2;IE;0.02833;0.02359;0.02861;0.03307;0.03764;0.04228;0.0614;0.07131;0.05616;0.06774;0.07885;0.74593;0.08246;0.1656;0.10164;0.14498;0.10999;0.12593;0.13131;0.13619;0.14067;0.14518;0.14644;0.15185;0.15626;;;;;
MIO_T;GHG;CRF1B2;IS;0.18669;0.17654;0.17339;0.18279;0.19451;0.17421;0.19016;0.15208;0.14025;0.12065;0.1252;0.13864;0.14975;0.14596;0.15526;0.11316;0.08501;0.06491;0.0821;0.08311;0.0709;0.08615;0.06837;0.07067;0.06217;;;;;
MIO_T;GHG;CRF1B2;IT;8.35711;8.429;8.48457;8.59785;8.73206;8.31914;8.55615;8.41687;8.68489;9.29043;9.37835;10.30856;9.93144;10.1066;10.72115;10.78437;11.81049;11.8705;11.75001;12.05213;12.41923;12.72841;12.62585;12.59664;12.7447;;;;;
MIO_T;GHG;CRF1B2;LI;0.00121;0.00125;0.00122;0.0012;0.00122;0.00119;0.00126;0.00122;0.00121;0.00117;0.00105;0.001;0.00094;0.00089;0.00083;0.0008;0.00075;0.00069;0.00066;0.0006;0.00056;0.00053;0.00048;0.00043;0.00037;;;;;
MIO_T;GHG;CRF1B2;LT;0.29056;0.25128;0.25336;0.19863;0.251;0.22414;0.24011;0.24219;0.26223;0.27966;0.24489;0.22867;0.2265;0.21559;0.21035;0.19717;0.21149;0.21785;0.21612;0.23586;0.24154;0.24241;0.25115;0.26595;0.27238;;;;;
MIO_T;GHG;CRF1B2;LU;0.03847;0.04074;0.04785;0.04678;0.05396;0.05018;0.04964;0.05191;0.05548;0.05287;0.05367;0.04836;0.04772;0.03332;0.02998;0.0292;0.0282;0.02798;0.02736;0.02501;0.02194;0.02179;0.02099;0.02011;0.01939;;;;;
MIO_T;GHG;CRF1B2;LV;0.13533;0.10101;0.07961;0.06303;0.09161;0.09513;0.1007;0.09807;0.09553;0.13319;0.11787;0.11908;0.15257;0.14609;0.15064;0.16279;0.17075;0.17796;0.19068;0.19789;0.2032;0.20794;0.21743;0.23849;0.24759;;;;;
MIO_T;GHG;CRF1B2;NL;1.7053;1.77719;1.59175;1.75237;1.88859;1.82664;1.817;1.98492;1.85216;1.93398;1.81208;1.91114;1.99377;1.08492;1.19776;1.22491;1.48824;1.66122;2.1589;2.36002;2.43081;2.49714;2.56753;2.63766;2.70694;;;;;
MIO_T;GHG;CRF1B2;NO;;3.45858;3.4481;3.4877;3.56101;3.29972;3.98985;4.71371;3.35192;3.4821;3.61911;3.67125;3.71684;4.29604;4.50434;4.22454;3.67146;3.59775;3.7647;3.27616;3.40142;3.24657;2.99952;2.58353;3.18863;;;;;
MIO_T;GHG;CRF1B2;PL;4.27051;4.47257;4.02303;3.75441;3.27645;3.33303;3.46077;3.30283;3.59999;3.59781;2.5646;2.30573;2.1719;2.23696;2.01439;1.61662;1.53567;1.41436;1.44519;1.38132;1.31795;1.26976;1.09584;1.07503;1.07481;1.18014;1.23181;;;
MIO_T;GHG;CRF1B2;PT;1.56464;1.7323;1.106;1.06175;1.22635;1.67204;1.41125;1.04645;1.04982;1.41209;1.29687;1.56519;1.45419;1.34739;0.83476;0.90135;0.89896;0.84186;0.65884;0.72568;0.55185;0.30293;0.28938;0.27232;0.27097;;;;;
MIO_T;GHG;CRF1B2;RO;10.74504;10.74399;11.18699;11.64011;11.93208;12.28303;13.58658;13.51796;14.84941;15.08926;15.07215;16.3584;16.42006;15.42173;15.80665;15.79353;16.30972;17.38196;18.80188;19.5655;19.58511;19.64897;20.05111;23.95786;29.96245;33.57641;;;;
MIO_T;GHG;CRF1B2;SE;0.77247;0.81477;0.95372;0.95125;0.95841;0.97871;0.97422;0.97957;0.94234;0.40893;0.41155;0.41182;0.4079;0.43512;0.46148;0.41441;0.41142;0.39133;0.39466;0.39947;0.36091;0.41093;0.38459;0.34697;0.38332;;;;;
MIO_T;GHG;CRF1B2;SI;0.03347;0.03733;0.03856;0.04056;0.04807;0.04627;0.04941;0.05183;0.05104;0.0527;0.05113;0.05172;0.04709;0.04893;0.04793;0.04713;0.04575;0.04571;0.04257;0.04507;0.03763;0.03738;0.03869;0.04679;0.05022;0.05867;0.05651;0.04464;0.04237;
MIO_T;GHG;CRF1B2;SK;1.05801;1.23584;1.07687;1.53772;1.4923;1.34704;1.59066;1.52572;1.55627;1.70676;1.67157;1.54554;1.49338;1.55276;1.5999;1.80151;1.74708;1.63288;1.70537;1.69904;1.67802;1.68011;1.6849;1.68926;1.71365;;;;;
MIO_T;GHG;CRF1B2;TR;2.87646;2.17605;2.50667;2.38066;2.05446;2.04889;2.26531;2.19611;1.93793;1.78406;1.53988;1.50021;1.333;1.29086;1.28625;1.21512;1.15478;1.15226;1.06748;1.01299;0.97743;0.99685;1.04614;1.06016;0.89124;;;;;
MIO_T;GHG;CRF1B2;UK;9.33154;9.56964;9.6665;10.19907;10.64779;10.92538;10.63549;11.86989;11.53288;12.84903;12.53498;12.30191;12.88421;13.66067;13.78727;14.41006;16.08617;16.58801;19.64626;19.64156;18.22816;18.08544;18.17103;17.85562;18.16358;;;;;
MIO_T;GHG;CRF1C;TR;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013;;;;;
MIO_T;GHG;CRF1D1;AT;2.06686;2.07074;2.16398;2.25909;2.14806;1.97858;2.28145;2.28179;2.14812;2.06935;1.83375;1.54434;1.65239;1.75352;1.79348;1.63205;1.66978;1.61025;1.55222;1.41004;1.2591;1.19999;1.13544;1.05216;0.95023;;;;;
MIO_T;GHG;CRF1D1;BE;21.79274;24.05273;23.9295;26.59661;29.0925;26.88377;35.62894;34.79286;31.3125;28.8108;28.27845;27.08576;26.42998;20.57958;20.91606;19.59979;22.66152;21.35133;19.26435;15.89513;16.78259;16.42109;15.9235;16.09288;16.45211;;;;;
MIO_T;GHG;CRF1D1;BG;0.77421;0.77102;0.69965;0.75623;0.81894;1.11709;1.03003;0.71873;0.88096;0.92174;0.83166;0.91871;0.71163;0.6207;0.44783;0.2385;0.61487;0.4719;1.3484;1.7749;1.74987;1.95813;1.69867;1.40587;0.90384;2.16443;2.07136;;;
MIO_T;GHG;CRF1D1;CH;4.80209;4.78365;4.70747;4.60806;4.3122;4.09915;4.2944;3.98048;3.72773;3.55218;3.49091;3.70341;4.12046;4.46944;4.74351;4.53491;4.22442;4.0402;3.89213;3.74635;3.52427;3.40901;3.27313;3.07791;3.15745;;;;;
MIO_T;GHG;CRF1D1;CY;1.52145;1.54722;1.46801;1.502;1.43881;1.52333;1.68233;1.72077;1.80253;1.78046;1.09701;1.40655;1.38547;1.59401;1.45329;1.31726;1.12116;1.07932;1.06642;1.03374;0.93932;0.88279;1.04025;1.05575;0.92479;;;;;
MIO_T;GHG;CRF1D1;CZ;0.88276;0.86043;0.89182;0.95708;0.96541;1.03034;1.12818;1.06463;1.01466;0.97894;0.94205;0.73297;0.54498;0.63108;0.59383;0.54234;0.57628;0.48742;0.42303;0.56283;0.51976;0.41767;0.5024;0.43414;0.52822;;;;;
MIO_T;GHG;CRF1D1;DE;31.27509;32.24804;32.52294;31.19803;32.48906;32.56329;34.09242;34.19227;31.65308;30.13166;28.55068;26.35729;25.19681;24.79703;25.23352;23.72922;22.20475;22.25311;21.2538;20.41231;19.92892;19.84128;17.29035;17.29909;18.56221;;;;;
MIO_T;GHG;CRF1D1;DK;4.99754;4.42203;4.0688;4.64261;4.53779;3.85394;5.52256;6.00298;5.78586;4.95812;4.77163;5.04486;4.8004;5.76735;6.4381;6.41119;6.58489;6.41581;6.7704;6.90761;6.64966;5.93932;4.51816;4.34103;4.80997;;;;;
MIO_T;GHG;CRF1D1;EE;1.11637;1.38106;1.34831;0.68409;0.78948;0.78823;0.85394;0.90902;0.75069;0.51788;0.55194;0.40461;0.423;0.35898;0.39112;0.41136;0.37332;0.3744;0.33436;0.32841;0.44081;0.52287;0.41981;0.68938;0.6674;;;;;
MIO_T;GHG;CRF1D1;EL;9.05959;9.75603;10.0423;11.35848;11.02035;11.17793;13.11487;13.22169;12.97285;11.75567;13.63239;13.47214;12.53301;13.72795;14.28318;13.07594;14.03474;12.74883;12.80479;14.34881;13.67551;12.5861;10.99441;9.74875;10.75646;;;;;
MIO_T;GHG;CRF1D1;ES;38.76029;36.40688;40.52801;41.64181;39.72396;40.29626;41.49071;40.42589;39.11533;37.40737;34.45104;32.75051;31.75483;31.69156;29.38155;28.24051;28.38716;26.53415;22.59014;17.44296;16.54077;17.28598;18.72398;17.91298;17.25744;;;;;
MIO_T;GHG;CRF1D1;EU15;257.89829;260.3322;268.1974;282.45523;275.96862;279.44323;309.2936;310.05226;298.93157;280.59185;269.86983;252.1535;244.8046;243.41927;241.16652;228.64214;226.74158;214.51588;199.81066;187.12192;181.97539;182.16586;174.0179;167.57012;168.63168;;;;;
MIO_T;GHG;CRF1D1;EU28;272.2245;274.48455;282.04938;296.38218;290.61939;293.47847;323.41374;322.99991;311.56794;292.46456;281.06031;263.08402;254.94865;253.43644;250.21333;237.31393;235.18308;222.50059;208.59074;196.61978;191.63208;191.43506;183.6623;176.27891;179.06611;;;;;
MIO_T;GHG;CRF1D1;EU28_IS_K;273.08341;275.26729;282.77404;297.07129;291.23147;294.02437;324.12818;323.73988;312.27155;293.05102;281.70887;263.65225;255.56419;254.0524;250.98286;237.95657;235.79769;223.06305;209.12217;197.11948;192.05844;191.8222;184.04874;176.67828;179.50837;;;;;
MIO_T;GHG;CRF1D1;FI;2.20876;2.34819;2.2648;2.59857;2.33702;2.37892;3.10408;3.15004;3.2574;2.93604;2.96222;3.20155;3.18027;2.95498;3.14427;2.89587;2.71007;2.32032;2.18331;1.97744;2.19289;2.53925;3.07533;2.72284;2.87041;;;;;
MIO_T;GHG;CRF1D1;FR;22.8154;23.78414;24.57798;25.3749;24.14708;24.31283;25.80363;26.92379;25.92353;24.69207;25.33322;23.16247;22.37852;22.56501;24.07603;23.27167;21.81773;20.01355;18.9508;17.9391;17.61464;18.05266;17.99744;16.82206;16.81062;;;;;
MIO_T;GHG;CRF1D1;HR;0.36973;0.3678;0.3312;0.38901;0.31634;0.29334;0.38676;0.3548;0.32721;0.33928;0.28592;0.25304;0.26402;0.2931;0.26008;0.31309;0.33818;0.31173;0.31574;0.35016;0.40616;0.18295;0.07255;0.09463;0.6471;;;;;
MIO_T;GHG;CRF1D1;HU;0.51557;0.49077;0.50297;0.69678;0.69389;0.69688;0.81501;0.83011;0.79979;0.7907;0.68436;0.59947;0.61158;0.64793;0.69014;0.61755;0.57515;0.54211;0.56937;0.53605;0.55725;0.36948;0.4028;0.3816;0.48457;0.45731;0.43914;0.43308;0.44217;0.43914
MIO_T;GHG;CRF1D1;IE;2.66901;2.4863;2.16023;2.43207;2.77251;2.56942;3.08955;3.44351;3.31832;2.86046;2.65442;2.8404;2.81044;2.72572;2.31146;2.12267;1.83327;1.77267;1.57128;1.53578;1.32212;1.52475;0.96531;1.15552;1.13791;;;;;
MIO_T;GHG;CRF1D1;IS;0.78985;0.70899;0.62467;0.62135;0.56027;0.49932;0.65723;0.71855;0.63662;0.53213;0.57599;0.47647;0.51709;0.4978;0.62621;0.5269;0.51471;0.44074;0.39527;0.38012;0.30694;0.29285;0.26326;0.2592;0.31915;;;;;
MIO_T;GHG;CRF1D1;IT;14.01219;14.33024;15.76936;17.11848;16.61096;16.42739;18.75181;18.4037;17.48281;16.22454;15.61769;14.99214;13.02962;12.98835;12.34946;10.82498;10.05409;9.37528;9.04368;9.83119;9.10457;8.87338;8.4969;8.67901;8.66713;;;;;
MIO_T;GHG;CRF1D1;LI;0.0012;0.00107;0.00113;0.00084;0.00078;0.00089;0.00075;0.00077;0.00077;0.00048;0.00036;0.0005;0.00045;0.0005;0.00049;0.00048;0.00047;0.00046;0.00044;0.00043;0.00043;0.00043;0.00043;0.00043;0.00043;;;;;
MIO_T;GHG;CRF1D1;LT;0.27185;0.49432;0.5802;0.62533;0.59607;0.5218;0.52016;0.58431;0.60169;0.60144;0.46894;0.44593;0.43658;0.41239;0.36638;0.30669;0.24071;0.28455;0.51794;0.57114;0.60243;0.62417;1.13008;0.98745;0.70745;;;;;
MIO_T;GHG;CRF1D1;LU;1.25449;1.15572;1.14997;1.24635;1.32716;1.29804;1.35493;1.34603;1.25231;1.33811;1.31687;1.21028;1.16177;1.07231;0.99144;1.04018;0.92191;0.76051;0.63572;0.58506;0.51613;0.4069;0.4114;0.42553;0.40712;;;;;
MIO_T;GHG;CRF1D1;LV;1.10409;1.15393;1.16592;1.07368;1.19077;1.21353;0.97407;0.83839;0.85589;1.04441;0.8217;0.74739;0.77084;0.73901;0.10989;0.12637;0.14324;0.33432;0.41986;0.56895;0.99731;0.77572;0.66512;0.76098;1.7789;;;;;
MIO_T;GHG;CRF1D1;MT;4.3197;4.0833;4.06852;4.47123;4.85197;3.81393;3.12512;2.91925;2.61231;2.31403;3.28305;3.13655;2.89168;2.58115;2.49423;2.333;2.19416;2.05727;1.9025;1.76344;1.60009;1.40004;1.25228;1.05255;0.9219;;;;;
MIO_T;GHG;CRF1D1;NL;53.02702;53.19513;54.90281;59.39313;55.50897;58.25992;64.82037;66.62765;65.45325;61.87515;58.19353;53.57421;56.57862;56.56822;52.74087;50.48295;48.54143;48.01573;44.72877;42.73476;41.89651;43.50449;41.64329;40.56465;39.15552;;;;;
