Lieu	N° région, département	Série	Unité	1990	1992	1995	1997	1999	2002	2004	2005	2006	2007	2008	2009
FRANCHE COMTE	43	EN16Consommation de produits pétroliers dans l'industrie	ktep	171.0	146.0	105.0	92.0	133.0	81.0	67.0	78.0	63.0	56.0	55.0	52.0
FRANCHE COMTE	43	EN16Consommation de gaz naturel et de réseaux dans l'industrie	GWh	2754.0	2870.0	3138.0	3280.0	3374.0	3648.0	2244.0	3988.0	4298.0	3003.0	4340.0	2594.0
FRANCHE COMTE	43	EN16Consommation de gaz naturel et de réseaux dans l'industrie	ktep	212.0	221.0	242.0	253.0	260.0	281.0	173.0	307.0	331.0	231.0	334.0	200.0
FRANCHE COMTE	43	EN16Consommation d'électricité dans l'industrie	GWh	3397.0	3600.0	3795.0	3782.0	3881.0	4193.0	3657.0	3705.0	3629.0	3596.0	3417.0	3038.0
FRANCHE COMTE	43	EN16Consommation d'électricité dans l'industrie	ktep	292.0	310.0	326.0	325.0	334.0	361.0	315.0	319.0	312.0	309.0	294.0	261.0
FRANCHE COMTE	43	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	10.0	19.0	14.0	19.0	20.0
FRANCHE COMTE	43	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	10.0	5.0	4.0	5.0	4.0
FRANCHE COMTE	43	EN16Achat de vapeur dans l'industrie	ktep	0.0	6.0	3.0	3.0	3.0	76.0	68.0	60.0	63.0	61.0	61.0	59.0
FRANCHE COMTE	43	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	7.0	11.0	10.0	10.0	9.0
FRANCHE COMTE	43	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	774.0	782.0	785.0	799.0	851.0	880.0	734.0	876.0	882.0	757.0	847.0	666.0
FRANCHE COMTE	43	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	171.0	146.0	105.0	92.0	133.0	81.0	67.0	78.0	63.0	56.0	55.0	52.0
FRANCHE COMTE	43	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
FRANCHE COMTE	43	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
FRANCHE COMTE	43	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
HAUTE NORMANDIE	23	EN16Consommation totale d'énergie par l'industrie	ktep	2567.0	2777.0	2644.0	2658.0	2402.0	2456.0	1956.0	2763.0	2730.0	3034.0	3209.0	2690.0
HAUTE NORMANDIE	23	EN16Consommation de charbon et coke de houille dans l'industrie	kt	283.0	276.0	164.0	147.0	119.0	118.0	92.0	94.0	94.0	90.0	77.0	74.0
HAUTE NORMANDIE	23	EN16Consommation de charbon et coke de houille dans l'industrie	ktep	176.0	172.0	102.0	92.0	74.0	74.0	58.0	58.0	58.0	56.0	48.0	46.0
HAUTE NORMANDIE	23	EN16Consommation de produits pétroliers dans l'industrie	ktep	524.0	617.0	561.0	493.0	447.0	370.0	367.0	714.0	866.0	823.0	720.0	654.0
HAUTE NORMANDIE	23	EN16Consommation de gaz naturel et de réseaux dans l'industrie	GWh	15209.0	15687.0	15143.0	16436.0	14112.0	16042.0	9457.0	12191.0	10936.0	14860.0	18838.0	13674.0
HAUTE NORMANDIE	23	EN16Consommation de gaz naturel et de réseaux dans l'industrie	ktep	1171.0	1208.0	1166.0	1266.0	1087.0	1235.0	728.0	939.0	842.0	1144.0	1451.0	1053.0
HAUTE NORMANDIE	23	EN16Consommation d'électricité dans l'industrie	GWh	6477.0	7369.0	7491.0	7655.0	7415.0	7341.0	7464.0	8687.0	7286.0	7227.0	6174.0	5772.0
HAUTE NORMANDIE	23	EN16Consommation d'électricité dans l'industrie	ktep	557.0	634.0	644.0	658.0	638.0	631.0	642.0	747.0	627.0	622.0	531.0	496.0
HAUTE NORMANDIE	23	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	108.0	144.0	178.0	171.0	172.0
HAUTE NORMANDIE	23	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	18.0	30.0	54.0	56.0	55.0
HAUTE NORMANDIE	23	EN16Achat de vapeur dans l'industrie	ktep	139.0	146.0	171.0	150.0	157.0	145.0	162.0	160.0	144.0	146.0	219.0	201.0
HAUTE NORMANDIE	23	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	19.0	20.0	12.0	14.0	13.0
HAUTE NORMANDIE	23	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	2567.0	2777.0	2644.0	2658.0	2402.0	2456.0	1956.0	2238.0	2074.0	2313.0	2550.0	2077.0
HAUTE NORMANDIE	23	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	524.0	617.0	561.0	493.0	447.0	370.0	367.0	334.0	403.0	345.0	302.0	280.0
HAUTE NORMANDIE	23	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
HAUTE NORMANDIE	23	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
HAUTE NORMANDIE	23	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
ILE DE FRANCE	11	EN16Consommation totale d'énergie par l'industrie	ktep	2498.0	2418.0	2265.0	2110.0	1888.0	1961.0	2339.0	2711.0	2954.0	2078.0	2034.0	1590.0
ILE DE FRANCE	11	EN16Consommation de charbon et coke de houille dans l'industrie	kt	231.0	140.0	99.0	52.0	45.0	54.0	21.0	50.0	42.0	95.0	98.0	62.0
ILE DE FRANCE	11	EN16Consommation de charbon et coke de houille dans l'industrie	ktep	144.0	87.0	62.0	33.0	28.0	34.0	13.0	31.0	26.0	59.0	61.0	39.0
ILE DE FRANCE	11	EN16Consommation de produits pétroliers dans l'industrie	ktep	428.0	381.0	280.0	251.0	221.0	75.0	120.0	121.0	86.0	58.0	69.0	49.0
ILE DE FRANCE	11	EN16Consommation de gaz naturel et de réseaux dans l'industrie	GWh	13850.0	13445.0	14217.0	14388.0	12142.0	15849.0	18525.0	19918.0	27647.0	16167.0	15899.0	10410.0
ILE DE FRANCE	11	EN16Consommation de gaz naturel et de réseaux dans l'industrie	ktep	1066.0	1035.0	1095.0	1108.0	935.0	1220.0	1426.0	1534.0	2129.0	1245.0	1224.0	802.0
ILE DE FRANCE	11	EN16Consommation d'électricité dans l'industrie	GWh	9658.0	9960.0	9411.0	8109.0	7946.0	6606.0	8342.0	10288.0	7685.0	7418.0	7133.0	7615.0
ILE DE FRANCE	11	EN16Consommation d'électricité dans l'industrie	ktep	831.0	857.0	809.0	697.0	683.0	568.0	717.0	885.0	661.0	638.0	613.0	655.0
ILE DE FRANCE	11	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	3.0	0.0	2.0
ILE DE FRANCE	11	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	3.0	8.0	3.0	3.0	3.0
ILE DE FRANCE	11	EN16Achat de vapeur dans l'industrie	ktep	29.0	58.0	19.0	21.0	20.0	64.0	62.0	137.0	27.0	61.0	63.0	40.0
ILE DE FRANCE	11	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	17.0	11.0	0.0	0.0
ILE DE FRANCE	11	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	2498.0	2418.0	2265.0	2110.0	1888.0	1961.0	2339.0	2706.0	2926.0	2060.0	2022.0	1584.0
ILE DE FRANCE	11	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	428.0	381.0	280.0	251.0	221.0	75.0	120.0	119.0	83.0	57.0	60.0	48.0
ILE DE FRANCE	11	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
ILE DE FRANCE	11	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
ILE DE FRANCE	11	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation totale d'énergie par l'industrie	ktep	599.0	571.0	568.0	557.0	567.0	558.0	482.0	656.0	673.0	618.0	634.0	540.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation de charbon et coke de houille dans l'industrie	kt	164.0	140.0	130.0	111.0	83.0	64.0	82.0	90.0	96.0	126.0	89.0	82.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation de charbon et coke de houille dans l'industrie	ktep	102.0	87.0	81.0	69.0	52.0	40.0	51.0	56.0	60.0	78.0	55.0	51.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation de produits pétroliers dans l'industrie	ktep	135.0	126.0	98.0	95.0	118.0	80.0	46.0	142.0	88.0	73.0	58.0	71.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation de gaz naturel et de réseaux dans l'industrie	GWh	1874.0	1872.0	2065.0	2343.0	2302.0	3123.0	2541.0	2488.0	3462.0	2950.0	3272.0	2093.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation de gaz naturel et de réseaux dans l'industrie	ktep	144.0	144.0	159.0	180.0	177.0	240.0	196.0	192.0	267.0	227.0	252.0	161.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation d'électricité dans l'industrie	GWh	2518.0	2471.0	2661.0	2463.0	2534.0	2246.0	2174.0	2724.0	2407.0	2408.0	2236.0	2115.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation d'électricité dans l'industrie	ktep	217.0	213.0	229.0	212.0	218.0	193.0	187.0	234.0	207.0	207.0	192.0	182.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	4.0	26.0	13.0	20.0	15.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	7.0	4.0	4.0	8.0	6.0
LANGUEDOC-ROUSSILLON	91	EN16Achat de vapeur dans l'industrie	ktep	1.0	1.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	2.0	2.0	22.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	19.0	20.0	14.0	47.0	32.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	599.0	571.0	568.0	557.0	567.0	558.0	482.0	572.0	621.0	585.0	558.0	486.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	135.0	126.0	98.0	95.0	118.0	80.0	46.0	88.0	86.0	71.0	57.0	70.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
LANGUEDOC-ROUSSILLON	91	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
LIMOUSIN	74	EN16Consommation totale d'énergie par l'industrie	ktep	252.0	277.0	255.0	265.0	268.0	286.0	222.0	490.0	554.0	604.0	486.0	379.0
LIMOUSIN	74	EN16Consommation de charbon et coke de houille dans l'industrie	kt	13.0	13.0	13.0	14.0	3.0	18.0	16.0	16.0	16.0	13.0	18.0	18.0
LIMOUSIN	74	EN16Consommation de charbon et coke de houille dans l'industrie	ktep	8.0	8.0	8.0	9.0	2.0	11.0	11.0	11.0	11.0	9.0	12.0	12.0
LIMOUSIN	74	EN16Consommation de produits pétroliers dans l'industrie	ktep	57.0	61.0	41.0	35.0	38.0	18.0	20.0	28.0	24.0	22.0	22.0	10.0
LIMOUSIN	74	EN16Consommation de gaz naturel et de réseaux dans l'industrie	GWh	1204.0	1486.0	1363.0	1612.0	1637.0	1987.0	732.0	936.0	2642.0	2877.0	1933.0	1014.0
LIMOUSIN	74	EN16Consommation de gaz naturel et de réseaux dans l'industrie	ktep	93.0	114.0	105.0	124.0	126.0	153.0	56.0	72.0	203.0	222.0	149.0	78.0
LIMOUSIN	74	EN16Consommation d'électricité dans l'industrie	GWh	1043.0	1041.0	1176.0	1133.0	1182.0	955.0	1267.0	1362.0	1268.0	1166.0	962.0	925.0
LIMOUSIN	74	EN16Consommation d'électricité dans l'industrie	ktep	90.0	89.0	101.0	97.0	102.0	82.0	109.0	117.0	109.0	100.0	83.0	80.0
LIMOUSIN	74	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	219.0	205.0	228.0	188.0	161.0
LIMOUSIN	74	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	13.0	8.0
LIMOUSIN	74	EN16Achat de vapeur dans l'industrie	ktep	5.0	4.0	0.0	0.0	0.0	22.0	26.0	31.0	1.0	23.0	20.0	31.0
LIMOUSIN	74	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	12.0	1.0	0.0	0.0	0.0
LIMOUSIN	74	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	252.0	277.0	255.0	265.0	268.0	286.0	222.0	259.0	348.0	376.0	285.0	210.0
LIMOUSIN	74	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	57.0	61.0	41.0	35.0	38.0	18.0	20.0	28.0	24.0	22.0	22.0	10.0
LIMOUSIN	74	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
LIMOUSIN	74	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
LIMOUSIN	74	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
LORRAINE	41	EN16Consommation totale d'énergie par l'industrie	ktep	4958.0	4561.0	4384.0	4332.0	3593.0	4473.0	3788.0	4043.0	4057.0	3628.0	3942.0	3367.0
LORRAINE	41	EN16Consommation de charbon et coke de houille dans l'industrie	kt	3610.0	3100.0	2883.0	2527.0	2375.0	2401.0	2462.0	2317.0	2589.0	2457.0	2559.0	1861.0
LORRAINE	41	EN16Consommation de charbon et coke de houille dans l'industrie	ktep	2248.0	1930.0	1795.0	1573.0	1479.0	1495.0	1542.0	1449.0	1622.0	1542.0	1605.0	1169.0
LORRAINE	41	EN16Consommation de produits pétroliers dans l'industrie	ktep	473.0	406.0	280.0	294.0	203.0	176.0	139.0	175.0	164.0	162.0	188.0	295.0
LORRAINE	41	EN16Consommation de gaz naturel et de réseaux dans l'industrie	GWh	18371.0	18046.0	18569.0	20209.0	11679.0	22302.0	13961.0	14145.0	13150.0	8272.0	12018.0	11259.0
LORRAINE	41	EN16Consommation de gaz naturel et de réseaux dans l'industrie	ktep	1415.0	1390.0	1430.0	1556.0	899.0	1717.0	1075.0	1089.0	1013.0	637.0	925.0	867.0
LORRAINE	41	EN16Consommation d'électricité dans l'industrie	GWh	8916.0	9198.0	9634.0	10133.0	10851.0	11325.0	10459.0	11813.0	11033.0	10890.0	10670.0	8283.0
LORRAINE	41	EN16Consommation d'électricité dans l'industrie	ktep	767.0	791.0	828.0	871.0	933.0	974.0	899.0	1016.0	949.0	937.0	918.0	712.0
LORRAINE	41	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	68.0	55.0	75.0	72.0	87.0
LORRAINE	41	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	66.0	51.0	58.0	64.0	58.0
LORRAINE	41	EN16Achat de vapeur dans l'industrie	ktep	56.0	44.0	51.0	37.0	79.0	111.0	132.0	119.0	130.0	138.0	107.0	119.0
LORRAINE	41	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	60.0	73.0	80.0	63.0	60.0
LORRAINE	41	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	4958.0	4561.0	4384.0	4332.0	3593.0	4473.0	3788.0	3828.0	3859.0	3401.0	3702.0	3001.0
LORRAINE	41	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	473.0	406.0	280.0	294.0	203.0	176.0	139.0	154.0	145.0	147.0	147.0	134.0
LORRAINE	41	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
LORRAINE	41	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
LORRAINE	41	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
MIDI-PYRENEES	73	EN16Consommation totale d'énergie par l'industrie	ktep	1358.0	1245.0	1130.0	1115.0	1229.0	1133.0	837.0	1149.0	1091.0	1084.0	987.0	777.0
MIDI-PYRENEES	73	EN16Consommation de charbon et coke de houille dans l'industrie	kt	112.0	72.0	23.0	24.0	25.0	25.0	12.0	17.0	16.0	15.0	19.0	11.0
MIDI-PYRENEES	73	EN16Consommation de charbon et coke de houille dans l'industrie	ktep	70.0	45.0	14.0	15.0	16.0	15.0	8.0	11.0	10.0	9.0	12.0	7.0
MIDI-PYRENEES	73	EN16Consommation de produits pétroliers dans l'industrie	ktep	268.0	209.0	168.0	130.0	139.0	94.0	112.0	120.0	105.0	112.0	114.0	83.0
MIDI-PYRENEES	73	EN16Consommation de gaz naturel et de réseaux dans l'industrie	GWh	7759.0	7383.0	7049.0	7568.0	8431.0	8283.0	4695.0	4919.0	5514.0	5885.0	4583.0	2975.0
MIDI-PYRENEES	73	EN16Consommation de gaz naturel et de réseaux dans l'industrie	ktep	597.0	569.0	543.0	583.0	649.0	638.0	362.0	379.0	425.0	453.0	353.0	229.0
MIDI-PYRENEES	73	EN16Consommation d'électricité dans l'industrie	GWh	4865.0	4862.0	4631.0	4429.0	4800.0	4314.0	3977.0	4343.0	3914.0	3624.0	3348.0	3039.0
MIDI-PYRENEES	73	EN16Consommation d'électricité dans l'industrie	ktep	418.0	418.0	398.0	381.0	413.0	371.0	342.0	373.0	337.0	312.0	288.0	261.0
MIDI-PYRENEES	73	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	177.0	170.0	148.0	171.0	150.0
MIDI-PYRENEES	73	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	10.0	10.0	10.0	10.0	9.0
MIDI-PYRENEES	73	EN16Achat de vapeur dans l'industrie	ktep	5.0	5.0	7.0	6.0	12.0	15.0	14.0	28.0	31.0	34.0	34.0	33.0
MIDI-PYRENEES	73	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	51.0	4.0	6.0	5.0	5.0
MIDI-PYRENEES	73	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	1358.0	1245.0	1130.0	1115.0	1229.0	1133.0	837.0	905.0	905.0	917.0	790.0	613.0
MIDI-PYRENEES	73	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	268.0	209.0	168.0	130.0	139.0	94.0	112.0	114.0	103.0	109.0	103.0	83.0
MIDI-PYRENEES	73	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
MIDI-PYRENEES	73	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
MIDI-PYRENEES	73	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
NORD-PAS-DE-CALAIS	31	EN16Consommation totale d'énergie par l'industrie	ktep	7344.0	7462.0	7356.0	7583.0	7125.0	7158.0	6962.0	6980.0	6881.0	6328.0	6266.0	5417.0
NORD-PAS-DE-CALAIS	31	EN16Consommation de charbon et coke de houille dans l'industrie	kt	5025.0	4897.0	4782.0	4685.0	5112.0	5043.0	4616.0	4543.0	4441.0	4533.0	4299.0	3212.0
NORD-PAS-DE-CALAIS	31	EN16Consommation de charbon et coke de houille dans l'industrie	ktep	3129.0	3049.0	2977.0	2917.0	3183.0	3140.0	2898.0	2847.0	2782.0	2840.0	2699.0	2022.0
NORD-PAS-DE-CALAIS	31	EN16Consommation de produits pétroliers dans l'industrie	ktep	775.0	841.0	577.0	618.0	470.0	397.0	444.0	437.0	434.0	431.0	400.0	340.0
NORD-PAS-DE-CALAIS	31	EN16Consommation de gaz naturel et de réseaux dans l'industrie	GWh	28170.0	26428.0	28605.0	30709.0	22837.0	23922.0	23118.0	22740.0	25333.0	18019.0	19479.0	18919.0
NORD-PAS-DE-CALAIS	31	EN16Consommation de gaz naturel et de réseaux dans l'industrie	ktep	2169.0	2035.0	2203.0	2365.0	1758.0	1842.0	1780.0	1751.0	1951.0	1387.0	1500.0	1457.0
NORD-PAS-DE-CALAIS	31	EN16Consommation d'électricité dans l'industrie	GWh	14252.0	17384.0	18320.0	19306.0	19679.0	19622.0	20332.0	20522.0	17788.0	17308.0	16901.0	15478.0
NORD-PAS-DE-CALAIS	31	EN16Consommation d'électricité dans l'industrie	ktep	1226.0	1495.0	1576.0	1660.0	1692.0	1687.0	1749.0	1765.0	1530.0	1489.0	1453.0	1331.0
NORD-PAS-DE-CALAIS	31	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	2.0	12.0	4.0	3.0	14.0
NORD-PAS-DE-CALAIS	31	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	3.0	3.0	2.0	3.0	3.0
NORD-PAS-DE-CALAIS	31	EN16Achat de vapeur dans l'industrie	ktep	46.0	42.0	24.0	23.0	21.0	92.0	92.0	105.0	106.0	118.0	118.0	162.0
NORD-PAS-DE-CALAIS	31	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	70.0	64.0	57.0	89.0	88.0
NORD-PAS-DE-CALAIS	31	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	7344.0	7462.0	7356.0	7583.0	7125.0	7158.0	6962.0	6866.0	6755.0	6220.0	6135.0	5282.0
NORD-PAS-DE-CALAIS	31	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	775.0	841.0	577.0	618.0	470.0	397.0	444.0	398.0	387.0	386.0	364.0	310.0
NORD-PAS-DE-CALAIS	31	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
NORD-PAS-DE-CALAIS	31	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
NORD-PAS-DE-CALAIS	31	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
PAYS DE LA LOIRE	52	EN16Consommation totale d'énergie par l'industrie	ktep	1132.0	1109.0	1097.0	1128.0	1205.0	1386.0	1187.0	1531.0	1416.0	1325.0	1366.0	1244.0
PAYS DE LA LOIRE	52	EN16Consommation de charbon et coke de houille dans l'industrie	kt	143.0	96.0	49.0	60.0	42.0	36.0	44.0	44.0	43.0	41.0	35.0	25.0
PAYS DE LA LOIRE	52	EN16Consommation de charbon et coke de houille dans l'industrie	ktep	89.0	60.0	31.0	37.0	26.0	23.0	28.0	28.0	27.0	26.0	22.0	16.0
PAYS DE LA LOIRE	52	EN16Consommation de produits pétroliers dans l'industrie	ktep	392.0	351.0	324.0	288.0	315.0	253.0	222.0	233.0	226.0	205.0	185.0	146.0
PAYS DE LA LOIRE	52	EN16Consommation de gaz naturel et de réseaux dans l'industrie	GWh	3209.0	3610.0	3850.0	4531.0	4946.0	7587.0	4590.0	6398.0	6655.0	5288.0	6014.0	5693.0
PAYS DE LA LOIRE	52	EN16Consommation de gaz naturel et de réseaux dans l'industrie	ktep	247.0	278.0	296.0	349.0	381.0	584.0	353.0	493.0	512.0	407.0	463.0	438.0
PAYS DE LA LOIRE	52	EN16Consommation d'électricité dans l'industrie	GWh	4611.0	4751.0	5055.0	5098.0	5473.0	5729.0	6365.0	7186.0	6356.0	6469.0	6499.0	5998.0
PAYS DE LA LOIRE	52	EN16Consommation d'électricité dans l'industrie	ktep	397.0	409.0	435.0	438.0	471.0	493.0	547.0	618.0	547.0	556.0	559.0	516.0
PAYS DE LA LOIRE	52	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	40.0	28.0	31.0	38.0	39.0
PAYS DE LA LOIRE	52	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	63.0	19.0	31.0	17.0	14.0
PAYS DE LA LOIRE	52	EN16Achat de vapeur dans l'industrie	ktep	7.0	11.0	11.0	15.0	12.0	34.0	36.0	45.0	53.0	58.0	70.0	61.0
PAYS DE LA LOIRE	52	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	11.0	4.0	10.0	11.0	13.0
PAYS DE LA LOIRE	52	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	1132.0	1109.0	1097.0	1128.0	1205.0	1386.0	1187.0	1407.0	1356.0	1247.0	1297.0	1177.0
PAYS DE LA LOIRE	52	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	392.0	351.0	324.0	288.0	315.0	253.0	222.0	223.0	217.0	199.0	182.0	145.0
PAYS DE LA LOIRE	52	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
PAYS DE LA LOIRE	52	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
PAYS DE LA LOIRE	52	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
PICARDIE	22	EN16Consommation totale d'énergie par l'industrie	ktep	2101.0	2203.0	1795.0	1836.0	1962.0	1968.0	1888.0	1709.0	1833.0	1732.0	1683.0	1480.0
