Lieu	N° région, département	Série	Unité	1990	1992	1995	1997	1999	2002	2004	2005	2006	2007	2008	2009
AUVERGNE	83	EN16Consommation d'électricité dans l'industrie	ktep	201.0	205.0	210.0	221.0	242.0	239.0	253.0	268.0	258.0	261.0	223.0	223.0
AUVERGNE	83	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	5.0	7.0	10.0	7.0	7.0
AUVERGNE	83	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	7.0	7.0	7.0	6.0	4.0
AUVERGNE	83	EN16Achat de vapeur dans l'industrie	ktep	13.0	14.0	11.0	2.0	14.0	3.0	7.0	10.0	8.0	8.0	9.0	12.0
AUVERGNE	83	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	7.0	5.0	9.0	9.0	4.0
AUVERGNE	83	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	626.0	609.0	590.0	611.0	700.0	665.0	551.0	693.0	691.0	635.0	639.0	571.0
AUVERGNE	83	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	175.0	154.0	113.0	104.0	126.0	82.0	84.0	78.0	79.0	80.0	59.0	58.0
AUVERGNE	83	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
AUVERGNE	83	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
AUVERGNE	83	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
BASSE NORMANDIE	25	EN16Consommation totale d'énergie par l'industrie	ktep	971.0	823.0	520.0	516.0	559.0	491.0	499.0	552.0	579.0	642.0	509.0	476.0
BASSE NORMANDIE	25	EN16Consommation de charbon et coke de houille dans l'industrie	kt	676.0	411.0	23.0	28.0	8.0	12.0	27.0	3.0	4.0	4.0	4.0	3.0
BASSE NORMANDIE	25	EN16Consommation de charbon et coke de houille dans l'industrie	ktep	421.0	256.0	14.0	17.0	5.0	7.0	18.0	2.0	3.0	3.0	3.0	2.0
BASSE NORMANDIE	25	EN16Consommation de produits pétroliers dans l'industrie	ktep	240.0	229.0	146.0	120.0	161.0	97.0	87.0	78.0	73.0	74.0	74.0	60.0
BASSE NORMANDIE	25	EN16Consommation de gaz naturel et de réseaux dans l'industrie	GWh	1318.0	1589.0	1819.0	2094.0	2224.0	2593.0	2690.0	2774.0	3282.0	4066.0	2756.0	2645.0
BASSE NORMANDIE	25	EN16Consommation de gaz naturel et de réseaux dans l'industrie	ktep	101.0	122.0	140.0	161.0	171.0	200.0	207.0	214.0	253.0	313.0	212.0	204.0
BASSE NORMANDIE	25	EN16Consommation d'électricité dans l'industrie	GWh	2418.0	2515.0	2539.0	2524.0	2580.0	2173.0	2184.0	2696.0	2626.0	2634.0	2227.0	2170.0
BASSE NORMANDIE	25	EN16Consommation d'électricité dans l'industrie	ktep	208.0	216.0	218.0	217.0	222.0	187.0	188.0	232.0	226.0	226.0	192.0	187.0
BASSE NORMANDIE	25	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	5.0	6.0	6.0	20.0	17.0
BASSE NORMANDIE	25	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	5.0	5.0	16.0	7.0	5.0
BASSE NORMANDIE	25	EN16Achat de vapeur dans l'industrie	ktep	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
BASSE NORMANDIE	25	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	16.0	14.0	2.0	2.0	2.0
BASSE NORMANDIE	25	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	971.0	823.0	520.0	516.0	559.0	491.0	499.0	525.0	552.0	617.0	479.0	451.0
BASSE NORMANDIE	25	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	240.0	229.0	146.0	120.0	161.0	97.0	87.0	77.0	71.0	73.0	73.0	59.0
BASSE NORMANDIE	25	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
BASSE NORMANDIE	25	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
BASSE NORMANDIE	25	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
BOURGOGNE	26	EN16Consommation totale d'énergie par l'industrie	ktep	715.0	723.0	685.0	725.0	783.0	815.0	651.0	734.0	757.0	713.0	702.0	704.0
BOURGOGNE	26	EN16Consommation de charbon et coke de houille dans l'industrie	kt	22.0	11.0	9.0	9.0	8.0	10.0	1.0	20.0	4.0	4.0	3.0	57.0
BOURGOGNE	26	EN16Consommation de charbon et coke de houille dans l'industrie	ktep	14.0	7.0	5.0	6.0	5.0	7.0	1.0	13.0	2.0	3.0	2.0	35.0
BOURGOGNE	26	EN16Consommation de produits pétroliers dans l'industrie	ktep	209.0	158.0	120.0	112.0	140.0	98.0	81.0	86.0	67.0	76.0	64.0	57.0
BOURGOGNE	26	EN16Consommation de gaz naturel et de réseaux dans l'industrie	GWh	3200.0	3849.0	3884.0	4450.0	4625.0	5673.0	3527.0	4071.0	4884.0	3901.0	4364.0	3858.0
BOURGOGNE	26	EN16Consommation de gaz naturel et de réseaux dans l'industrie	ktep	246.0	296.0	299.0	343.0	356.0	437.0	272.0	313.0	376.0	300.0	336.0	297.0
BOURGOGNE	26	EN16Consommation d'électricité dans l'industrie	GWh	2812.0	2954.0	2952.0	2992.0	3210.0	3118.0	3389.0	3505.0	3381.0	3410.0	2905.0	2905.0
BOURGOGNE	26	EN16Consommation d'électricité dans l'industrie	ktep	242.0	254.0	254.0	257.0	276.0	268.0	291.0	301.0	291.0	293.0	250.0	250.0
BOURGOGNE	26	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	19.0	12.0	36.0
BOURGOGNE	26	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	4.0	4.0	4.0	4.0	8.0
BOURGOGNE	26	EN16Achat de vapeur dans l'industrie	ktep	5.0	7.0	7.0	7.0	6.0	5.0	7.0	6.0	10.0	9.0	26.0	16.0
BOURGOGNE	26	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	10.0	7.0	9.0	8.0	5.0
BOURGOGNE	26	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	715.0	723.0	685.0	725.0	783.0	815.0	651.0	717.0	744.0	678.0	676.0	652.0
BOURGOGNE	26	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	209.0	158.0	120.0	112.0	140.0	98.0	81.0	83.0	65.0	73.0	62.0	54.0
BOURGOGNE	26	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
BOURGOGNE	26	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
BOURGOGNE	26	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
BRETAGNE	53	EN16Consommation totale d'énergie par l'industrie	ktep	815.0	866.0	780.0	813.0	892.0	996.0	916.0	1053.0	1082.0	1045.0	963.0	920.0
BRETAGNE	53	EN16Consommation de charbon et coke de houille dans l'industrie	kt	66.0	38.0	37.0	46.0	36.0	48.0	35.0	34.0	43.0	34.0	29.0	27.0
BRETAGNE	53	EN16Consommation de charbon et coke de houille dans l'industrie	ktep	41.0	23.0	23.0	28.0	23.0	30.0	22.0	21.0	27.0	21.0	18.0	17.0
BRETAGNE	53	EN16Consommation de produits pétroliers dans l'industrie	ktep	350.0	331.0	197.0	184.0	226.0	136.0	149.0	204.0	145.0	124.0	110.0	88.0
BRETAGNE	53	EN16Consommation de gaz naturel et de réseaux dans l'industrie	GWh	1791.0	2498.0	2889.0	3368.0	3661.0	6153.0	4410.0	4506.0	5861.0	5866.0	5262.0	4796.0
BRETAGNE	53	EN16Consommation de gaz naturel et de réseaux dans l'industrie	ktep	138.0	192.0	222.0	259.0	282.0	474.0	340.0	347.0	451.0	452.0	405.0	369.0
BRETAGNE	53	EN16Consommation d'électricité dans l'industrie	GWh	3248.0	3602.0	3926.0	3959.0	4206.0	4033.0	4582.0	5020.0	4723.0	4864.0	4608.0	4608.0
BRETAGNE	53	EN16Consommation d'électricité dans l'industrie	ktep	279.0	310.0	338.0	340.0	362.0	347.0	394.0	432.0	406.0	418.0	396.0	396.0
BRETAGNE	53	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	40.0	35.0	22.0	9.0	18.0
BRETAGNE	53	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	10.0	0.0	0.0	0.0
BRETAGNE	53	EN16Achat de vapeur dans l'industrie	ktep	6.0	9.0	0.0	1.0	0.0	9.0	12.0	9.0	8.0	8.0	24.0	32.0
BRETAGNE	53	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
BRETAGNE	53	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	815.0	866.0	780.0	813.0	892.0	996.0	916.0	1013.0	1029.0	1020.0	954.0	902.0
BRETAGNE	53	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	350.0	331.0	197.0	184.0	226.0	136.0	149.0	204.0	137.0	121.0	110.0	88.0
BRETAGNE	53	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
BRETAGNE	53	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
BRETAGNE	53	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
CENTRE-VAL DE LOIRE	24	EN16Consommation totale d'énergie par l'industrie	ktep	941.0	1000.0	938.0	962.0	993.0	1212.0	913.0	1083.0	1120.0	1025.0	1087.0	1029.0
CENTRE-VAL DE LOIRE	24	EN16Consommation de charbon et coke de houille dans l'industrie	kt	146.0	131.0	73.0	59.0	25.0	41.0	30.0	49.0	34.0	100.0	88.0	76.0
CENTRE-VAL DE LOIRE	24	EN16Consommation de charbon et coke de houille dans l'industrie	ktep	91.0	82.0	46.0	37.0	15.0	26.0	19.0	31.0	21.0	63.0	55.0	47.0
CENTRE-VAL DE LOIRE	24	EN16Consommation de produits pétroliers dans l'industrie	ktep	233.0	257.0	199.0	180.0	201.0	153.0	143.0	127.0	141.0	109.0	112.0	88.0
CENTRE-VAL DE LOIRE	24	EN16Consommation de gaz naturel et de réseaux dans l'industrie	GWh	3908.0	4276.0	4615.0	5246.0	5555.0	8432.0	4508.0	6033.0	6995.0	5665.0	6759.0	6333.0
CENTRE-VAL DE LOIRE	24	EN16Consommation de gaz naturel et de réseaux dans l'industrie	ktep	301.0	329.0	355.0	404.0	428.0	649.0	347.0	465.0	539.0	436.0	520.0	488.0
CENTRE-VAL DE LOIRE	24	EN16Consommation d'électricité dans l'industrie	GWh	3646.0	3823.0	3899.0	3925.0	4021.0	4245.0	4478.0	4718.0	4452.0	4516.0	4046.0	4046.0
CENTRE-VAL DE LOIRE	24	EN16Consommation d'électricité dans l'industrie	ktep	314.0	329.0	335.0	338.0	346.0	365.0	385.0	406.0	383.0	388.0	348.0	348.0
CENTRE-VAL DE LOIRE	24	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	28.0	14.0	14.0	32.0	37.0
CENTRE-VAL DE LOIRE	24	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	7.0	7.0	5.0	8.0	9.0
CENTRE-VAL DE LOIRE	24	EN16Achat de vapeur dans l'industrie	ktep	2.0	4.0	3.0	3.0	3.0	19.0	19.0	17.0	12.0	8.0	9.0	11.0
CENTRE-VAL DE LOIRE	24	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	3.0	3.0	1.0	2.0	2.0
CENTRE-VAL DE LOIRE	24	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	941.0	1000.0	938.0	962.0	993.0	1212.0	913.0	1045.0	1090.0	1000.0	1038.0	982.0
CENTRE-VAL DE LOIRE	24	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	233.0	257.0	199.0	180.0	201.0	153.0	143.0	127.0	135.0	104.0	106.0	88.0
CENTRE-VAL DE LOIRE	24	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
CENTRE-VAL DE LOIRE	24	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
CENTRE-VAL DE LOIRE	24	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
CHAMPAGNE-ARDENNE	21	EN16Consommation totale d'énergie par l'industrie	ktep	1548.0	1531.0	1259.0	1233.0	1270.0	1310.0	1182.0	1318.0	1310.0	1268.0	1301.0	1309.0
CHAMPAGNE-ARDENNE	21	EN16Consommation de charbon et coke de houille dans l'industrie	kt	755.0	477.0	289.0	305.0	284.0	263.0	293.0	374.0	385.0	463.0	376.0	249.0
CHAMPAGNE-ARDENNE	21	EN16Consommation de charbon et coke de houille dans l'industrie	ktep	470.0	298.0	180.0	190.0	177.0	164.0	184.0	233.0	240.0	288.0	234.0	155.0
CHAMPAGNE-ARDENNE	21	EN16Consommation de produits pétroliers dans l'industrie	ktep	339.0	395.0	251.0	214.0	254.0	222.0	181.0	192.0	193.0	197.0	169.0	170.0
CHAMPAGNE-ARDENNE	21	EN16Consommation de gaz naturel et de réseaux dans l'industrie	GWh	5538.0	6420.0	6380.0	6814.0	6849.0	7631.0	6000.0	5383.0	5508.0	4386.0	6002.0	6512.0
CHAMPAGNE-ARDENNE	21	EN16Consommation de gaz naturel et de réseaux dans l'industrie	ktep	426.0	494.0	491.0	525.0	527.0	588.0	462.0	414.0	424.0	338.0	462.0	501.0
CHAMPAGNE-ARDENNE	21	EN16Consommation d'électricité dans l'industrie	GWh	3616.0	3982.0	3911.0	3528.0	3609.0	3870.0	4095.0	4240.0	4136.0	4177.0	3872.0	3872.0
CHAMPAGNE-ARDENNE	21	EN16Consommation d'électricité dans l'industrie	ktep	311.0	342.0	336.0	303.0	310.0	333.0	352.0	365.0	356.0	359.0	333.0	333.0
CHAMPAGNE-ARDENNE	21	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	84.0	66.0	65.0	66.0	62.0
CHAMPAGNE-ARDENNE	21	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	2.0	2.0	3.0	4.0	4.0
CHAMPAGNE-ARDENNE	21	EN16Achat de vapeur dans l'industrie	ktep	1.0	2.0	1.0	1.0	1.0	4.0	3.0	6.0	7.0	6.0	21.0	73.0
CHAMPAGNE-ARDENNE	21	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	22.0	22.0	13.0	11.0	10.0
CHAMPAGNE-ARDENNE	21	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	1548.0	1531.0	1259.0	1233.0	1270.0	1310.0	1182.0	1181.0	1190.0	1152.0	1192.0	1203.0
CHAMPAGNE-ARDENNE	21	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	339.0	395.0	251.0	214.0	254.0	222.0	181.0	163.0	163.0	161.0	142.0	141.0
CHAMPAGNE-ARDENNE	21	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
CHAMPAGNE-ARDENNE	21	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
CHAMPAGNE-ARDENNE	21	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
CORSE	94	EN16Consommation totale d'énergie par l'industrie	ktep	6.0	6.0	7.0	4.0	4.0	2.0	5.0	9.0	6.0	6.0	7.0	6.0
CORSE	94	EN16Consommation de charbon et coke de houille dans l'industrie	kt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORSE	94	EN16Consommation de charbon et coke de houille dans l'industrie	ktep	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORSE	94	EN16Consommation de produits pétroliers dans l'industrie	ktep	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0
CORSE	94	EN16Consommation de gaz naturel et de réseaux dans l'industrie	GWh	-0.0	-0.0	-0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORSE	94	EN16Consommation de gaz naturel et de réseaux dans l'industrie	ktep	-0.0	-0.0	-0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORSE	94	EN16Consommation d'électricité dans l'industrie	GWh	55.0	53.0	66.0	30.0	34.0	17.0	50.0	97.0	56.0	57.0	58.0	58.0
CORSE	94	EN16Consommation d'électricité dans l'industrie	ktep	5.0	5.0	6.0	3.0	3.0	1.0	4.0	8.0	5.0	5.0	5.0	5.0
CORSE	94	EN16Consommation de bois-énergie dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
CORSE	94	EN16Consommation d'autres énergies renouvelables dans l'industrie	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
CORSE	94	EN16Achat de vapeur dans l'industrie	ktep	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORSE	94	EN16Consommation de combustibles spéciaux non renouvelables	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
CORSE	94	EN16Consommation totale d'énergie par l'industrie (champ constant)	ktep	6.0	6.0	7.0	4.0	4.0	2.0	5.0	9.0	6.0	6.0	7.0	6.0
CORSE	94	EN16Consommation de produits pétroliers dans l'industrie (champ constant)	ktep	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0
CORSE	94	EN16Consommation de bois-énergie dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
CORSE	94	EN16Consommation d'autres énergies renouvelables dans l'industrie (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
CORSE	94	EN16Consommation de combustibles spéciaux non renouvelables (champ constant)	ktep	ND	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0
FRANCHE COMTE	43	EN16Consommation totale d'énergie par l'industrie	ktep	774.0	782.0	785.0	799.0	851.0	880.0	734.0	903.0	917.0	785.0	881.0	699.0
FRANCHE COMTE	43	EN16Consommation de charbon et coke de houille dans l'industrie	kt	158.0	159.0	175.0	201.0	196.0	132.0	177.0	180.0	180.0	158.0	165.0	151.0
FRANCHE COMTE	43	EN16Consommation de charbon et coke de houille dans l'industrie	ktep	98.0	99.0	109.0	125.0	122.0	82.0	111.0	112.0	113.0	99.0	103.0	94.0
