Lieu	N° région, département	Série	Unité	1990	1992	1995	1997	1999	2002	2004	2005	2006	2007	2008	2009
MIDI-PYRENEES	73	EN10Consommation de bois-énergie des ménages	ktep	483.0	553.0	473.0	450.0	491.0	398.0	395.0	381.0	366.0	349.0	361.0	360.0
MIDI-PYRENEES	73	EN10Consommation de chauffage urbain	ktep	ND	ND	ND	ND	22.0	19.0	21.0	21.0	18.0	15.0	24.0	25.0
NORD-PAS-DE-CALAIS	31	EN10Consommation totale d'énergie par le résidentiel tertiaire (RT)	ktep	2999.0	3454.0	3351.0	3640.0	3842.0	3676.0	4548.0	4369.0	4069.0	3705.0	3944.0	3911.0
NORD-PAS-DE-CALAIS	31	EN10dont consommation totale dans le résidentiel	ktep	2066.0	2380.0	2252.0	2460.0	2503.0	2540.0	3212.0	3098.0	2958.0	2567.0	2734.0	2691.0
NORD-PAS-DE-CALAIS	31	EN10dont consommation totale dans le tertiaire	ktep	933.0	1074.0	1099.0	1180.0	1339.0	1137.0	1336.0	1271.0	1111.0	1138.0	1210.0	1220.0
NORD-PAS-DE-CALAIS	31	EN10dont consommation totale hors chauffage urbain	ktep	2999.0	3454.0	3351.0	3640.0	3440.0	3450.0	4477.0	4289.0	3994.0	3636.0	3866.0	3841.0
NORD-PAS-DE-CALAIS	31	EN10Consommation de charbon dans le RT	ktep	ND	ND	ND	ND	309.0	175.0	ND	ND	ND	ND	ND	ND
NORD-PAS-DE-CALAIS	31	EN10Consommation de produits pétroliers dans le RT	ktep	714.0	842.0	733.0	764.0	745.0	710.0	1230.0	1095.0	791.0	677.0	891.0	861.0
NORD-PAS-DE-CALAIS	31	EN10Consommation de gaz naturel et de réseaux dans le RT	ktep	1152.0	1354.0	1338.0	1563.0	1666.0	1693.0	1804.0	1740.0	1727.0	1493.0	1426.0	1413.0
NORD-PAS-DE-CALAIS	31	EN10Consommation de gaz naturel et de réseaux dans le RT	GWh	14956.0	17579.0	17380.0	20302.0	21642.0	21985.0	23434.0	22597.0	22424.0	19390.0	18516.0	18350.0
NORD-PAS-DE-CALAIS	31	EN10dont gaz naturel et de réseaux dans le résidentiel	GWh	ND	ND	ND	ND	ND	15090.0	18102.0	17725.0	18806.0	14988.0	14091.0	13838.0
NORD-PAS-DE-CALAIS	31	EN10dont gaz naturel et de réseaux dans le tertiaire	GWh	ND	ND	ND	ND	ND	6895.0	5332.0	4872.0	3618.0	4402.0	4425.0	4512.0
NORD-PAS-DE-CALAIS	31	EN10Consommation d'électricité dans le RT	ktep	811.0	887.0	964.0	1014.0	1055.0	1008.0	1197.0	1204.0	1234.0	1236.0	1297.0	1297.0
NORD-PAS-DE-CALAIS	31	EN10Consommation d'électricité dans le RT	GWh	9432.0	10316.0	11210.0	11789.0	12264.0	11725.0	13917.0	14003.0	14352.0	14370.0	15078.0	15083.0
NORD-PAS-DE-CALAIS	31	EN10dont électricité basse tension dans le résidentiel (domestique et agricole)	GWh	5539.0	6013.0	6180.0	6792.0	6835.0	7400.0	7777.0	7783.0	7784.0	7763.0	8458.0	8301.0
NORD-PAS-DE-CALAIS	31	EN10dont électricité haute et basse tension dans le tertiaire	GWh	3892.0	4303.0	5029.0	4997.0	5429.0	5856.0	6140.0	6220.0	6568.0	6607.0	6620.0	6781.0
NORD-PAS-DE-CALAIS	31	EN10dont électricité basse tension usages professionnels et divers	GWh	1683.0	1699.0	1694.0	1599.0	1630.0	1543.0	1485.0	1555.0	1786.0	1810.0	1613.0	2024.0
NORD-PAS-DE-CALAIS	31	EN10dont électricité basse tension services publics et éclairages publics	GWh	ND	ND	ND	538.0	542.0	454.0	395.0	436.0	402.0	401.0	431.0	366.0
NORD-PAS-DE-CALAIS	31	EN10dont électricité haute tension dans le tertiaire	GWh	2210.0	2604.0	3335.0	3398.0	3800.0	4076.0	4261.0	4229.0	4379.0	4397.0	4576.0	4392.0
NORD-PAS-DE-CALAIS	31	EN10Consommation de bois-énergie des ménages	ktep	322.0	371.0	315.0	299.0	283.0	213.0	246.0	249.0	241.0	230.0	253.0	270.0
NORD-PAS-DE-CALAIS	31	EN10Consommation de chauffage urbain	ktep	ND	ND	ND	ND	93.0	52.0	71.0	80.0	75.0	70.0	78.0	70.0
PAYS DE LA LOIRE	52	EN10Consommation totale d'énergie par le résidentiel tertiaire (RT)	ktep	2563.0	2947.0	2781.0	2940.0	3219.0	3072.0	3664.0	3529.0	3469.0	3205.0	3737.0	3694.0
PAYS DE LA LOIRE	52	EN10dont consommation totale dans le résidentiel	ktep	1871.0	2150.0	1992.0	2105.0	2234.0	2186.0	2538.0	2369.0	2389.0	2136.0	2616.0	2508.0
PAYS DE LA LOIRE	52	EN10dont consommation totale dans le tertiaire	ktep	692.0	796.0	789.0	835.0	985.0	886.0	1126.0	1160.0	1081.0	1068.0	1121.0	1186.0
PAYS DE LA LOIRE	52	EN10dont consommation totale hors chauffage urbain	ktep	2563.0	2947.0	2781.0	2940.0	3135.0	3033.0	3630.0	3497.0	3436.0	3170.0	3699.0	3655.0
PAYS DE LA LOIRE	52	EN10Consommation de charbon dans le RT	ktep	ND	ND	ND	ND	32.0	2.0	ND	ND	ND	ND	ND	ND
PAYS DE LA LOIRE	52	EN10Consommation de produits pétroliers dans le RT	ktep	801.0	869.0	831.0	834.0	914.0	846.0	1111.0	1014.0	928.0	829.0	923.0	919.0
PAYS DE LA LOIRE	52	EN10Consommation de gaz naturel et de réseaux dans le RT	ktep	581.0	726.0	663.0	759.0	821.0	835.0	986.0	945.0	935.0	784.0	1110.0	1060.0
PAYS DE LA LOIRE	52	EN10Consommation de gaz naturel et de réseaux dans le RT	GWh	7543.0	9430.0	8614.0	9857.0	10665.0	10850.0	12801.0	12267.0	12137.0	10185.0	14421.0	13767.0
PAYS DE LA LOIRE	52	EN10dont gaz naturel et de réseaux dans le résidentiel	GWh	ND	ND	ND	ND	ND	7211.0	8653.0	7432.0	8400.0	6395.0	10703.0	9901.0
PAYS DE LA LOIRE	52	EN10dont gaz naturel et de réseaux dans le tertiaire	GWh	ND	ND	ND	ND	ND	3639.0	4148.0	4834.0	3737.0	3790.0	3719.0	3866.0
PAYS DE LA LOIRE	52	EN10Consommation d'électricité dans le RT	ktep	736.0	838.0	851.0	933.0	1010.0	1044.0	1220.0	1234.0	1281.0	1278.0	1373.0	1383.0
PAYS DE LA LOIRE	52	EN10Consommation d'électricité dans le RT	GWh	8555.0	9743.0	9896.0	10847.0	11746.0	12140.0	14187.0	14352.0	14897.0	14855.0	15969.0	16076.0
PAYS DE LA LOIRE	52	EN10dont électricité basse tension dans le résidentiel (domestique et agricole)	GWh	5553.0	6327.0	6194.0	6989.0	7268.0	8213.0	8844.0	8881.0	9074.0	8896.0	9698.0	9186.0
PAYS DE LA LOIRE	52	EN10dont électricité haute et basse tension dans le tertiaire	GWh	3002.0	3416.0	3702.0	3859.0	4478.0	4997.0	5344.0	5471.0	5823.0	5959.0	6271.0	6889.0
PAYS DE LA LOIRE	52	EN10dont électricité basse tension usages professionnels et divers	GWh	1331.0	1437.0	1411.0	1334.0	1427.0	1453.0	1470.0	1525.0	1802.0	1837.0	1871.0	2347.0
PAYS DE LA LOIRE	52	EN10dont électricité basse tension services publics et éclairages publics	GWh	ND	ND	ND	359.0	391.0	315.0	265.0	294.0	262.0	277.0	282.0	266.0
PAYS DE LA LOIRE	52	EN10dont électricité haute tension dans le tertiaire	GWh	1672.0	1979.0	2291.0	2525.0	3051.0	3386.0	3609.0	3652.0	3760.0	3845.0	4118.0	4276.0
PAYS DE LA LOIRE	52	EN10Consommation de bois-énergie des ménages	ktep	446.0	514.0	436.0	414.0	422.0	310.0	313.0	304.0	293.0	280.0	292.0	294.0
PAYS DE LA LOIRE	52	EN10Consommation de chauffage urbain	ktep	ND	ND	ND	ND	52.0	36.0	33.0	32.0	33.0	34.0	38.0	39.0
PICARDIE	22	EN10Consommation totale d'énergie par le résidentiel tertiaire (RT)	ktep	1469.0	1829.0	1705.0	1780.0	1916.0	1851.0	1783.0	1841.0	1908.0	1824.0	1784.0	2308.0
PICARDIE	22	EN10dont consommation totale dans le résidentiel	ktep	1086.0	1341.0	1235.0	1284.0	1348.0	1267.0	1280.0	1265.0	1329.0	1228.0	1235.0	1667.0
PICARDIE	22	EN10dont consommation totale dans le tertiaire	ktep	383.0	488.0	470.0	496.0	569.0	584.0	504.0	576.0	579.0	596.0	549.0	641.0
PICARDIE	22	EN10dont consommation totale hors chauffage urbain	ktep	1469.0	1829.0	1705.0	1780.0	1843.0	1796.0	1755.0	1814.0	1880.0	1795.0	1753.0	2278.0
PICARDIE	22	EN10Consommation de charbon dans le RT	ktep	ND	ND	ND	ND	41.0	24.0	ND	ND	ND	ND	ND	ND
PICARDIE	22	EN10Consommation de produits pétroliers dans le RT	ktep	378.0	458.0	475.0	457.0	470.0	440.0	271.0	270.0	354.0	338.0	292.0	256.0
PICARDIE	22	EN10Consommation de gaz naturel et de réseaux dans le RT	ktep	379.0	561.0	464.0	538.0	586.0	588.0	641.0	690.0	667.0	615.0	559.0	1101.0
PICARDIE	22	EN10Consommation de gaz naturel et de réseaux dans le RT	GWh	4924.0	7292.0	6025.0	6985.0	7608.0	7640.0	8328.0	8964.0	8663.0	7982.0	7262.0	14302.0
PICARDIE	22	EN10dont gaz naturel et de réseaux dans le résidentiel	GWh	ND	ND	ND	ND	ND	4755.0	5968.0	5778.0	5920.0	5006.0	4861.0	10510.0
PICARDIE	22	EN10dont gaz naturel et de réseaux dans le tertiaire	GWh	ND	ND	ND	ND	ND	2886.0	2360.0	3186.0	2743.0	2976.0	2400.0	3792.0
PICARDIE	22	EN10Consommation d'électricité dans le RT	ktep	408.0	458.0	469.0	503.0	527.0	571.0	600.0	612.0	626.0	620.0	662.0	670.0
PICARDIE	22	EN10Consommation d'électricité dans le RT	GWh	4743.0	5331.0	5452.0	5844.0	6128.0	6638.0	6978.0	7114.0	7278.0	7211.0	7695.0	7792.0
PICARDIE	22	EN10dont électricité basse tension dans le résidentiel (domestique et agricole)	GWh	3081.0	3430.0	3447.0	3753.0	3805.0	4109.0	4312.0	4339.0	4367.0	4267.0	4636.0	4784.0
PICARDIE	22	EN10dont électricité haute et basse tension dans le tertiaire	GWh	1662.0	1902.0	2004.0	2091.0	2324.0	2529.0	2666.0	2774.0	2910.0	2943.0	3059.0	3008.0
PICARDIE	22	EN10dont électricité basse tension usages professionnels et divers	GWh	764.0	813.0	820.0	796.0	830.0	817.0	808.0	865.0	972.0	965.0	981.0	1113.0
PICARDIE	22	EN10dont électricité basse tension services publics et éclairages publics	GWh	ND	ND	ND	247.0	265.0	211.0	174.0	193.0	175.0	187.0	193.0	182.0
PICARDIE	22	EN10dont électricité haute tension dans le tertiaire	GWh	898.0	1089.0	1185.0	1295.0	1493.0	1608.0	1684.0	1717.0	1764.0	1791.0	1884.0	1713.0
PICARDIE	22	EN10Consommation de bois-énergie des ménages	ktep	304.0	351.0	297.0	283.0	301.0	220.0	242.0	242.0	234.0	222.0	239.0	250.0
PICARDIE	22	EN10Consommation de chauffage urbain	ktep	ND	ND	ND	ND	32.0	31.0	29.0	27.0	28.0	29.0	31.0	29.0
POITOU-CHARENTES	54	EN10Consommation totale d'énergie par le résidentiel tertiaire (RT)	ktep	1563.0	1874.0	1815.0	1875.0	1942.0	1780.0	1759.0	1726.0	1690.0	1595.0	1820.0	1936.0
POITOU-CHARENTES	54	EN10dont consommation totale dans le résidentiel	ktep	1202.0	1437.0	1365.0	1397.0	1420.0	1323.0	1281.0	1240.0	1231.0	1132.0	1297.0	1368.0
POITOU-CHARENTES	54	EN10dont consommation totale dans le tertiaire	ktep	361.0	437.0	450.0	478.0	522.0	457.0	478.0	486.0	458.0	463.0	523.0	568.0
POITOU-CHARENTES	54	EN10dont consommation totale hors chauffage urbain	ktep	1563.0	1874.0	1815.0	1875.0	1910.0	1764.0	1748.0	1715.0	1680.0	1587.0	1810.0	1927.0
POITOU-CHARENTES	54	EN10Consommation de charbon dans le RT	ktep	ND	ND	ND	ND	13.0	1.0	ND	ND	ND	ND	ND	ND
POITOU-CHARENTES	54	EN10Consommation de produits pétroliers dans le RT	ktep	487.0	601.0	646.0	667.0	640.0	615.0	417.0	385.0	374.0	339.0	380.0	355.0
POITOU-CHARENTES	54	EN10Consommation de gaz naturel et de réseaux dans le RT	ktep	247.0	316.0	284.0	325.0	365.0	357.0	397.0	388.0	364.0	313.0	422.0	556.0
POITOU-CHARENTES	54	EN10Consommation de gaz naturel et de réseaux dans le RT	GWh	3207.0	4105.0	3693.0	4216.0	4743.0	4636.0	5157.0	5044.0	4733.0	4059.0	5476.0	7222.0
POITOU-CHARENTES	54	EN10dont gaz naturel et de réseaux dans le résidentiel	GWh	ND	ND	ND	ND	ND	2994.0	3609.0	3539.0	3573.0	2835.0	3745.0	4774.0
POITOU-CHARENTES	54	EN10dont gaz naturel et de réseaux dans le tertiaire	GWh	ND	ND	ND	ND	ND	1642.0	1547.0	1505.0	1160.0	1224.0	1731.0	2448.0
POITOU-CHARENTES	54	EN10Consommation d'électricité dans le RT	ktep	393.0	454.0	459.0	477.0	530.0	525.0	640.0	649.0	658.0	663.0	718.0	714.0
POITOU-CHARENTES	54	EN10Consommation d'électricité dans le RT	GWh	4571.0	5280.0	5337.0	5548.0	6162.0	6103.0	7439.0	7549.0	7651.0	7711.0	8345.0	8302.0
POITOU-CHARENTES	54	EN10dont électricité basse tension dans le résidentiel (domestique et agricole)	GWh	3032.0	3523.0	3459.0	3571.0	3975.0	4494.0	4841.0	4715.0	4804.0	4752.0	5311.0	5308.0
POITOU-CHARENTES	54	EN10dont électricité haute et basse tension dans le tertiaire	GWh	1539.0	1757.0	1879.0	1977.0	2188.0	2434.0	2599.0	2834.0	2847.0	2959.0	3035.0	2994.0
POITOU-CHARENTES	54	EN10dont électricité basse tension usages professionnels et divers	GWh	691.0	764.0	762.0	758.0	832.0	856.0	872.0	958.0	1041.0	1050.0	1108.0	1251.0
POITOU-CHARENTES	54	EN10dont électricité basse tension services publics et éclairages publics	GWh	ND	ND	ND	229.0	251.0	191.0	151.0	161.0	146.0	160.0	157.0	147.0
POITOU-CHARENTES	54	EN10dont électricité haute tension dans le tertiaire	GWh	848.0	993.0	1117.0	1219.0	1355.0	1487.0	1576.0	1716.0	1660.0	1748.0	1770.0	1596.0
POITOU-CHARENTES	54	EN10Consommation de bois-énergie des ménages	ktep	436.0	503.0	426.0	406.0	387.0	269.0	293.0	293.0	284.0	271.0	291.0	302.0
POITOU-CHARENTES	54	EN10Consommation de chauffage urbain	ktep	ND	ND	ND	ND	20.0	14.0	11.0	10.0	9.0	9.0	10.0	9.0
PROVENCE-ALPES-COTE D AZUR	93	EN10Consommation totale d'énergie par le résidentiel tertiaire (RT)	ktep	3411.0	3710.0	3767.0	3791.0	4224.0	3800.0	4649.0	4514.0	4160.0	4185.0	4433.0	3862.0
PROVENCE-ALPES-COTE D AZUR	93	EN10dont consommation totale dans le résidentiel	ktep	2268.0	2477.0	2472.0	2504.0	2796.0	2767.0	3018.0	2900.0	2659.0	2564.0	2913.0	2523.0
PROVENCE-ALPES-COTE D AZUR	93	EN10dont consommation totale dans le tertiaire	ktep	1143.0	1233.0	1295.0	1287.0	1428.0	1033.0	1631.0	1613.0	1500.0	1621.0	1520.0	1339.0
PROVENCE-ALPES-COTE D AZUR	93	EN10dont consommation totale hors chauffage urbain	ktep	3411.0	3710.0	3767.0	3791.0	4145.0	3744.0	4615.0	4488.0	4131.0	4152.0	4399.0	3827.0
PROVENCE-ALPES-COTE D AZUR	93	EN10Consommation de charbon dans le RT	ktep	ND	ND	ND	ND	32.0	2.0	ND	ND	ND	ND	ND	ND
PROVENCE-ALPES-COTE D AZUR	93	EN10Consommation de produits pétroliers dans le RT	ktep	1128.0	1095.0	1165.0	1114.0	1195.0	972.0	1010.0	820.0	679.0	690.0	895.0	966.0
PROVENCE-ALPES-COTE D AZUR	93	EN10Consommation de gaz naturel et de réseaux dans le RT	ktep	683.0	800.0	797.0	822.0	858.0	994.0	1290.0	1305.0	1082.0	1145.0	1068.0	419.0
PROVENCE-ALPES-COTE D AZUR	93	EN10Consommation de gaz naturel et de réseaux dans le RT	GWh	8873.0	10386.0	10357.0	10681.0	11148.0	12907.0	16754.0	16943.0	14048.0	14869.0	13873.0	5443.0
PROVENCE-ALPES-COTE D AZUR	93	EN10dont gaz naturel et de réseaux dans le résidentiel	GWh	ND	ND	ND	ND	ND	8875.0	10665.0	10715.0	9446.0	8795.0	10082.0	3678.0
PROVENCE-ALPES-COTE D AZUR	93	EN10dont gaz naturel et de réseaux dans le tertiaire	GWh	ND	ND	ND	ND	ND	4033.0	6088.0	6228.0	4602.0	6075.0	3791.0	1765.0
PROVENCE-ALPES-COTE D AZUR	93	EN10Consommation d'électricité dans le RT	ktep	1280.0	1447.0	1492.0	1558.0	1711.0	1497.0	2009.0	2061.0	2078.0	2039.0	2138.0	2133.0
PROVENCE-ALPES-COTE D AZUR	93	EN10Consommation d'électricité dans le RT	GWh	14885.0	16825.0	17352.0	18113.0	19891.0	17409.0	23363.0	23965.0	24157.0	23704.0	24863.0	24803.0
PROVENCE-ALPES-COTE D AZUR	93	EN10dont électricité basse tension dans le résidentiel (domestique et agricole)	GWh	8177.0	9412.0	9453.0	10220.0	11329.0	12654.0	13537.0	13765.0	13344.0	12866.0	13876.0	14375.0
PROVENCE-ALPES-COTE D AZUR	93	EN10dont électricité haute et basse tension dans le tertiaire	GWh	6708.0	7413.0	7899.0	7893.0	8562.0	9321.0	9826.0	10200.0	10813.0	10838.0	10988.0	10427.0
PROVENCE-ALPES-COTE D AZUR	93	EN10dont électricité basse tension usages professionnels et divers	GWh	2943.0	3047.0	2978.0	2601.0	2811.0	2835.0	2852.0	2949.0	3485.0	3465.0	3363.0	3714.0
PROVENCE-ALPES-COTE D AZUR	93	EN10dont électricité basse tension services publics et éclairages publics	GWh	ND	ND	ND	622.0	672.0	554.0	476.0	502.0	474.0	473.0	491.0	437.0
PROVENCE-ALPES-COTE D AZUR	93	EN10dont électricité haute tension dans le tertiaire	GWh	3765.0	4367.0	4921.0	5292.0	5752.0	6199.0	6498.0	6749.0	6855.0	6900.0	7133.0	6277.0
PROVENCE-ALPES-COTE D AZUR	93	EN10Consommation de bois-énergie des ménages	ktep	320.0	368.0	312.0	297.0	413.0	283.0	305.0	303.0	293.0	279.0	298.0	309.0
PROVENCE-ALPES-COTE D AZUR	93	EN10Consommation de chauffage urbain	ktep	ND	ND	ND	ND	47.0	54.0	35.0	25.0	29.0	33.0	34.0	34.0
RHONE-ALPES	82	EN10Consommation totale d'énergie par le résidentiel tertiaire (RT)	ktep	5308.0	6132.0	5764.0	6025.0	6717.0	6149.0	6847.0	7498.0	6833.0	6458.0	7115.0	7104.0
RHONE-ALPES	82	EN10dont consommation totale dans le résidentiel	ktep	3577.0	4146.0	3807.0	4020.0	4310.0	4209.0	4467.0	4869.0	4418.0	4062.0	4652.0	4554.0
RHONE-ALPES	82	EN10dont consommation totale dans le tertiaire	ktep	1731.0	1986.0	1956.0	2005.0	2407.0	1940.0	2379.0	2630.0	2415.0	2396.0	2463.0	2550.0
RHONE-ALPES	82	EN10dont consommation totale hors chauffage urbain	ktep	5308.0	6132.0	5764.0	6025.0	6405.0	5953.0	6668.0	7324.0	6664.0	6294.0	6930.0	6923.0
RHONE-ALPES	82	EN10Consommation de charbon dans le RT	ktep	ND	ND	ND	ND	74.0	7.0	ND	ND	ND	ND	ND	ND
RHONE-ALPES	82	EN10Consommation de produits pétroliers dans le RT	ktep	2052.0	2370.0	2022.0	2179.0	2102.0	1972.0	1890.0	2373.0	1906.0	1611.0	1884.0	1799.0
RHONE-ALPES	82	EN10Consommation de gaz naturel et de réseaux dans le RT	ktep	1055.0	1262.0	1295.0	1374.0	1527.0	1700.0	1944.0	2077.0	1827.0	1780.0	1928.0	1915.0
RHONE-ALPES	82	EN10Consommation de gaz naturel et de réseaux dans le RT	GWh	13700.0	16388.0	16822.0	17842.0	19834.0	22076.0	25244.0	26969.0	23724.0	23117.0	25038.0	24876.0
RHONE-ALPES	82	EN10dont gaz naturel et de réseaux dans le résidentiel	GWh	ND	ND	ND	ND	ND	14262.0	16721.0	17264.0	16314.0	15017.0	17389.0	17075.0
RHONE-ALPES	82	EN10dont gaz naturel et de réseaux dans le tertiaire	GWh	ND	ND	ND	ND	ND	7813.0	8523.0	9705.0	7411.0	8101.0	7649.0	7800.0
RHONE-ALPES	82	EN10Consommation d'électricité dans le RT	ktep	1576.0	1779.0	1835.0	1891.0	2108.0	1842.0	2309.0	2336.0	2407.0	2399.0	2561.0	2607.0
RHONE-ALPES	82	EN10Consommation d'électricité dans le RT	GWh	18328.0	20690.0	21343.0	21991.0	24508.0	21420.0	26854.0	27167.0	27984.0	27901.0	29780.0	30311.0
RHONE-ALPES	82	EN10dont électricité basse tension dans le résidentiel (domestique et agricole)	GWh	9451.0	10750.0	10667.0	11602.0	12540.0	13626.0	14350.0	14566.0	14204.0	13931.0	15789.0	15251.0
RHONE-ALPES	82	EN10dont électricité haute et basse tension dans le tertiaire	GWh	8877.0	9940.0	10676.0	10389.0	11967.0	12289.0	12504.0	12601.0	13780.0	13969.0	13991.0	15060.0
RHONE-ALPES	82	EN10dont électricité basse tension usages professionnels et divers	GWh	3390.0	3655.0	3621.0	3224.0	3505.0	3473.0	3452.0	3667.0	4276.0	4270.0	3781.0	4627.0
RHONE-ALPES	82	EN10dont électricité basse tension services publics et éclairages publics	GWh	ND	ND	ND	895.0	948.0	770.0	651.0	667.0	646.0	676.0	678.0	629.0
RHONE-ALPES	82	EN10dont électricité haute tension dans le tertiaire	GWh	5487.0	6286.0	7055.0	7165.0	8462.0	8426.0	8401.0	8267.0	8857.0	9023.0	9532.0	9804.0
RHONE-ALPES	82	EN10Consommation de bois-énergie des ménages	ktep	625.0	721.0	611.0	581.0	742.0	446.0	524.0	539.0	525.0	503.0	557.0	602.0
RHONE-ALPES	82	EN10Consommation de chauffage urbain	ktep	ND	ND	ND	ND	238.0	189.0	179.0	174.0	169.0	164.0	185.0	181.0
Producteurs : MEEM (CGDD/SOeS), DREAL (Direction régionale de l'environnement, de l'aménagement et du logement).
Source .
