Lieu	N° région, département	Série	Unité	1990	1992	1995	1997	1999	2002	2004	2005	2006	2007	2008	2009
CHAMPAGNE-ARDENNE	21	EN10dont électricité haute tension dans le tertiaire	GWh	820.0	954.0	1155.0	1176.0	1311.0	1451.0	1545.0	1543.0	1604.0	1600.0	1575.0	1575.0
CHAMPAGNE-ARDENNE	21	EN10Consommation de bois-énergie des ménages	ktep	360.0	415.0	352.0	335.0	291.0	260.0	281.0	278.0	269.0	257.0	274.0	284.0
CHAMPAGNE-ARDENNE	21	EN10Consommation de chauffage urbain	ktep	ND	ND	ND	ND	46.0	38.0	34.0	32.0	36.0	40.0	47.0	43.0
CORSE	94	EN10Consommation totale d'énergie par le résidentiel tertiaire (RT)	ktep	194.0	215.0	215.0	210.0	258.0	292.0	370.0	418.0	386.0	368.0	394.0	425.0
CORSE	94	EN10dont consommation totale dans le résidentiel	ktep	139.0	156.0	151.0	148.0	187.0	227.0	280.0	318.0	292.0	276.0	302.0	331.0
CORSE	94	EN10dont consommation totale dans le tertiaire	ktep	55.0	60.0	64.0	62.0	70.0	65.0	90.0	101.0	94.0	92.0	93.0	95.0
CORSE	94	EN10dont consommation totale hors chauffage urbain	ktep	194.0	215.0	215.0	210.0	255.0	292.0	370.0	418.0	386.0	368.0	394.0	425.0
CORSE	94	EN10Consommation de charbon dans le RT	ktep	ND	ND	ND	ND	2.0	0.0	ND	ND	ND	ND	ND	ND
CORSE	94	EN10Consommation de produits pétroliers dans le RT	ktep	60.0	66.0	67.0	62.0	73.0	101.0	122.0	153.0	122.0	109.0	97.0	103.0
CORSE	94	EN10Consommation de gaz naturel et de réseaux dans le RT	ktep	21.0	22.0	20.0	19.0	19.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0
CORSE	94	EN10Consommation de gaz naturel et de réseaux dans le RT	GWh	268.0	283.0	264.0	248.0	245.0	274.0	0.0	0.0	0.0	0.0	0.0	0.0
CORSE	94	EN10dont gaz naturel et de réseaux dans le résidentiel	GWh	ND	ND	ND	ND	ND	222.0	0.0	0.0	0.0	0.0	0.0	0.0
CORSE	94	EN10dont gaz naturel et de réseaux dans le tertiaire	GWh	ND	ND	ND	ND	ND	52.0	0.0	0.0	0.0	0.0	0.0	0.0
CORSE	94	EN10Consommation d'électricité dans le RT	ktep	67.0	75.0	82.0	86.0	98.0	97.0	126.0	130.0	132.0	132.0	146.0	146.0
CORSE	94	EN10Consommation d'électricité dans le RT	GWh	784.0	872.0	959.0	994.0	1134.0	1127.0	1460.0	1516.0	1534.0	1539.0	1703.0	1703.0
CORSE	94	EN10dont électricité basse tension dans le résidentiel (domestique et agricole)	GWh	431.0	491.0	528.0	569.0	652.0	768.0	845.0	878.0	866.0	854.0	967.0	967.0
CORSE	94	EN10dont électricité haute et basse tension dans le tertiaire	GWh	353.0	391.0	431.0	425.0	482.0	562.0	616.0	637.0	668.0	685.0	735.0	735.0
CORSE	94	EN10dont électricité basse tension usages professionnels et divers	GWh	200.0	209.0	209.0	218.0	243.0	260.0	272.0	277.0	297.0	303.0	307.0	307.0
CORSE	94	EN10dont électricité basse tension services publics et éclairages publics	GWh	ND	ND	ND	58.0	59.0	43.0	33.0	33.0	33.0	37.0	36.0	36.0
CORSE	94	EN10dont électricité haute tension dans le tertiaire	GWh	153.0	172.0	215.0	207.0	239.0	282.0	311.0	328.0	338.0	346.0	393.0	393.0
CORSE	94	EN10Consommation de bois-énergie des ménages	ktep	46.0	53.0	45.0	43.0	67.0	73.0	122.0	135.0	133.0	127.0	151.0	176.0
CORSE	94	EN10Consommation de chauffage urbain	ktep	ND	ND	ND	ND	1.0	0.0	0.0	0.0	ND	ND	ND	ND
FRANCHE COMTE	43	EN10Consommation totale d'énergie par le résidentiel tertiaire (RT)	ktep	1080.0	1219.0	1209.0	1251.0	1398.0	1184.0	1426.0	1406.0	1412.0	1359.0	1379.0	1386.0
FRANCHE COMTE	43	EN10dont consommation totale dans le résidentiel	ktep	829.0	937.0	910.0	937.0	1012.0	898.0	1002.0	994.0	1007.0	935.0	982.0	977.0
FRANCHE COMTE	43	EN10dont consommation totale dans le tertiaire	ktep	251.0	282.0	299.0	315.0	387.0	285.0	424.0	412.0	405.0	423.0	397.0	409.0
FRANCHE COMTE	43	EN10dont consommation totale hors chauffage urbain	ktep	1080.0	1219.0	1209.0	1251.0	1344.0	1161.0	1402.0	1381.0	1389.0	1337.0	1355.0	1366.0
FRANCHE COMTE	43	EN10Consommation de charbon dans le RT	ktep	ND	ND	ND	ND	16.0	1.0	ND	ND	ND	ND	ND	ND
FRANCHE COMTE	43	EN10Consommation de produits pétroliers dans le RT	ktep	285.0	310.0	350.0	368.0	383.0	347.0	352.0	332.0	364.0	325.0	357.0	354.0
FRANCHE COMTE	43	EN10Consommation de gaz naturel et de réseaux dans le RT	ktep	203.0	244.0	247.0	272.0	309.0	247.0	393.0	389.0	369.0	367.0	319.0	317.0
FRANCHE COMTE	43	EN10Consommation de gaz naturel et de réseaux dans le RT	GWh	2632.0	3170.0	3211.0	3529.0	4009.0	3210.0	5110.0	5058.0	4793.0	4771.0	4139.0	4115.0
FRANCHE COMTE	43	EN10dont gaz naturel et de réseaux dans le résidentiel	GWh	ND	ND	ND	ND	ND	2091.0	3119.0	3214.0	3269.0	2900.0	2811.0	2761.0
FRANCHE COMTE	43	EN10dont gaz naturel et de réseaux dans le tertiaire	GWh	ND	ND	ND	ND	ND	1119.0	1991.0	1844.0	1524.0	1871.0	1328.0	1354.0
FRANCHE COMTE	43	EN10Consommation d'électricité dans le RT	ktep	256.0	278.0	284.0	300.0	328.0	294.0	366.0	372.0	376.0	377.0	396.0	405.0
FRANCHE COMTE	43	EN10Consommation d'électricité dans le RT	GWh	2977.0	3235.0	3300.0	3483.0	3815.0	3416.0	4253.0	4321.0	4378.0	4383.0	4609.0	4707.0
FRANCHE COMTE	43	EN10dont électricité basse tension dans le résidentiel (domestique et agricole)	GWh	1839.0	1984.0	2002.0	2161.0	2294.0	2417.0	2498.0	2538.0	2512.0	2488.0	2669.0	2647.0
FRANCHE COMTE	43	EN10dont électricité haute et basse tension dans le tertiaire	GWh	1138.0	1251.0	1298.0	1322.0	1521.0	1661.0	1754.0	1783.0	1866.0	1895.0	1940.0	2061.0
FRANCHE COMTE	43	EN10dont électricité basse tension usages professionnels et divers	GWh	557.0	587.0	587.0	560.0	596.0	563.0	541.0	567.0	640.0	656.0	707.0	739.0
FRANCHE COMTE	43	EN10dont électricité basse tension services publics et éclairages publics	GWh	ND	ND	ND	197.0	209.0	164.0	134.0	143.0	134.0	142.0	142.0	138.0
FRANCHE COMTE	43	EN10dont électricité haute tension dans le tertiaire	GWh	581.0	665.0	710.0	762.0	925.0	1017.0	1079.0	1073.0	1091.0	1096.0	1092.0	1184.0
FRANCHE COMTE	43	EN10Consommation de bois-énergie des ménages	ktep	336.0	387.0	328.0	312.0	340.0	274.0	290.0	288.0	279.0	268.0	283.0	290.0
FRANCHE COMTE	43	EN10Consommation de chauffage urbain	ktep	ND	ND	ND	ND	38.0	22.0	24.0	25.0	23.0	21.0	24.0	20.0
HAUTE NORMANDIE	23	EN10Consommation totale d'énergie par le résidentiel tertiaire (RT)	ktep	1619.0	1796.0	1786.0	1813.0	1975.0	1790.0	1761.0	1733.0	1837.0	1797.0	1817.0	1795.0
HAUTE NORMANDIE	23	EN10dont consommation totale dans le résidentiel	ktep	1145.0	1276.0	1246.0	1268.0	1332.0	1220.0	1245.0	1200.0	1292.0	1247.0	1229.0	1213.0
HAUTE NORMANDIE	23	EN10dont consommation totale dans le tertiaire	ktep	474.0	521.0	541.0	546.0	642.0	571.0	516.0	533.0	546.0	550.0	588.0	583.0
HAUTE NORMANDIE	23	EN10dont consommation totale hors chauffage urbain	ktep	1619.0	1796.0	1786.0	1813.0	1903.0	1741.0	1714.0	1685.0	1788.0	1747.0	1767.0	1748.0
HAUTE NORMANDIE	23	EN10Consommation de charbon dans le RT	ktep	ND	ND	ND	ND	24.0	6.0	ND	ND	ND	ND	ND	ND
HAUTE NORMANDIE	23	EN10Consommation de produits pétroliers dans le RT	ktep	539.0	545.0	601.0	538.0	555.0	453.0	281.0	279.0	362.0	368.0	299.0	272.0
HAUTE NORMANDIE	23	EN10Consommation de gaz naturel et de réseaux dans le RT	ktep	425.0	510.0	475.0	538.0	598.0	598.0	608.0	574.0	577.0	542.0	579.0	576.0
HAUTE NORMANDIE	23	EN10Consommation de gaz naturel et de réseaux dans le RT	GWh	5516.0	6629.0	6171.0	6990.0	7764.0	7771.0	7890.0	7451.0	7493.0	7042.0	7521.0	7475.0
HAUTE NORMANDIE	23	EN10dont gaz naturel et de réseaux dans le résidentiel	GWh	ND	ND	ND	ND	ND	4490.0	5912.0	5368.0	5810.0	5353.0	5168.0	5075.0
HAUTE NORMANDIE	23	EN10dont gaz naturel et de réseaux dans le tertiaire	GWh	ND	ND	ND	ND	ND	3282.0	1978.0	2083.0	1683.0	1689.0	2353.0	2400.0
HAUTE NORMANDIE	23	EN10Consommation d'électricité dans le RT	ktep	423.0	473.0	483.0	521.0	544.0	510.0	626.0	634.0	657.0	655.0	694.0	699.0
HAUTE NORMANDIE	23	EN10Consommation d'électricité dans le RT	GWh	4923.0	5500.0	5616.0	6060.0	6320.0	5931.0	7276.0	7369.0	7643.0	7619.0	8068.0	8130.0
HAUTE NORMANDIE	23	EN10dont électricité basse tension dans le résidentiel (domestique et agricole)	GWh	2940.0	3326.0	3267.0	3676.0	3662.0	4013.0	4248.0	4233.0	4300.0	4250.0	4613.0	4684.0
HAUTE NORMANDIE	23	EN10dont électricité haute et basse tension dans le tertiaire	GWh	1983.0	2174.0	2349.0	2384.0	2658.0	2880.0	3028.0	3136.0	3343.0	3369.0	3455.0	3446.0
HAUTE NORMANDIE	23	EN10dont électricité basse tension usages professionnels et divers	GWh	833.0	905.0	869.0	835.0	844.0	815.0	796.0	809.0	945.0	964.0	943.0	1054.0
HAUTE NORMANDIE	23	EN10dont électricité basse tension services publics et éclairages publics	GWh	ND	ND	ND	246.0	247.0	202.0	172.0	189.0	173.0	178.0	187.0	174.0
HAUTE NORMANDIE	23	EN10dont électricité haute tension dans le tertiaire	GWh	1150.0	1269.0	1480.0	1549.0	1814.0	1962.0	2061.0	2138.0	2225.0	2227.0	2324.0	2218.0
HAUTE NORMANDIE	23	EN10Consommation de bois-énergie des ménages	ktep	232.0	268.0	227.0	216.0	230.0	186.0	200.0	198.0	191.0	182.0	194.0	202.0
HAUTE NORMANDIE	23	EN10Consommation de chauffage urbain	ktep	ND	ND	ND	ND	48.0	43.0	47.0	48.0	49.0	50.0	50.0	47.0
ILE DE FRANCE	11	EN10Consommation totale d'énergie par le résidentiel tertiaire (RT)	ktep	9968.0	10718.0	10187.0	10736.0	12122.0	11647.0	12458.0	12318.0	11936.0	11638.0	12365.0	12157.0
ILE DE FRANCE	11	EN10dont consommation totale dans le résidentiel	ktep	6143.0	6575.0	6122.0	6592.0	6717.0	7182.0	7854.0	7683.0	7469.0	6844.0	7666.0	7456.0
ILE DE FRANCE	11	EN10dont consommation totale dans le tertiaire	ktep	3825.0	4143.0	4065.0	4144.0	5405.0	4465.0	4603.0	4634.0	4467.0	4794.0	4698.0	4701.0
ILE DE FRANCE	11	EN10dont consommation totale hors chauffage urbain	ktep	9968.0	10718.0	10187.0	10736.0	10938.0	10806.0	11535.0	11352.0	10975.0	10681.0	11280.0	11120.0
ILE DE FRANCE	11	EN10Consommation de charbon dans le RT	ktep	ND	ND	ND	ND	121.0	5.0	ND	ND	ND	ND	ND	ND
ILE DE FRANCE	11	EN10Consommation de produits pétroliers dans le RT	ktep	2626.0	2535.0	2140.0	2077.0	1917.0	1696.0	1808.0	1682.0	1457.0	1150.0	1177.0	969.0
ILE DE FRANCE	11	EN10Consommation de gaz naturel et de réseaux dans le RT	ktep	3904.0	4328.0	4146.0	4581.0	4907.0	5223.0	5004.0	4878.0	4649.0	4684.0	5016.0	4970.0
ILE DE FRANCE	11	EN10Consommation de gaz naturel et de réseaux dans le RT	GWh	50696.0	56214.0	53848.0	59495.0	63721.0	67827.0	64993.0	63355.0	60378.0	60838.0	65146.0	64547.0
ILE DE FRANCE	11	EN10dont gaz naturel et de réseaux dans le résidentiel	GWh	ND	ND	ND	ND	ND	43059.0	48212.0	46736.0	47288.0	42826.0	49976.0	49077.0
ILE DE FRANCE	11	EN10dont gaz naturel et de réseaux dans le tertiaire	GWh	ND	ND	ND	ND	ND	24768.0	16781.0	16619.0	13090.0	18011.0	15170.0	15470.0
ILE DE FRANCE	11	EN10Consommation d'électricité dans le RT	ktep	3110.0	3475.0	3579.0	3772.0	3939.0	3658.0	4434.0	4494.0	4580.0	4570.0	4778.0	4845.0
ILE DE FRANCE	11	EN10Consommation d'électricité dans le RT	GWh	36159.0	40411.0	41618.0	43863.0	45802.0	42531.0	51554.0	52259.0	53251.0	53138.0	55554.0	56332.0
ILE DE FRANCE	11	EN10dont électricité basse tension dans le résidentiel (domestique et agricole)	GWh	15976.0	17860.0	17882.0	20672.0	21016.0	22599.0	23654.0	23613.0	22588.0	21994.0	23681.0	23749.0
ILE DE FRANCE	11	EN10dont électricité haute et basse tension dans le tertiaire	GWh	20182.0	22551.0	23737.0	23191.0	24785.0	26654.0	27899.0	28645.0	30663.0	31144.0	31873.0	32583.0
ILE DE FRANCE	11	EN10dont électricité basse tension usages professionnels et divers	GWh	7079.0	7332.0	6847.0	5463.0	5538.0	5494.0	5464.0	5528.0	7162.0	7177.0	6776.0	7206.0
ILE DE FRANCE	11	EN10dont électricité basse tension services publics et éclairages publics	GWh	ND	ND	ND	938.0	942.0	698.0	536.0	666.0	611.0	641.0	712.0	572.0
ILE DE FRANCE	11	EN10dont électricité haute tension dans le tertiaire	GWh	13104.0	15219.0	16890.0	17728.0	19247.0	20838.0	21899.0	22451.0	22890.0	23326.0	24385.0	24805.0
ILE DE FRANCE	11	EN10Consommation de bois-énergie des ménages	ktep	329.0	379.0	322.0	306.0	296.0	234.0	289.0	298.0	289.0	276.0	309.0	336.0
ILE DE FRANCE	11	EN10Consommation de chauffage urbain	ktep	ND	ND	ND	ND	1063.0	836.0	923.0	966.0	961.0	957.0	1085.0	1037.0
LANGUEDOC-ROUSSILLON	91	EN10Consommation totale d'énergie par le résidentiel tertiaire (RT)	ktep	1608.0	1836.0	1742.0	1785.0	2049.0	1856.0	2282.0	2276.0	2200.0	2101.0	2307.0	2321.0
LANGUEDOC-ROUSSILLON	91	EN10dont consommation totale dans le résidentiel	ktep	1139.0	1308.0	1210.0	1241.0	1425.0	1406.0	1579.0	1548.0	1499.0	1413.0	1597.0	1623.0
LANGUEDOC-ROUSSILLON	91	EN10dont consommation totale dans le tertiaire	ktep	469.0	528.0	532.0	543.0	624.0	451.0	703.0	728.0	701.0	689.0	709.0	699.0
LANGUEDOC-ROUSSILLON	91	EN10dont consommation totale hors chauffage urbain	ktep	1608.0	1836.0	1742.0	1785.0	2007.0	1845.0	2271.0	2262.0	2184.0	2084.0	2288.0	2303.0
LANGUEDOC-ROUSSILLON	91	EN10Consommation de charbon dans le RT	ktep	ND	ND	ND	ND	28.0	5.0	ND	ND	ND	ND	ND	ND
LANGUEDOC-ROUSSILLON	91	EN10Consommation de produits pétroliers dans le RT	ktep	509.0	531.0	501.0	491.0	568.0	507.0	545.0	500.0	469.0	439.0	473.0	475.0
LANGUEDOC-ROUSSILLON	91	EN10Consommation de gaz naturel et de réseaux dans le RT	ktep	284.0	357.0	330.0	351.0	376.0	430.0	551.0	563.0	501.0	451.0	552.0	547.0
LANGUEDOC-ROUSSILLON	91	EN10Consommation de gaz naturel et de réseaux dans le RT	GWh	3683.0	4631.0	4281.0	4556.0	4880.0	5579.0	7153.0	7316.0	6507.0	5864.0	7174.0	7108.0
LANGUEDOC-ROUSSILLON	91	EN10dont gaz naturel et de réseaux dans le résidentiel	GWh	ND	ND	ND	ND	ND	4062.0	5113.0	4946.0	4686.0	4161.0	5496.0	5397.0
LANGUEDOC-ROUSSILLON	91	EN10dont gaz naturel et de réseaux dans le tertiaire	GWh	ND	ND	ND	ND	ND	1517.0	2040.0	2370.0	1821.0	1703.0	1677.0	1710.0
LANGUEDOC-ROUSSILLON	91	EN10Consommation d'électricité dans le RT	ktep	564.0	659.0	666.0	709.0	792.0	733.0	983.0	1008.0	1031.0	1018.0	1074.0	1085.0
LANGUEDOC-ROUSSILLON	91	EN10Consommation d'électricité dans le RT	GWh	6553.0	7666.0	7744.0	8245.0	9213.0	8529.0	11427.0	11722.0	11986.0	11835.0	12492.0	12612.0
LANGUEDOC-ROUSSILLON	91	EN10dont électricité basse tension dans le résidentiel (domestique et agricole)	GWh	3976.0	4755.0	4583.0	4999.0	5555.0	6441.0	7032.0	7193.0	7184.0	6980.0	7521.0	7824.0
LANGUEDOC-ROUSSILLON	91	EN10dont électricité haute et basse tension dans le tertiaire	GWh	2578.0	2911.0	3162.0	3246.0	3658.0	4101.0	4395.0	4529.0	4802.0	4855.0	4971.0	4788.0
LANGUEDOC-ROUSSILLON	91	EN10dont électricité basse tension usages professionnels et divers	GWh	1282.0	1404.0	1360.0	1304.0	1426.0	1412.0	1402.0	1434.0	1615.0	1611.0	1541.0	1796.0
LANGUEDOC-ROUSSILLON	91	EN10dont électricité basse tension services publics et éclairages publics	GWh	ND	ND	ND	434.0	465.0	392.0	343.0	363.0	348.0	366.0	367.0	361.0
LANGUEDOC-ROUSSILLON	91	EN10dont électricité haute tension dans le tertiaire	GWh	1296.0	1508.0	1802.0	1942.0	2233.0	2483.0	2650.0	2732.0	2838.0	2878.0	3063.0	2631.0
LANGUEDOC-ROUSSILLON	91	EN10Consommation de bois-énergie des ménages	ktep	251.0	290.0	246.0	234.0	299.0	181.0	193.0	190.0	184.0	176.0	188.0	196.0
LANGUEDOC-ROUSSILLON	91	EN10Consommation de chauffage urbain	ktep	ND	ND	ND	ND	14.0	6.0	11.0	14.0	16.0	17.0	18.0	18.0
LIMOUSIN	74	EN10Consommation totale d'énergie par le résidentiel tertiaire (RT)	ktep	754.0	835.0	764.0	773.0	819.0	775.0	806.0	788.0	802.0	772.0	800.0	794.0
LIMOUSIN	74	EN10dont consommation totale dans le résidentiel	ktep	584.0	653.0	586.0	589.0	607.0	587.0	595.0	581.0	594.0	554.0	574.0	559.0
LIMOUSIN	74	EN10dont consommation totale dans le tertiaire	ktep	170.0	182.0	179.0	184.0	213.0	187.0	211.0	207.0	208.0	218.0	226.0	235.0
LIMOUSIN	74	EN10dont consommation totale hors chauffage urbain	ktep	754.0	835.0	764.0	773.0	801.0	762.0	794.0	776.0	792.0	764.0	789.0	786.0
LIMOUSIN	74	EN10Consommation de charbon dans le RT	ktep	ND	ND	ND	ND	5.0	1.0	ND	ND	ND	ND	ND	ND
LIMOUSIN	74	EN10Consommation de produits pétroliers dans le RT	ktep	198.0	194.0	167.0	172.0	187.0	158.0	144.0	138.0	165.0	139.0	136.0	134.0
LIMOUSIN	74	EN10Consommation de gaz naturel et de réseaux dans le RT	ktep	133.0	158.0	156.0	163.0	179.0	181.0	192.0	184.0	174.0	180.0	185.0	184.0
LIMOUSIN	74	EN10Consommation de gaz naturel et de réseaux dans le RT	GWh	1721.0	2049.0	2023.0	2122.0	2326.0	2349.0	2491.0	2385.0	2255.0	2333.0	2405.0	2391.0
LIMOUSIN	74	EN10dont gaz naturel et de réseaux dans le résidentiel	GWh	ND	ND	ND	ND	ND	1638.0	1768.0	1724.0	1762.0	1638.0	1623.0	1593.0
LIMOUSIN	74	EN10dont gaz naturel et de réseaux dans le tertiaire	GWh	ND	ND	ND	ND	ND	711.0	723.0	660.0	492.0	695.0	782.0	798.0
LIMOUSIN	74	EN10Consommation d'électricité dans le RT	ktep	171.0	191.0	194.0	203.0	218.0	223.0	254.0	257.0	263.0	262.0	280.0	280.0
LIMOUSIN	74	EN10Consommation d'électricité dans le RT	GWh	1989.0	2220.0	2257.0	2356.0	2539.0	2595.0	2954.0	2994.0	3055.0	3050.0	3253.0	3253.0
LIMOUSIN	74	EN10dont électricité basse tension dans le résidentiel (domestique et agricole)	GWh	1218.0	1389.0	1368.0	1453.0	1561.0	1707.0	1805.0	1810.0	1809.0	1781.0	1978.0	1868.0
LIMOUSIN	74	EN10dont électricité haute et basse tension dans le tertiaire	GWh	770.0	831.0	889.0	903.0	978.0	1081.0	1149.0	1184.0	1245.0	1269.0	1275.0	1385.0
LIMOUSIN	74	EN10dont électricité basse tension usages professionnels et divers	GWh	345.0	345.0	348.0	330.0	362.0	355.0	351.0	363.0	409.0	410.0	379.0	477.0
LIMOUSIN	74	EN10dont électricité basse tension services publics et éclairages publics	GWh	ND	ND	ND	119.0	125.0	100.0	83.0	88.0	86.0	86.0	87.0	82.0
LIMOUSIN	74	EN10dont électricité haute tension dans le tertiaire	GWh	426.0	485.0	540.0	574.0	616.0	675.0	715.0	733.0	750.0	774.0	809.0	826.0
LIMOUSIN	74	EN10Consommation de bois-énergie des ménages	ktep	253.0	292.0	247.0	235.0	222.0	201.0	204.0	197.0	191.0	183.0	189.0	188.0
LIMOUSIN	74	EN10Consommation de chauffage urbain	ktep	ND	ND	ND	ND	13.0	12.0	12.0	12.0	10.0	8.0	11.0	9.0
LORRAINE	41	EN10Consommation totale d'énergie par le résidentiel tertiaire (RT)	ktep	2244.0	2588.0	2607.0	2776.0	2850.0	2665.0	3341.0	3195.0	3069.0	2908.0	2944.0	2886.0
LORRAINE	41	EN10dont consommation totale dans le résidentiel	ktep	1634.0	1887.0	1876.0	1988.0	1980.0	1944.0	2295.0	2246.0	2212.0	2017.0	2018.0	1970.0
LORRAINE	41	EN10dont consommation totale dans le tertiaire	ktep	610.0	701.0	731.0	788.0	870.0	721.0	1047.0	949.0	857.0	891.0	925.0	916.0
LORRAINE	41	EN10dont consommation totale hors chauffage urbain	ktep	2244.0	2588.0	2607.0	2776.0	2679.0	2550.0	3264.0	3123.0	2994.0	2830.0	2864.0	2804.0
LORRAINE	41	EN10Consommation de charbon dans le RT	ktep	ND	ND	ND	ND	105.0	28.0	ND	ND	ND	ND	ND	ND
LORRAINE	41	EN10Consommation de produits pétroliers dans le RT	ktep	549.0	675.0	762.0	810.0	742.0	729.0	1097.0	1010.0	921.0	793.0	943.0	870.0
LORRAINE	41	EN10Consommation de gaz naturel et de réseaux dans le RT	ktep	690.0	791.0	788.0	904.0	958.0	991.0	1141.0	1075.0	1044.0	1014.0	849.0	844.0
LORRAINE	41	EN10Consommation de gaz naturel et de réseaux dans le RT	GWh	8963.0	10270.0	10232.0	11735.0	12445.0	12876.0	14824.0	13967.0	13558.0	13164.0	11030.0	10958.0
LORRAINE	41	EN10dont gaz naturel et de réseaux dans le résidentiel	GWh	ND	ND	ND	ND	ND	9139.0	10086.0	10115.0	10498.0	9639.0	7691.0	7552.0
LORRAINE	41	EN10dont gaz naturel et de réseaux dans le tertiaire	GWh	ND	ND	ND	ND	ND	3736.0	4738.0	3852.0	3060.0	3525.0	3339.0	3405.0
LORRAINE	41	EN10Consommation d'électricité dans le RT	ktep	530.0	574.0	592.0	620.0	655.0	593.0	749.0	765.0	766.0	772.0	805.0	813.0
LORRAINE	41	EN10Consommation d'électricité dans le RT	GWh	6165.0	6678.0	6881.0	7208.0	7620.0	6901.0	8705.0	8890.0	8909.0	8974.0	9365.0	9452.0
LORRAINE	41	EN10dont électricité basse tension dans le résidentiel (domestique et agricole)	GWh	3665.0	3950.0	4099.0	4371.0	4574.0	4817.0	4979.0	5187.0	5275.0	4939.0	5321.0	5400.0
LORRAINE	41	EN10dont électricité haute et basse tension dans le tertiaire	GWh	2500.0	2728.0	2783.0	2837.0	3046.0	3454.0	3725.0	3703.0	3633.0	4034.0	4044.0	4052.0
LORRAINE	41	EN10dont électricité basse tension usages professionnels et divers	GWh	1069.0	1125.0	1114.0	1068.0	1116.0	1166.0	1200.0	1071.0	1054.0	1384.0	1440.0	1540.0
LORRAINE	41	EN10dont électricité basse tension services publics et éclairages publics	GWh	ND	ND	ND	362.0	381.0	300.0	247.0	261.0	238.0	256.0	273.0	254.0
LORRAINE	41	EN10dont électricité haute tension dans le tertiaire	GWh	1430.0	1603.0	1668.0	1769.0	1930.0	2139.0	2279.0	2371.0	2342.0	2394.0	2331.0	2258.0
LORRAINE	41	EN10Consommation de bois-énergie des ménages	ktep	475.0	548.0	465.0	442.0	428.0	265.0	277.0	272.0	263.0	252.0	267.0	278.0
LORRAINE	41	EN10Consommation de chauffage urbain	ktep	ND	ND	ND	ND	66.0	86.0	77.0	73.0	75.0	78.0	79.0	82.0
MIDI-PYRENEES	73	EN10Consommation totale d'énergie par le résidentiel tertiaire (RT)	ktep	1995.0	2372.0	2200.0	2239.0	2537.0	2424.0	2579.0	2590.0	2658.0	2553.0	2560.0	2528.0
MIDI-PYRENEES	73	EN10dont consommation totale dans le résidentiel	ktep	1472.0	1750.0	1585.0	1608.0	1793.0	1810.0	1820.0	1799.0	1874.0	1761.0	1769.0	1703.0
MIDI-PYRENEES	73	EN10dont consommation totale dans le tertiaire	ktep	523.0	622.0	615.0	631.0	745.0	614.0	759.0	791.0	784.0	792.0	791.0	825.0
MIDI-PYRENEES	73	EN10dont consommation totale hors chauffage urbain	ktep	1995.0	2372.0	2200.0	2239.0	2484.0	2400.0	2558.0	2569.0	2639.0	2538.0	2536.0	2503.0
MIDI-PYRENEES	73	EN10Consommation de charbon dans le RT	ktep	ND	ND	ND	ND	31.0	5.0	ND	ND	ND	ND	ND	ND
MIDI-PYRENEES	73	EN10Consommation de produits pétroliers dans le RT	ktep	428.0	491.0	468.0	479.0	549.0	523.0	395.0	371.0	527.0	405.0	356.0	307.0
MIDI-PYRENEES	73	EN10Consommation de gaz naturel et de réseaux dans le RT	ktep	474.0	610.0	538.0	555.0	604.0	669.0	743.0	749.0	678.0	689.0	684.0	680.0
MIDI-PYRENEES	73	EN10Consommation de gaz naturel et de réseaux dans le RT	GWh	6149.0	7923.0	6983.0	7204.0	7848.0	8688.0	9653.0	9729.0	8804.0	8945.0	8880.0	8826.0
MIDI-PYRENEES	73	EN10dont gaz naturel et de réseaux dans le résidentiel	GWh	ND	ND	ND	ND	ND	6031.0	6859.0	6685.0	6647.0	6404.0	6094.0	5985.0
MIDI-PYRENEES	73	EN10dont gaz naturel et de réseaux dans le tertiaire	GWh	ND	ND	ND	ND	ND	2657.0	2794.0	3044.0	2156.0	2541.0	2786.0	2841.0
MIDI-PYRENEES	73	EN10Consommation d'électricité dans le RT	ktep	611.0	718.0	722.0	755.0	871.0	815.0	1025.0	1067.0	1068.0	1095.0	1135.0	1157.0
MIDI-PYRENEES	73	EN10Consommation d'électricité dans le RT	GWh	7108.0	8353.0	8392.0	8778.0	10127.0	9480.0	11917.0	12410.0	12423.0	12733.0	13203.0	13457.0
MIDI-PYRENEES	73	EN10dont électricité basse tension dans le résidentiel (domestique et agricole)	GWh	4350.0	5199.0	4957.0	5262.0	5983.0	6634.0	7068.0	7335.0	7170.0	7291.0	7872.0	7630.0
MIDI-PYRENEES	73	EN10dont électricité haute et basse tension dans le tertiaire	GWh	2758.0	3154.0	3435.0	3516.0	4144.0	4567.0	4848.0	5074.0	5253.0	5442.0	5331.0	5827.0
MIDI-PYRENEES	73	EN10dont électricité basse tension usages professionnels et divers	GWh	1278.0	1407.0	1372.0	1336.0	1421.0	1445.0	1460.0	1545.0	1676.0	1752.0	1589.0	2044.0
MIDI-PYRENEES	73	EN10dont électricité basse tension services publics et éclairages publics	GWh	ND	ND	ND	445.0	408.0	324.0	267.0	286.0	271.0	295.0	284.0	305.0
MIDI-PYRENEES	73	EN10dont électricité haute tension dans le tertiaire	GWh	1480.0	1747.0	2063.0	2180.0	2723.0	2962.0	3121.0	3243.0	3306.0	3395.0	3458.0	3479.0
