Lieu	N° région, département	Série	Unité	1990	1992	1995	1997	1999	2002	2004	2005	2006	2007	2008	2009
ALSACE	42	EN04dont puissance installée en petite hydraulique	MW	ND	ND	ND	ND	ND	9.0	9.0	8.0	8.0	8.0	8.0	8.0
ALSACE	42	EN04Puissance installée en éolien	MW	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALSACE	42	EN04Puissance installée en solaire photovoltaïque (relié au réseau)	MW	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	1.0	2.0	16.0
ALSACE	42	EN04Puissance installée en centrales thermiques hors cogénération	MW	ND	ND	ND	ND	ND	83.0	51.0	52.0	62.0	70.0	65.0	68.0
ALSACE	42	EN04Puissance installée en centrales thermiques en cogénération	MW	ND	ND	ND	ND	ND	178.0	168.0	159.0	149.0	143.0	143.0	143.0
ALSACE	42	EN04Nombre d'installations hydrauliques	Nombre	ND	ND	ND	ND	ND	44.0	44.0	40.0	43.0	43.0	44.0	44.0
ALSACE	42	EN04dont nombre d'installations petite hydraulique	Nombre	ND	ND	ND	ND	ND	33.0	33.0	30.0	33.0	33.0	34.0	34.0
ALSACE	42	EN04Nombre d'installations éoliennes	Nombre	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALSACE	42	EN04Nombre d'installations solaires photovoltaïques (relié au réseau)	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	75.0	182.0	1011.0
ALSACE	42	EN04Nombre de centrales thermiques hors cogénération	Nombre	ND	ND	ND	ND	ND	13.0	11.0	11.0	13.0	14.0	14.0	14.0
ALSACE	42	EN04Nombre de centrales thermiques en cogénération	Nombre	ND	ND	ND	ND	ND	23.0	22.0	21.0	20.0	19.0	19.0	19.0
AQUITAINE	72	EN04Production totale d'électricité primaire	GWh	24956.0	25344.0	27921.0	29167.0	26279.0	27960.0	27010.0	26615.0	27955.0	28377.0	29452.0	22981.0
AQUITAINE	72	EN04dont production électricité nucléaire	GWh	23642.0	23522.0	26177.0	27434.0	24325.0	26177.0	25245.0	25086.0	26535.0	26960.0	27756.0	21297.0
AQUITAINE	72	EN04dont production électricité hydraulique	GWh	1315.0	1822.0	1744.0	1733.0	1954.0	1783.0	1764.0	1529.0	1420.0	1417.0	1694.0	1677.0
AQUITAINE	72	EN04dont petite hydraulique	GWh	ND	ND	ND	ND	ND	691.0	629.0	585.0	543.0	581.0	662.0	629.0
AQUITAINE	72	EN04dont production électricité éolienne	GWh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ND	ND
AQUITAINE	72	EN04dont production électricité photovoltaïque (relié au réseau)	GWh	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	1.0	7.0
AQUITAINE	72	EN04Production d'électricité thermique classique (hors nucléaire)	GWh	ND	ND	ND	ND	ND	1650.0	1776.0	1467.0	1433.0	1378.0	1356.0	1307.0
AQUITAINE	72	EN04dont centrale thermique classique hors cogénération	GWh	ND	ND	ND	ND	ND	471.0	511.0	427.0	445.0	431.0	426.0	405.0
AQUITAINE	72	EN04dont centrale thermique classique en cogénération	GWh	ND	ND	ND	ND	ND	1180.0	1265.0	1040.0	988.0	947.0	930.0	901.0
AQUITAINE	72	EN04Production d'électricité thermique renouvelable (a partir de biomasse)	GWh	ND	ND	ND	ND	ND	ND	ND	384.0	399.0	414.0	427.0	432.0
AQUITAINE	72	EN04Puissance installée totale	MW	ND	ND	ND	ND	ND	5392.0	5396.0	4628.0	4626.0	4627.0	4622.0	4635.0
AQUITAINE	72	EN04Puissance installée en nucléaire	MW	ND	ND	ND	ND	ND	3640.0	3640.0	3640.0	3640.0	3640.0	3640.0	3640.0
AQUITAINE	72	EN04Puissance installée en hydraulique	MW	ND	ND	ND	ND	ND	540.0	543.0	542.0	539.0	543.0	544.0	544.0
AQUITAINE	72	EN04dont puissance installée en petite hydraulique	MW	ND	ND	ND	ND	ND	176.0	178.0	177.0	175.0	178.0	179.0	179.0
AQUITAINE	72	EN04Puissance installée en éolien	MW	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AQUITAINE	72	EN04Puissance installée en solaire photovoltaïque (relié au réseau)	MW	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	1.0	2.0	14.0
AQUITAINE	72	EN04Puissance installée en centrales thermiques hors cogénération	MW	ND	ND	ND	ND	ND	899.0	899.0	150.0	148.0	141.0	135.0	135.0
AQUITAINE	72	EN04Puissance installée en centrales thermiques en cogénération	MW	ND	ND	ND	ND	ND	313.0	314.0	296.0	299.0	302.0	301.0	302.0
AQUITAINE	72	EN04Nombre d'installations hydrauliques	Nombre	ND	ND	ND	ND	ND	156.0	156.0	162.0	154.0	156.0	155.0	158.0
AQUITAINE	72	EN04dont nombre d'installations petite hydraulique	Nombre	ND	ND	ND	ND	ND	144.0	144.0	150.0	142.0	144.0	143.0	146.0
AQUITAINE	72	EN04Nombre d'installations éoliennes	Nombre	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	1.0	1.0
AQUITAINE	72	EN04Nombre d'installations solaires photovoltaïques (relié au réseau)	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	170.0	506.0	3805.0
AQUITAINE	72	EN04Nombre de centrales thermiques hors cogénération	Nombre	ND	ND	ND	ND	ND	26.0	29.0	28.0	24.0	21.0	19.0	21.0
AQUITAINE	72	EN04Nombre de centrales thermiques en cogénération	Nombre	ND	ND	ND	ND	ND	43.0	45.0	48.0	49.0	48.0	46.0	46.0
AUVERGNE	83	EN04Production totale d'électricité primaire	GWh	1393.0	2039.0	1916.0	1334.0	1884.0	1352.0	1741.0	1337.0	1547.0	1786.0	2047.0	1573.0
AUVERGNE	83	EN04dont production électricité nucléaire	GWh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AUVERGNE	83	EN04dont production électricité hydraulique	GWh	1393.0	2039.0	1916.0	1334.0	1884.0	1352.0	1741.0	1337.0	1479.0	1686.0	1932.0	1361.0
AUVERGNE	83	EN04dont petite hydraulique	GWh	ND	ND	ND	ND	ND	236.0	295.0	255.0	250.0	296.0	331.0	223.0
AUVERGNE	83	EN04dont production électricité éolienne	GWh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	100.0	114.0	208.0
AUVERGNE	83	EN04dont production électricité photovoltaïque (relié au réseau)	GWh	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	1.0	4.0
AUVERGNE	83	EN04Production d'électricité thermique classique (hors nucléaire)	GWh	ND	ND	ND	ND	ND	315.0	310.0	297.0	304.0	294.0	260.0	191.0
AUVERGNE	83	EN04dont centrale thermique classique hors cogénération	GWh	ND	ND	ND	ND	ND	21.0	17.0	17.0	13.0	12.0	15.0	15.0
AUVERGNE	83	EN04dont centrale thermique classique en cogénération	GWh	ND	ND	ND	ND	ND	294.0	293.0	280.0	292.0	282.0	246.0	176.0
AUVERGNE	83	EN04Production d'électricité thermique renouvelable (a partir de biomasse)	GWh	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
AUVERGNE	83	EN04Puissance installée totale	MW	ND	ND	ND	ND	ND	1132.0	1109.0	1155.0	1151.0	1171.0	1192.0	1212.0
AUVERGNE	83	EN04Puissance installée en nucléaire	MW	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AUVERGNE	83	EN04Puissance installée en hydraulique	MW	ND	ND	ND	ND	ND	1009.0	1011.0	1012.0	1012.0	1013.0	1014.0	1016.0
AUVERGNE	83	EN04dont puissance installée en petite hydraulique	MW	ND	ND	ND	ND	ND	100.0	101.0	101.0	101.0	103.0	101.0	103.0
AUVERGNE	83	EN04Puissance installée en éolien	MW	ND	ND	ND	ND	ND	0.0	0.0	39.0	39.0	55.0	79.0	122.0
AUVERGNE	83	EN04Puissance installée en solaire photovoltaïque (relié au réseau)	MW	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	2.0	7.0
AUVERGNE	83	EN04Puissance installée en centrales thermiques hors cogénération	MW	ND	ND	ND	ND	ND	40.0	18.0	16.0	11.0	7.0	4.0	5.0
AUVERGNE	83	EN04Puissance installée en centrales thermiques en cogénération	MW	ND	ND	ND	ND	ND	83.0	80.0	88.0	89.0	95.0	93.0	63.0
AUVERGNE	83	EN04Nombre d'installations hydrauliques	Nombre	ND	ND	ND	ND	ND	121.0	121.0	122.0	121.0	122.0	122.0	122.0
AUVERGNE	83	EN04dont nombre d'installations petite hydraulique	Nombre	ND	ND	ND	ND	ND	106.0	106.0	107.0	106.0	107.0	107.0	107.0
AUVERGNE	83	EN04Nombre d'installations éoliennes	Nombre	ND	ND	ND	ND	ND	0.0	0.0	4.0	4.0	9.0	15.0	20.0
AUVERGNE	83	EN04Nombre d'installations solaires photovoltaïques (relié au réseau)	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	75.0	473.0	1558.0
AUVERGNE	83	EN04Nombre de centrales thermiques hors cogénération	Nombre	ND	ND	ND	ND	ND	8.0	8.0	7.0	4.0	5.0	3.0	4.0
AUVERGNE	83	EN04Nombre de centrales thermiques en cogénération	Nombre	ND	ND	ND	ND	ND	11.0	12.0	12.0	14.0	15.0	13.0	11.0
BASSE NORMANDIE	25	EN04Production totale d'électricité primaire	GWh	15865.0	17317.0	17509.0	16192.0	18004.0	16682.0	18144.0	18824.0	17985.0	17798.0	11209.0	16748.0
BASSE NORMANDIE	25	EN04dont production électricité nucléaire	GWh	15834.0	17279.0	17450.0	16165.0	17943.0	16631.0	18106.0	18792.0	17886.0	17631.0	11011.0	16450.0
BASSE NORMANDIE	25	EN04dont production électricité hydraulique	GWh	31.0	38.0	59.0	27.0	60.0	51.0	38.0	32.0	39.0	67.0	63.0	48.0
BASSE NORMANDIE	25	EN04dont petite hydraulique	GWh	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
BASSE NORMANDIE	25	EN04dont production électricité éolienne	GWh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	99.0	135.0	250.0
BASSE NORMANDIE	25	EN04dont production électricité photovoltaïque (relié au réseau)	GWh	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	0.0	1.0
BASSE NORMANDIE	25	EN04Production d'électricité thermique classique (hors nucléaire)	GWh	0.0	0.0	0.0	0.0	116.0	127.0	117.0	111.0	77.0	102.0	95.0	108.0
BASSE NORMANDIE	25	EN04dont centrale thermique classique hors cogénération	GWh	0.0	0.0	0.0	0.0	116.0	29.0	18.0	19.0	12.0	13.0	17.0	18.0
BASSE NORMANDIE	25	EN04dont centrale thermique classique en cogénération	GWh	ND	ND	ND	ND	ND	99.0	99.0	92.0	64.0	88.0	79.0	90.0
BASSE NORMANDIE	25	EN04Production d'électricité thermique renouvelable (a partir de biomasse)	GWh	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
BASSE NORMANDIE	25	EN04Puissance installée totale	MW	ND	ND	ND	ND	ND	2785.0	2793.0	2804.0	2826.0	2857.0	2902.0	2880.0
BASSE NORMANDIE	25	EN04Puissance installée en nucléaire	MW	ND	ND	ND	ND	ND	2660.0	2660.0	2660.0	2660.0	2660.0	2660.0	2660.0
BASSE NORMANDIE	25	EN04Puissance installée en hydraulique	MW	ND	ND	ND	ND	ND	26.0	27.0	26.0	26.0	27.0	26.0	27.0
BASSE NORMANDIE	25	EN04dont puissance installée en petite hydraulique	MW	ND	ND	ND	ND	ND	14.0	14.0	14.0	14.0	14.0	14.0	14.0
BASSE NORMANDIE	25	EN04Puissance installée en éolien	MW	ND	ND	ND	ND	ND	0.0	8.0	19.0	39.0	49.0	91.0	154.0
BASSE NORMANDIE	25	EN04Puissance installée en solaire photovoltaïque (relié au réseau)	MW	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	3.0
BASSE NORMANDIE	25	EN04Puissance installée en centrales thermiques hors cogénération	MW	ND	ND	ND	ND	ND	67.0	67.0	67.0	70.0	91.0	94.0	9.0
BASSE NORMANDIE	25	EN04Puissance installée en centrales thermiques en cogénération	MW	ND	ND	ND	ND	ND	32.0	32.0	31.0	30.0	30.0	29.0	27.0
BASSE NORMANDIE	25	EN04Nombre d'installations hydrauliques	Nombre	ND	ND	ND	ND	ND	29.0	28.0	27.0	28.0	28.0	28.0	28.0
BASSE NORMANDIE	25	EN04dont nombre d'installations petite hydraulique	Nombre	ND	ND	ND	ND	ND	28.0	27.0	26.0	27.0	27.0	27.0	27.0
BASSE NORMANDIE	25	EN04Nombre d'installations éoliennes	Nombre	ND	ND	ND	ND	ND	1.0	2.0	5.0	7.0	8.0	14.0	20.0
BASSE NORMANDIE	25	EN04Nombre d'installations solaires photovoltaïques (relié au réseau)	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	14.0	78.0	366.0
BASSE NORMANDIE	25	EN04Nombre de centrales thermiques hors cogénération	Nombre	ND	ND	ND	ND	ND	12.0	13.0	13.0	13.0	14.0	17.0	6.0
BASSE NORMANDIE	25	EN04Nombre de centrales thermiques en cogénération	Nombre	ND	ND	ND	ND	ND	14.0	14.0	14.0	14.0	14.0	13.0	12.0
BOURGOGNE	26	EN04Production totale d'électricité primaire	GWh	85.0	105.0	146.0	106.0	143.0	113.0	109.0	101.0	120.0	121.0	152.0	96.0
BOURGOGNE	26	EN04dont production électricité nucléaire	GWh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BOURGOGNE	26	EN04dont production électricité hydraulique	GWh	85.0	105.0	146.0	106.0	143.0	113.0	109.0	101.0	120.0	121.0	152.0	92.0
BOURGOGNE	26	EN04dont petite hydraulique	GWh	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
BOURGOGNE	26	EN04dont production électricité éolienne	GWh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ND	ND
BOURGOGNE	26	EN04dont production électricité photovoltaïque (relié au réseau)	GWh	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	1.0	3.0
BOURGOGNE	26	EN04Production d'électricité thermique classique (hors nucléaire)	GWh	ND	ND	ND	ND	ND	867.0	1326.0	1225.0	1304.0	1181.0	1252.0	969.0
BOURGOGNE	26	EN04dont centrale thermique classique hors cogénération	GWh	ND	ND	ND	ND	ND	490.0	924.0	845.0	926.0	827.0	908.0	614.0
BOURGOGNE	26	EN04dont centrale thermique classique en cogénération	GWh	ND	ND	ND	ND	ND	377.0	402.0	380.0	378.0	355.0	344.0	355.0
BOURGOGNE	26	EN04Production d'électricité thermique renouvelable (a partir de biomasse)	GWh	ND	ND	ND	ND	ND	ND	ND	9.0	8.0	31.0	35.0	36.0
BOURGOGNE	26	EN04Puissance installée totale	MW	ND	ND	ND	ND	ND	485.0	458.0	460.0	460.0	464.0	474.0	496.0
BOURGOGNE	26	EN04Puissance installée en nucléaire	MW	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BOURGOGNE	26	EN04Puissance installée en hydraulique	MW	ND	ND	ND	ND	ND	53.0	53.0	54.0	54.0	53.0	55.0	55.0
BOURGOGNE	26	EN04dont puissance installée en petite hydraulique	MW	ND	ND	ND	ND	ND	27.0	27.0	28.0	28.0	27.0	29.0	29.0
BOURGOGNE	26	EN04Puissance installée en éolien	MW	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	32.0	50.0
BOURGOGNE	26	EN04Puissance installée en solaire photovoltaïque (relié au réseau)	MW	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	1.0	6.0
BOURGOGNE	26	EN04Puissance installée en centrales thermiques hors cogénération	MW	ND	ND	ND	ND	ND	291.0	288.0	289.0	289.0	293.0	276.0	275.0
BOURGOGNE	26	EN04Puissance installée en centrales thermiques en cogénération	MW	ND	ND	ND	ND	ND	141.0	117.0	117.0	118.0	118.0	111.0	110.0
BOURGOGNE	26	EN04Nombre d'installations hydrauliques	Nombre	ND	ND	ND	ND	ND	37.0	38.0	39.0	40.0	40.0	42.0	42.0
BOURGOGNE	26	EN04dont nombre d'installations petite hydraulique	Nombre	ND	ND	ND	ND	ND	36.0	37.0	38.0	39.0	39.0	41.0	41.0
BOURGOGNE	26	EN04Nombre d'installations éoliennes	Nombre	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	1.0	1.0
BOURGOGNE	26	EN04Nombre d'installations solaires photovoltaïques (relié au réseau)	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	79.0	242.0	936.0
BOURGOGNE	26	EN04Nombre de centrales thermiques hors cogénération	Nombre	ND	ND	ND	ND	ND	13.0	12.0	13.0	12.0	11.0	10.0	9.0
BOURGOGNE	26	EN04Nombre de centrales thermiques en cogénération	Nombre	ND	ND	ND	ND	ND	22.0	22.0	22.0	22.0	22.0	21.0	21.0
BRETAGNE	53	EN04Production totale d'électricité primaire	GWh	628.0	621.0	646.0	608.0	760.0	604.0	572.0	574.0	837.0	1047.0	1131.0	1307.0
BRETAGNE	53	EN04dont production électricité nucléaire	GWh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BRETAGNE	53	EN04dont production électricité hydraulique	GWh	628.0	621.0	646.0	608.0	660.0	604.0	572.0	573.0	573.0	589.0	581.0	558.0
BRETAGNE	53	EN04dont petite hydraulique	GWh	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
BRETAGNE	53	EN04dont production électricité éolienne	GWh	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	264.0	458.0	549.0	741.0
BRETAGNE	53	EN04dont production électricité photovoltaïque (relié au réseau)	GWh	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	1.0	7.0
BRETAGNE	53	EN04Production d'électricité thermique classique (hors nucléaire)	GWh	ND	ND	ND	ND	ND	389.0	411.0	380.0	431.0	466.0	458.0	494.0
BRETAGNE	53	EN04dont centrale thermique classique hors cogénération	GWh	ND	ND	ND	ND	ND	132.0	127.0	102.0	141.0	138.0	138.0	181.0
BRETAGNE	53	EN04dont centrale thermique classique en cogénération	GWh	ND	ND	ND	ND	ND	258.0	284.0	278.0	290.0	328.0	320.0	313.0
BRETAGNE	53	EN04Production d'électricité thermique renouvelable (a partir de biomasse)	GWh	ND	ND	ND	ND	ND	ND	ND	55.0	55.0	70.0	65.0	72.0
BRETAGNE	53	EN04Puissance installée totale	MW	ND	ND	ND	ND	ND	996.0	1005.0	1052.0	1172.0	1214.0	1304.0	1445.0
BRETAGNE	53	EN04Puissance installée en nucléaire	MW	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BRETAGNE	53	EN04Puissance installée en hydraulique	MW	ND	ND	ND	ND	ND	278.0	278.0	278.0	278.0	278.0	278.0	278.0
BRETAGNE	53	EN04dont puissance installée en petite hydraulique	MW	ND	ND	ND	ND	ND	22.0	23.0	22.0	22.0	22.0	23.0	23.0
BRETAGNE	53	EN04Puissance installée en éolien	MW	ND	ND	ND	ND	ND	14.0	40.0	77.0	185.0	278.0	364.0	462.0
BRETAGNE	53	EN04Puissance installée en solaire photovoltaïque (relié au réseau)	MW	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	3.0	14.0
BRETAGNE	53	EN04Puissance installée en centrales thermiques hors cogénération	MW	ND	ND	ND	ND	ND	624.0	601.0	611.0	619.0	561.0	561.0	599.0
BRETAGNE	53	EN04Puissance installée en centrales thermiques en cogénération	MW	ND	ND	ND	ND	ND	80.0	86.0	86.0	90.0	97.0	97.0	92.0
BRETAGNE	53	EN04Nombre d'installations hydrauliques	Nombre	ND	ND	ND	ND	ND	25.0	27.0	27.0	26.0	27.0	29.0	29.0
BRETAGNE	53	EN04dont nombre d'installations petite hydraulique	Nombre	ND	ND	ND	ND	ND	23.0	25.0	25.0	24.0	25.0	27.0	27.0
BRETAGNE	53	EN04Nombre d'installations éoliennes	Nombre	ND	ND	ND	ND	ND	4.0	10.0	17.0	33.0	46.0	56.0	70.0
BRETAGNE	53	EN04Nombre d'installations solaires photovoltaïques (relié au réseau)	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	165.0	660.0	2164.0
BRETAGNE	53	EN04Nombre de centrales thermiques hors cogénération	Nombre	ND	ND	ND	ND	ND	35.0	35.0	35.0	35.0	33.0	38.0	34.0
BRETAGNE	53	EN04Nombre de centrales thermiques en cogénération	Nombre	ND	ND	ND	ND	ND	21.0	25.0	25.0	27.0	28.0	27.0	25.0
CENTRE-VAL DE LOIRE	24	EN04Production totale d'électricité primaire	GWh	73749.0	79505.0	76722.0	80060.0	73590.0	79926.0	79576.0	78134.0	77877.0	77589.0	78677.0	71712.0
CENTRE-VAL DE LOIRE	24	EN04dont production électricité nucléaire	GWh	73644.0	79342.0	76528.0	79956.0	73432.0	79807.0	79430.0	78035.0	77507.0	76727.0	77702.0	70667.0
CENTRE-VAL DE LOIRE	24	EN04dont production électricité hydraulique	GWh	105.0	163.0	194.0	104.0	158.0	119.0	146.0	99.0	146.0	163.0	184.0	94.0
CENTRE-VAL DE LOIRE	24	EN04dont petite hydraulique	GWh	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
CENTRE-VAL DE LOIRE	24	EN04dont production électricité éolienne	GWh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	224.0	699.0	789.0	949.0
CENTRE-VAL DE LOIRE	24	EN04dont production électricité photovoltaïque (relié au réseau)	GWh	ND	ND	ND	ND	ND	0.0	0.0	0.0	0.0	0.0	1.0	2.0
CENTRE-VAL DE LOIRE	24	EN04Production d'électricité thermique classique (hors nucléaire)	GWh	ND	ND	ND	ND	ND	927.0	1053.0	1013.0	993.0	919.0	995.0	1027.0
CENTRE-VAL DE LOIRE	24	EN04dont centrale thermique classique hors cogénération	GWh	ND	ND	ND	ND	ND	127.0	198.0	220.0	245.0	173.0	200.0	212.0
CENTRE-VAL DE LOIRE	24	EN04dont centrale thermique classique en cogénération	GWh	ND	ND	ND	ND	ND	800.0	855.0	793.0	749.0	745.0	795.0	814.0
CENTRE-VAL DE LOIRE	24	EN04Production d'électricité thermique renouvelable (a partir de biomasse)	GWh	ND	ND	ND	ND	ND	ND	ND	143.0	132.0	119.0	129.0	144.0
CENTRE-VAL DE LOIRE	24	EN04Puissance installée totale	MW	ND	ND	ND	ND	ND	12020.0	12027.0	12051.0	12271.0	12382.0	12435.0	12549.0
CENTRE-VAL DE LOIRE	24	EN04Puissance installée en nucléaire	MW	ND	ND	ND	ND	ND	11630.0	11630.0	11630.0	11630.0	11630.0	11630.0	11630.0
CENTRE-VAL DE LOIRE	24	EN04Puissance installée en hydraulique	MW	ND	ND	ND	ND	ND	92.0	91.0	91.0	91.0	92.0	91.0	91.0
CENTRE-VAL DE LOIRE	24	EN04dont puissance installée en petite hydraulique	MW	ND	ND	ND	ND	ND	21.0	21.0	21.0	21.0	21.0	20.0	20.0
CENTRE-VAL DE LOIRE	24	EN04Puissance installée en éolien	MW	ND	ND	ND	ND	ND	0.0	0.0	23.0	242.0	325.0	391.0	502.0
CENTRE-VAL DE LOIRE	24	EN04Puissance installée en solaire photovoltaïque (relié au réseau)	MW	ND	ND	ND	ND	ND	ND	0.0	0.0	0.0	1.0	1.0	5.0
CENTRE-VAL DE LOIRE	24	EN04Puissance installée en centrales thermiques hors cogénération	MW	ND	ND	ND	ND	ND	50.0	56.0	53.0	58.0	52.0	58.0	53.0
CENTRE-VAL DE LOIRE	24	EN04Puissance installée en centrales thermiques en cogénération	MW	ND	ND	ND	ND	ND	248.0	249.0	254.0	250.0	282.0	263.0	268.0
CENTRE-VAL DE LOIRE	24	EN04Nombre d'installations hydrauliques	Nombre	ND	ND	ND	ND	ND	22.0	22.0	23.0	23.0	23.0	23.0	22.0
CENTRE-VAL DE LOIRE	24	EN04dont nombre d'installations petite hydraulique	Nombre	ND	ND	ND	ND	ND	21.0	21.0	22.0	22.0	22.0	22.0	21.0
CENTRE-VAL DE LOIRE	24	EN04Nombre d'installations éoliennes	Nombre	ND	ND	ND	ND	ND	0.0	0.0	2.0	22.0	30.0	32.0	43.0
CENTRE-VAL DE LOIRE	24	EN04Nombre d'installations solaires photovoltaïques (relié au réseau)	Nombre	ND	ND	ND	ND	ND	ND	ND	ND	ND	151.0	286.0	807.0
CENTRE-VAL DE LOIRE	24	EN04Nombre de centrales thermiques hors cogénération	Nombre	ND	ND	ND	ND	ND	12.0	12.0	11.0	12.0	11.0	14.0	15.0
CENTRE-VAL DE LOIRE	24	EN04Nombre de centrales thermiques en cogénération	Nombre	ND	ND	ND	ND	ND	32.0	33.0	36.0	36.0	39.0	35.0	36.0
CHAMPAGNE-ARDENNE	21	EN04Production totale d'électricité primaire	GWh	15574.0	17602.0	16402.0	28304.0	32116.0	37592.0	38552.0	37255.0	39918.0	43623.0	40966.0	32095.0
CHAMPAGNE-ARDENNE	21	EN04dont production électricité nucléaire	GWh	15007.0	16920.0	15683.0	27454.0	31218.0	36519.0	37462.0	36158.0	38629.0	42182.0	39425.0	30710.0
CHAMPAGNE-ARDENNE	21	EN04dont production électricité hydraulique	GWh	567.0	682.0	719.0	850.0	898.0	1073.0	1090.0	1097.0	1124.0	1168.0	1203.0	819.0
CHAMPAGNE-ARDENNE	21	EN04dont petite hydraulique	GWh	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
