Lieu;Département;Série;Unité;Année;Valeur
CORSE;94;AI08Cadmium - Quantités annuelles émises;kg/an;2006;55.0
CORSE;94;AI08Cadmium - Quantités annuelles émises;kg/an;2007;54.0
CORSE;94;AI08Cadmium - Quantités annuelles émises;kg/an;2008;10.9
CORSE;94;AI08Cadmium - Quantités annuelles émises;kg/an;2009;10.983
D.O.M.;97;AI08Cadmium - Quantités annuelles émises;kg/an;1999;ND
D.O.M.;97;AI08Cadmium - Quantités annuelles émises;kg/an;2000;ND
D.O.M.;97;AI08Cadmium - Quantités annuelles émises;kg/an;2001;ND
D.O.M.;97;AI08Cadmium - Quantités annuelles émises;kg/an;2002;ND
D.O.M.;97;AI08Cadmium - Quantités annuelles émises;kg/an;2004;162.0
D.O.M.;97;AI08Cadmium - Quantités annuelles émises;kg/an;2005;153.0
D.O.M.;97;AI08Cadmium - Quantités annuelles émises;kg/an;2006;151.0
D.O.M.;97;AI08Cadmium - Quantités annuelles émises;kg/an;2007;118.2
D.O.M.;97;AI08Cadmium - Quantités annuelles émises;kg/an;2008;31.6
D.O.M.;97;AI08Cadmium - Quantités annuelles émises;kg/an;2009;41.483
FRANCHE COMTE;43;AI08Cadmium - Quantités annuelles émises;kg/an;1999;55.0
FRANCHE COMTE;43;AI08Cadmium - Quantités annuelles émises;kg/an;2000;32.0
FRANCHE COMTE;43;AI08Cadmium - Quantités annuelles émises;kg/an;2001;0.0
FRANCHE COMTE;43;AI08Cadmium - Quantités annuelles émises;kg/an;2002;0.0
FRANCHE COMTE;43;AI08Cadmium - Quantités annuelles émises;kg/an;2004;47.45
FRANCHE COMTE;43;AI08Cadmium - Quantités annuelles émises;kg/an;2005;0.0
FRANCHE COMTE;43;AI08Cadmium - Quantités annuelles émises;kg/an;2006;0.0
FRANCHE COMTE;43;AI08Cadmium - Quantités annuelles émises;kg/an;2007;0.0
FRANCHE COMTE;43;AI08Cadmium - Quantités annuelles émises;kg/an;2008;0.0
FRANCHE COMTE;43;AI08Cadmium - Quantités annuelles émises;kg/an;2009;27.086
France entière;;AI08Cadmium - Quantités annuelles émises;kg/an;1999;ND
France entière;;AI08Cadmium - Quantités annuelles émises;kg/an;2000;ND
France entière;;AI08Cadmium - Quantités annuelles émises;kg/an;2001;ND
France entière;;AI08Cadmium - Quantités annuelles émises;kg/an;2002;ND
France entière;;AI08Cadmium - Quantités annuelles émises;kg/an;2004;3988.568
France entière;;AI08Cadmium - Quantités annuelles émises;kg/an;2005;4502.05
France entière;;AI08Cadmium - Quantités annuelles émises;kg/an;2006;2640.265
France entière;;AI08Cadmium - Quantités annuelles émises;kg/an;2007;3047.216
France entière;;AI08Cadmium - Quantités annuelles émises;kg/an;2008;2221.621
France entière;;AI08Cadmium - Quantités annuelles émises;kg/an;2009;1106.9
HAUTE NORMANDIE;23;AI08Cadmium - Quantités annuelles émises;kg/an;1999;178.4
HAUTE NORMANDIE;23;AI08Cadmium - Quantités annuelles émises;kg/an;2000;93.12
HAUTE NORMANDIE;23;AI08Cadmium - Quantités annuelles émises;kg/an;2001;93.12
HAUTE NORMANDIE;23;AI08Cadmium - Quantités annuelles émises;kg/an;2002;74.0
HAUTE NORMANDIE;23;AI08Cadmium - Quantités annuelles émises;kg/an;2004;141.22
HAUTE NORMANDIE;23;AI08Cadmium - Quantités annuelles émises;kg/an;2005;106.94
HAUTE NORMANDIE;23;AI08Cadmium - Quantités annuelles émises;kg/an;2006;85.96
HAUTE NORMANDIE;23;AI08Cadmium - Quantités annuelles émises;kg/an;2007;109.859
HAUTE NORMANDIE;23;AI08Cadmium - Quantités annuelles émises;kg/an;2008;85.2
HAUTE NORMANDIE;23;AI08Cadmium - Quantités annuelles émises;kg/an;2009;86.861
ILE DE FRANCE;11;AI08Cadmium - Quantités annuelles émises;kg/an;1999;286.0
ILE DE FRANCE;11;AI08Cadmium - Quantités annuelles émises;kg/an;2000;283.0
ILE DE FRANCE;11;AI08Cadmium - Quantités annuelles émises;kg/an;2001;306.22
ILE DE FRANCE;11;AI08Cadmium - Quantités annuelles émises;kg/an;2002;265.44
ILE DE FRANCE;11;AI08Cadmium - Quantités annuelles émises;kg/an;2004;279.12
