airpol,cpa08,induse,origin,unit,geo\time	2012 	2011 	2010 
NOX,CPA_R90-R92,P3,WORLD,THS_T,EU28	45.306 	44.957 	46.936 
NOX,CPA_R90-R92,P3_S13,DOM,T,EU28	13697 	11101 	12354 
NOX,CPA_R90-R92,P3_S13,DOM,THS_T,EU28	13.697 	11.101 	12.354 
NOX,CPA_R90-R92,P3_S13,ROW,T,EU28	2396 	2237 	2363 
NOX,CPA_R90-R92,P3_S13,ROW,THS_T,EU28	2.396 	2.237 	2.363 
NOX,CPA_R90-R92,P3_S13,WORLD,T,EU28	16093 	13338 	14717 
NOX,CPA_R90-R92,P3_S13,WORLD,THS_T,EU28	16.093 	13.338 	14.717 
NOX,CPA_R90-R92,P3_S14,DOM,T,EU28	20986 	22579 	23432 
NOX,CPA_R90-R92,P3_S14,DOM,THS_T,EU28	20.986 	22.579 	23.432 
NOX,CPA_R90-R92,P3_S14,ROW,T,EU28	5043 	6253 	6106 
NOX,CPA_R90-R92,P3_S14,ROW,THS_T,EU28	5.043 	6.253 	6.106 
NOX,CPA_R90-R92,P3_S14,WORLD,T,EU28	26030 	28832 	29538 
NOX,CPA_R90-R92,P3_S14,WORLD,THS_T,EU28	26.03 	28.832 	29.538 
NOX,CPA_R90-R92,P3_S15,DOM,T,EU28	2596 	2163 	2250 
NOX,CPA_R90-R92,P3_S15,DOM,THS_T,EU28	2.596 	2.163 	2.25 
NOX,CPA_R90-R92,P3_S15,ROW,T,EU28	588 	624 	430 
NOX,CPA_R90-R92,P3_S15,ROW,THS_T,EU28	0.588 	0.624 	0.43 
NOX,CPA_R90-R92,P3_S15,WORLD,T,EU28	3183 	2786 	2681 
NOX,CPA_R90-R92,P3_S15,WORLD,THS_T,EU28	3.183 	2.786 	2.681 
NOX,CPA_R90-R92,P5,DOM,T,EU28	839 	1348 	1640 
NOX,CPA_R90-R92,P5,DOM,THS_T,EU28	0.839 	1.348 	1.64 
NOX,CPA_R90-R92,P5,ROW,T,EU28	261 	373 	501 
NOX,CPA_R90-R92,P5,ROW,THS_T,EU28	0.261 	0.373 	0.501 
NOX,CPA_R90-R92,P5,WORLD,T,EU28	1100 	1721 	2141 
NOX,CPA_R90-R92,P5,WORLD,THS_T,EU28	1.1 	1.721 	2.141 
NOX,CPA_R90-R92,P51G,DOM,T,EU28	716 	1013 	991 
NOX,CPA_R90-R92,P51G,DOM,THS_T,EU28	0.716 	1.013 	0.991 
NOX,CPA_R90-R92,P51G,ROW,T,EU28	170 	251 	299 
NOX,CPA_R90-R92,P51G,ROW,THS_T,EU28	0.17 	0.251 	0.299 
NOX,CPA_R90-R92,P51G,WORLD,T,EU28	886 	1263 	1290 
NOX,CPA_R90-R92,P51G,WORLD,THS_T,EU28	0.886 	1.263 	1.29 
NOX,CPA_R90-R92,P52,DOM,T,EU28	123 	216 	494 
NOX,CPA_R90-R92,P52,DOM,THS_T,EU28	0.123 	0.216 	0.494 
NOX,CPA_R90-R92,P52,ROW,T,EU28	77 	87 	146 
NOX,CPA_R90-R92,P52,ROW,THS_T,EU28	0.077 	0.087 	0.146 
NOX,CPA_R90-R92,P52,WORLD,T,EU28	200 	302 	639 
NOX,CPA_R90-R92,P52,WORLD,THS_T,EU28	0.2 	0.302 	0.639 
NOX,CPA_R90-R92,P53,DOM,T,EU28	0 	119 	156 
NOX,CPA_R90-R92,P53,DOM,THS_T,EU28	0 	0.119 	0.156 
NOX,CPA_R90-R92,P53,ROW,T,EU28	15 	35 	56 
NOX,CPA_R90-R92,P53,ROW,THS_T,EU28	0.015 	0.035 	0.056 
NOX,CPA_R90-R92,P53,WORLD,T,EU28	15 	155 	211 
NOX,CPA_R90-R92,P53,WORLD,THS_T,EU28	0.015 	0.155 	0.211 
NOX,CPA_R90-R92,P5M,DOM,T,EU28	123 	335 	649 
NOX,CPA_R90-R92,P5M,DOM,THS_T,EU28	0.123 	0.335 	0.649 
NOX,CPA_R90-R92,P5M,ROW,T,EU28	91 	122 	201 
NOX,CPA_R90-R92,P5M,ROW,THS_T,EU28	0.091 	0.122 	0.201 
NOX,CPA_R90-R92,P5M,WORLD,T,EU28	215 	457 	851 
NOX,CPA_R90-R92,P5M,WORLD,THS_T,EU28	0.215 	0.457 	0.851 
NOX,CPA_R90-R92,P6,DOM,T,EU28	1099 	1089 	1245 
NOX,CPA_R90-R92,P6,DOM,THS_T,EU28	1.099 	1.089 	1.245 
NOX,CPA_R90-R92,P6,ROW,T,EU28	207 	329 	268 
NOX,CPA_R90-R92,P6,ROW,THS_T,EU28	0.207 	0.329 	0.268 
NOX,CPA_R90-R92,P6,WORLD,T,EU28	1306 	1418 	1513 
NOX,CPA_R90-R92,P6,WORLD,THS_T,EU28	1.306 	1.418 	1.513 
NOX,CPA_R90-R92,TFU,DOM,T,EU28	39217 	38280 	40922 
NOX,CPA_R90-R92,TFU,DOM,THS_T,EU28	39.217 	38.28 	40.922 
NOX,CPA_R90-R92,TFU,ROW,T,EU28	8496 	9816 	9668 
NOX,CPA_R90-R92,TFU,ROW,THS_T,EU28	8.496 	9.816 	9.668 
NOX,CPA_R90-R92,TFU,WORLD,T,EU28	47713 	48096 	50589 
NOX,CPA_R90-R92,TFU,WORLD,THS_T,EU28	47.713 	48.096 	50.589 
NOX,CPA_R93,P3,DOM,T,EU28	34712 	34251 	36748 
NOX,CPA_R93,P3,DOM,THS_T,EU28	34.712 	34.251 	36.748 
NOX,CPA_R93,P3,ROW,T,EU28	5108 	6073 	6359 
NOX,CPA_R93,P3,ROW,THS_T,EU28	5.108 	6.073 	6.359 
NOX,CPA_R93,P3,WORLD,T,EU28	39820 	40324 	43107 
NOX,CPA_R93,P3,WORLD,THS_T,EU28	39.82 	40.324 	43.107 
NOX,CPA_R93,P3_S13,DOM,T,EU28	10628 	9887 	9942 
NOX,CPA_R93,P3_S13,DOM,THS_T,EU28	10.628 	9.887 	9.942 
NOX,CPA_R93,P3_S13,ROW,T,EU28	1530 	1726 	1664 
NOX,CPA_R93,P3_S13,ROW,THS_T,EU28	1.53 	1.726 	1.664 
NOX,CPA_R93,P3_S13,WORLD,T,EU28	12158 	11613 	11606 
NOX,CPA_R93,P3_S13,WORLD,THS_T,EU28	12.158 	11.613 	11.606 
NOX,CPA_R93,P3_S14,DOM,T,EU28	19316 	19107 	21181 
NOX,CPA_R93,P3_S14,DOM,THS_T,EU28	19.316 	19.107 	21.181 
NOX,CPA_R93,P3_S14,ROW,T,EU28	2911 	3467 	3752 
NOX,CPA_R93,P3_S14,ROW,THS_T,EU28	2.911 	3.467 	3.752 
NOX,CPA_R93,P3_S14,WORLD,T,EU28	22228 	22574 	24933 
NOX,CPA_R93,P3_S14,WORLD,THS_T,EU28	22.228 	22.574 	24.933 
NOX,CPA_R93,P3_S15,DOM,T,EU28	4767 	5257 	5625 
NOX,CPA_R93,P3_S15,DOM,THS_T,EU28	4.767 	5.257 	5.625 
NOX,CPA_R93,P3_S15,ROW,T,EU28	667 	879 	943 
NOX,CPA_R93,P3_S15,ROW,THS_T,EU28	0.667 	0.879 	0.943 
NOX,CPA_R93,P3_S15,WORLD,T,EU28	5434 	6137 	6568 
NOX,CPA_R93,P3_S15,WORLD,THS_T,EU28	5.434 	6.137 	6.568 
NOX,CPA_R93,P5,DOM,T,EU28	5 	12 	0 
NOX,CPA_R93,P5,DOM,THS_T,EU28	0.005 	0.012 	0 
NOX,CPA_R93,P5,ROW,T,EU28	1 	2 	0 
NOX,CPA_R93,P5,ROW,THS_T,EU28	0.001 	0.002 	0 
NOX,CPA_R93,P5,WORLD,T,EU28	5 	13 	0 
NOX,CPA_R93,P5,WORLD,THS_T,EU28	0.005 	0.013 	0 
NOX,CPA_R93,P51G,DOM,T,EU28	0 	0 	0 
NOX,CPA_R93,P51G,DOM,THS_T,EU28	0 	0 	0 
NOX,CPA_R93,P51G,ROW,T,EU28	0 	0 	0 
NOX,CPA_R93,P51G,ROW,THS_T,EU28	0 	0 	0 
NOX,CPA_R93,P51G,WORLD,T,EU28	0 	0 	0 
NOX,CPA_R93,P51G,WORLD,THS_T,EU28	0 	0 	0 
NOX,CPA_R93,P52,DOM,T,EU28	5 	12 	0 
NOX,CPA_R93,P52,DOM,THS_T,EU28	0.005 	0.012 	0 
NOX,CPA_R93,P52,ROW,T,EU28	1 	2 	0 
NOX,CPA_R93,P52,ROW,THS_T,EU28	0.001 	0.002 	0 
NOX,CPA_R93,P52,WORLD,T,EU28	5 	13 	0 
NOX,CPA_R93,P52,WORLD,THS_T,EU28	0.005 	0.013 	0 
NOX,CPA_R93,P53,DOM,T,EU28	0 	0 	0 
NOX,CPA_R93,P53,DOM,THS_T,EU28	0 	0 	0 
NOX,CPA_R93,P53,ROW,T,EU28	0 	0 	0 
NOX,CPA_R93,P53,ROW,THS_T,EU28	0 	0 	0 
NOX,CPA_R93,P53,WORLD,T,EU28	0 	0 	0 
NOX,CPA_R93,P53,WORLD,THS_T,EU28	0 	0 	0 
NOX,CPA_R93,P5M,DOM,T,EU28	5 	12 	0 
NOX,CPA_R93,P5M,DOM,THS_T,EU28	0.005 	0.012 	0 
NOX,CPA_R93,P5M,ROW,T,EU28	1 	2 	0 
NOX,CPA_R93,P5M,ROW,THS_T,EU28	0.001 	0.002 	0 
NOX,CPA_R93,P5M,WORLD,T,EU28	5 	13 	0 
NOX,CPA_R93,P5M,WORLD,THS_T,EU28	0.005 	0.013 	0 
NOX,CPA_R93,P6,DOM,T,EU28	150 	186 	970 
NOX,CPA_R93,P6,DOM,THS_T,EU28	0.15 	0.186 	0.97 
NOX,CPA_R93,P6,ROW,T,EU28	23 	34 	163 
NOX,CPA_R93,P6,ROW,THS_T,EU28	0.023 	0.034 	0.163 
NOX,CPA_R93,P6,WORLD,T,EU28	174 	220 	1133 
NOX,CPA_R93,P6,WORLD,THS_T,EU28	0.174 	0.22 	1.133 
NOX,CPA_R93,TFU,DOM,T,EU28	34866 	34448 	37718 
NOX,CPA_R93,TFU,DOM,THS_T,EU28	34.866 	34.448 	37.718 
NOX,CPA_R93,TFU,ROW,T,EU28	5132 	6110 	6521 
NOX,CPA_R93,TFU,ROW,THS_T,EU28	5.132 	6.11 	6.521 
NOX,CPA_R93,TFU,WORLD,T,EU28	39999 	40557 	44240 
NOX,CPA_R93,TFU,WORLD,THS_T,EU28	39.999 	40.557 	44.24 
NOX,CPA_S94,P3,DOM,T,EU28	27710 	30380 	32876 
NOX,CPA_S94,P3,DOM,THS_T,EU28	27.71 	30.38 	32.876 
NOX,CPA_S94,P3,ROW,T,EU28	4152 	5242 	5509 
NOX,CPA_S94,P3,ROW,THS_T,EU28	4.152 	5.242 	5.509 
NOX,CPA_S94,P3,WORLD,T,EU28	31862 	35622 	38385 
NOX,CPA_S94,P3,WORLD,THS_T,EU28	31.862 	35.622 	38.385 
NOX,CPA_S94,P3_S13,DOM,T,EU28	2399 	2608 	2755 
NOX,CPA_S94,P3_S13,DOM,THS_T,EU28	2.399 	2.608 	2.755 
NOX,CPA_S94,P3_S13,ROW,T,EU28	359 	450 	462 
NOX,CPA_S94,P3_S13,ROW,THS_T,EU28	0.359 	0.45 	0.462 
NOX,CPA_S94,P3_S13,WORLD,T,EU28	2759 	3058 	3217 
NOX,CPA_S94,P3_S13,WORLD,THS_T,EU28	2.759 	3.058 	3.217 
NOX,CPA_S94,P3_S14,DOM,T,EU28	2922 	3388 	3714 
NOX,CPA_S94,P3_S14,DOM,THS_T,EU28	2.922 	3.388 	3.714 
NOX,CPA_S94,P3_S14,ROW,T,EU28	438 	585 	622 
NOX,CPA_S94,P3_S14,ROW,THS_T,EU28	0.438 	0.585 	0.622 
NOX,CPA_S94,P3_S14,WORLD,T,EU28	3359 	3972 	4337 
NOX,CPA_S94,P3_S14,WORLD,THS_T,EU28	3.359 	3.972 	4.337 
NOX,CPA_S94,P3_S15,DOM,T,EU28	22389 	24384 	26406 
NOX,CPA_S94,P3_S15,DOM,THS_T,EU28	22.389 	24.384 	26.406 
NOX,CPA_S94,P3_S15,ROW,T,EU28	3355 	4208 	4425 
NOX,CPA_S94,P3_S15,ROW,THS_T,EU28	3.355 	4.208 	4.425 
NOX,CPA_S94,P3_S15,WORLD,T,EU28	25744 	28592 	30831 
NOX,CPA_S94,P3_S15,WORLD,THS_T,EU28	25.744 	28.592 	30.831 
NOX,CPA_S94,P5,DOM,T,EU28	0 	0 	0 
NOX,CPA_S94,P5,DOM,THS_T,EU28	0 	0 	0 
NOX,CPA_S94,P5,ROW,T,EU28	0 	0 	0 
NOX,CPA_S94,P5,ROW,THS_T,EU28	0 	0 	0 
NOX,CPA_S94,P5,WORLD,T,EU28	0 	0 	0 
NOX,CPA_S94,P5,WORLD,THS_T,EU28	0 	0 	0 
NOX,CPA_S94,P51G,DOM,T,EU28	0 	0 	0 
NOX,CPA_S94,P51G,DOM,THS_T,EU28	0 	0 	0 
NOX,CPA_S94,P51G,ROW,T,EU28	0 	0 	0 
NOX,CPA_S94,P51G,ROW,THS_T,EU28	0 	0 	0 
NOX,CPA_S94,P51G,WORLD,T,EU28	0 	0 	0 
NOX,CPA_S94,P51G,WORLD,THS_T,EU28	0 	0 	0 
NOX,CPA_S94,P52,DOM,T,EU28	0 	0 	0 
NOX,CPA_S94,P52,DOM,THS_T,EU28	0 	0 	0 
NOX,CPA_S94,P52,ROW,T,EU28	0 	0 	0 
NOX,CPA_S94,P52,ROW,THS_T,EU28	0 	0 	0 
NOX,CPA_S94,P52,WORLD,T,EU28	0 	0 	0 
NOX,CPA_S94,P52,WORLD,THS_T,EU28	0 	0 	0 
NOX,CPA_S94,P53,DOM,T,EU28	0 	0 	0 
NOX,CPA_S94,P53,DOM,THS_T,EU28	0 	0 	0 
NOX,CPA_S94,P53,ROW,T,EU28	0 	0 	0 
NOX,CPA_S94,P53,ROW,THS_T,EU28	0 	0 	0 
NOX,CPA_S94,P53,WORLD,T,EU28	0 	0 	0 
NOX,CPA_S94,P53,WORLD,THS_T,EU28	0 	0 	0 
NOX,CPA_S94,P5M,DOM,T,EU28	0 	0 	0 
NOX,CPA_S94,P5M,DOM,THS_T,EU28	0 	0 	0 
NOX,CPA_S94,P5M,ROW,T,EU28	0 	0 	0 
NOX,CPA_S94,P5M,ROW,THS_T,EU28	0 	0 	0 
NOX,CPA_S94,P5M,WORLD,T,EU28	0 	0 	0 
NOX,CPA_S94,P5M,WORLD,THS_T,EU28	0 	0 	0 
NOX,CPA_S94,P6,DOM,T,EU28	10 	24 	22 
NOX,CPA_S94,P6,DOM,THS_T,EU28	0.01 	0.024 	0.022 
NOX,CPA_S94,P6,ROW,T,EU28	1 	4 	4 
NOX,CPA_S94,P6,ROW,THS_T,EU28	0.001 	0.004 	0.004 
NOX,CPA_S94,P6,WORLD,T,EU28	11 	28 	25 
NOX,CPA_S94,P6,WORLD,THS_T,EU28	0.011 	0.028 	0.025 
NOX,CPA_S94,TFU,DOM,T,EU28	27720 	30404 	32898 
NOX,CPA_S94,TFU,DOM,THS_T,EU28	27.72 	30.404 	32.898 
NOX,CPA_S94,TFU,ROW,T,EU28	4153 	5246 	5512 
NOX,CPA_S94,TFU,ROW,THS_T,EU28	4.153 	5.246 	5.512 
NOX,CPA_S94,TFU,WORLD,T,EU28	31873 	35650 	38410 
NOX,CPA_S94,TFU,WORLD,THS_T,EU28	31.873 	35.65 	38.41 
NOX,CPA_S95,P3,DOM,T,EU28	5743 	5700 	6083 
NOX,CPA_S95,P3,DOM,THS_T,EU28	5.743 	5.7 	6.083 
NOX,CPA_S95,P3,ROW,T,EU28	1146 	1313 	1400 
NOX,CPA_S95,P3,ROW,THS_T,EU28	1.146 	1.313 	1.4 
NOX,CPA_S95,P3,WORLD,T,EU28	6889 	7013 	7483 
NOX,CPA_S95,P3,WORLD,THS_T,EU28	6.889 	7.013 	7.483 
NOX,CPA_S95,P3_S13,DOM,T,EU28	0 	0 	0 
NOX,CPA_S95,P3_S13,DOM,THS_T,EU28	0 	0 	0 
NOX,CPA_S95,P3_S13,ROW,T,EU28	0 	0 	0 
NOX,CPA_S95,P3_S13,ROW,THS_T,EU28	0 	0 	0 
NOX,CPA_S95,P3_S13,WORLD,T,EU28	0 	0 	0 
NOX,CPA_S95,P3_S13,WORLD,THS_T,EU28	0 	0 	0 
NOX,CPA_S95,P3_S14,DOM,T,EU28	5743 	5700 	6083 
NOX,CPA_S95,P3_S14,DOM,THS_T,EU28	5.743 	5.7 	6.083 
NOX,CPA_S95,P3_S14,ROW,T,EU28	1146 	1313 	1400 
NOX,CPA_S95,P3_S14,ROW,THS_T,EU28	1.146 	1.313 	1.4 
NOX,CPA_S95,P3_S14,WORLD,T,EU28	6889 	7013 	7483 
NOX,CPA_S95,P3_S14,WORLD,THS_T,EU28	6.889 	7.013 	7.483 
NOX,CPA_S95,P3_S15,DOM,T,EU28	0 	0 	0 
NOX,CPA_S95,P3_S15,DOM,THS_T,EU28	0 	0 	0 
NOX,CPA_S95,P3_S15,ROW,T,EU28	0 	0 	0 
NOX,CPA_S95,P3_S15,ROW,THS_T,EU28	0 	0 	0 
NOX,CPA_S95,P3_S15,WORLD,T,EU28	0 	0 	0 
NOX,CPA_S95,P3_S15,WORLD,THS_T,EU28	0 	0 	0 
NOX,CPA_S95,P5,DOM,T,EU28	1044 	829 	946 
NOX,CPA_S95,P5,DOM,THS_T,EU28	1.044 	0.829 	0.946 
NOX,CPA_S95,P5,ROW,T,EU28	208 	189 	217 
NOX,CPA_S95,P5,ROW,THS_T,EU28	0.208 	0.189 	0.217 
NOX,CPA_S95,P5,WORLD,T,EU28	1252 	1018 	1163 
NOX,CPA_S95,P5,WORLD,THS_T,EU28	1.252 	1.018 	1.163 
NOX,CPA_S95,P51G,DOM,T,EU28	1097 	846 	902 
NOX,CPA_S95,P51G,DOM,THS_T,EU28	1.097 	0.846 	0.902 
NOX,CPA_S95,P51G,ROW,T,EU28	218 	193 	207 
NOX,CPA_S95,P51G,ROW,THS_T,EU28	0.218 	0.193 	0.207 
NOX,CPA_S95,P51G,WORLD,T,EU28	1316 	1039 	1109 
NOX,CPA_S95,P51G,WORLD,THS_T,EU28	1.316 	1.039 	1.109 
NOX,CPA_S95,P52,DOM,T,EU28	-53 	-17 	44 
NOX,CPA_S95,P52,DOM,THS_T,EU28	-0.053 	-0.017 	0.044 
NOX,CPA_S95,P52,ROW,T,EU28	-11 	-4 	10 
NOX,CPA_S95,P52,ROW,THS_T,EU28	-0.011 	-0.004 	0.01 
NOX,CPA_S95,P52,WORLD,T,EU28	-64 	-20 	54 
NOX,CPA_S95,P52,WORLD,THS_T,EU28	-0.064 	-0.02 	0.054 
NOX,CPA_S95,P53,DOM,T,EU28	0 	0 	0 
NOX,CPA_S95,P53,DOM,THS_T,EU28	0 	0 	0 
NOX,CPA_S95,P53,ROW,T,EU28	0 	0 	0 
NOX,CPA_S95,P53,ROW,THS_T,EU28	0 	0 	0 
NOX,CPA_S95,P53,WORLD,T,EU28	0 	0 	0 
NOX,CPA_S95,P53,WORLD,THS_T,EU28	0 	0 	0 
NOX,CPA_S95,P5M,DOM,T,EU28	-53 	-17 	44 
NOX,CPA_S95,P5M,DOM,THS_T,EU28	-0.053 	-0.017 	0.044 
NOX,CPA_S95,P5M,ROW,T,EU28	-11 	-4 	10 
NOX,CPA_S95,P5M,ROW,THS_T,EU28	-0.011 	-0.004 	0.01 
NOX,CPA_S95,P5M,WORLD,T,EU28	-64 	-20 	54 
NOX,CPA_S95,P5M,WORLD,THS_T,EU28	-0.064 	-0.02 	0.054 
NOX,CPA_S95,P6,DOM,T,EU28	122 	290 	236 
NOX,CPA_S95,P6,DOM,THS_T,EU28	0.122 	0.29 	0.236 
NOX,CPA_S95,P6,ROW,T,EU28	24 	70 	54 
NOX,CPA_S95,P6,ROW,THS_T,EU28	0.024 	0.07 	0.054 
NOX,CPA_S95,P6,WORLD,T,EU28	146 	360 	290 
NOX,CPA_S95,P6,WORLD,THS_T,EU28	0.146 	0.36 	0.29 
NOX,CPA_S95,TFU,DOM,T,EU28	6908 	6819 	7264 
NOX,CPA_S95,TFU,DOM,THS_T,EU28	6.908 	6.819 	7.264 
NOX,CPA_S95,TFU,ROW,T,EU28	1378 	1572 	1672 
NOX,CPA_S95,TFU,ROW,THS_T,EU28	1.378 	1.572 	1.672 
NOX,CPA_S95,TFU,WORLD,T,EU28	8286 	8391 	8936 
NOX,CPA_S95,TFU,WORLD,THS_T,EU28	8.286 	8.391 	8.936 
NOX,CPA_S96,P3,DOM,T,EU28	39466 	40053 	40411 
NOX,CPA_S96,P3,DOM,THS_T,EU28	39.466 	40.053 	40.411 
NOX,CPA_S96,P3,ROW,T,EU28	5602 	6786 	6992 
NOX,CPA_S96,P3,ROW,THS_T,EU28	5.602 	6.786 	6.992 
NOX,CPA_S96,P3,WORLD,T,EU28	45068 	46838 	47402 
NOX,CPA_S96,P3,WORLD,THS_T,EU28	45.068 	46.838 	47.402 
NOX,CPA_S96,P3_S13,DOM,T,EU28	145 	158 	159 
NOX,CPA_S96,P3_S13,DOM,THS_T,EU28	0.145 	0.158 	0.159 
NOX,CPA_S96,P3_S13,ROW,T,EU28	22 	31 	29 
NOX,CPA_S96,P3_S13,ROW,THS_T,EU28	0.022 	0.031 	0.029 
NOX,CPA_S96,P3_S13,WORLD,T,EU28	167 	188 	187 
NOX,CPA_S96,P3_S13,WORLD,THS_T,EU28	0.167 	0.188 	0.187 
NOX,CPA_S96,P3_S14,DOM,T,EU28	39286 	39864 	40223 
NOX,CPA_S96,P3_S14,DOM,THS_T,EU28	39.286 	39.864 	40.223 
NOX,CPA_S96,P3_S14,ROW,T,EU28	5576 	6750 	6958 
NOX,CPA_S96,P3_S14,ROW,THS_T,EU28	5.576 	6.75 	6.958 
NOX,CPA_S96,P3_S14,WORLD,T,EU28	44862 	46614 	47182 
NOX,CPA_S96,P3_S14,WORLD,THS_T,EU28	44.862 	46.614 	47.182 
NOX,CPA_S96,P3_S15,DOM,T,EU28	35 	31 	29 
NOX,CPA_S96,P3_S15,DOM,THS_T,EU28	0.035 	0.031 	0.029 
NOX,CPA_S96,P3_S15,ROW,T,EU28	4 	5 	5 
NOX,CPA_S96,P3_S15,ROW,THS_T,EU28	0.004 	0.005 	0.005 
NOX,CPA_S96,P3_S15,WORLD,T,EU28	39 	35 	33 
NOX,CPA_S96,P3_S15,WORLD,THS_T,EU28	0.039 	0.035 	0.033 
NOX,CPA_S96,P5,DOM,T,EU28	51 	68 	41 
NOX,CPA_S96,P5,DOM,THS_T,EU28	0.051 	0.068 	0.041 
NOX,CPA_S96,P5,ROW,T,EU28	7 	11 	7 
NOX,CPA_S96,P5,ROW,THS_T,EU28	0.007 	0.011 	0.007 
NOX,CPA_S96,P5,WORLD,T,EU28	57 	79 	48 
NOX,CPA_S96,P5,WORLD,THS_T,EU28	0.057 	0.079 	0.048 
NOX,CPA_S96,P51G,DOM,T,EU28	0 	0 	1 
NOX,CPA_S96,P51G,DOM,THS_T,EU28	0 	0 	0.001 
NOX,CPA_S96,P51G,ROW,T,EU28	0 	0 	0 
NOX,CPA_S96,P51G,ROW,THS_T,EU28	0 	0 	0 
NOX,CPA_S96,P51G,WORLD,T,EU28	0 	0 	1 
NOX,CPA_S96,P51G,WORLD,THS_T,EU28	0 	0 	0.001 
NOX,CPA_S96,P52,DOM,T,EU28	50 	68 	40 
NOX,CPA_S96,P52,DOM,THS_T,EU28	0.05 	0.068 	0.04 
NOX,CPA_S96,P52,ROW,T,EU28	6 	11 	7 
NOX,CPA_S96,P52,ROW,THS_T,EU28	0.006 	0.011 	0.007 
NOX,CPA_S96,P52,WORLD,T,EU28	57 	79 	47 
NOX,CPA_S96,P52,WORLD,THS_T,EU28	0.057 	0.079 	0.047 
NOX,CPA_S96,P53,DOM,T,EU28	0 	0 	0 
NOX,CPA_S96,P53,DOM,THS_T,EU28	0 	0 	0 
NOX,CPA_S96,P53,ROW,T,EU28	0 	0 	0 
NOX,CPA_S96,P53,ROW,THS_T,EU28	0 	0 	0 
NOX,CPA_S96,P53,WORLD,T,EU28	0 	0 	0 
NOX,CPA_S96,P53,WORLD,THS_T,EU28	0 	0 	0 
NOX,CPA_S96,P5M,DOM,T,EU28	50 	68 	40 
NOX,CPA_S96,P5M,DOM,THS_T,EU28	0.05 	0.068 	0.04 
NOX,CPA_S96,P5M,ROW,T,EU28	6 	11 	7 
NOX,CPA_S96,P5M,ROW,THS_T,EU28	0.006 	0.011 	0.007 
NOX,CPA_S96,P5M,WORLD,T,EU28	57 	79 	47 
NOX,CPA_S96,P5M,WORLD,THS_T,EU28	0.057 	0.079 	0.047 
NOX,CPA_S96,P6,DOM,T,EU28	203 	264 	253 
NOX,CPA_S96,P6,DOM,THS_T,EU28	0.203 	0.264 	0.253 
NOX,CPA_S96,P6,ROW,T,EU28	44 	42 	41 
NOX,CPA_S96,P6,ROW,THS_T,EU28	0.044 	0.042 	0.041 
NOX,CPA_S96,P6,WORLD,T,EU28	247 	306 	294 
NOX,CPA_S96,P6,WORLD,THS_T,EU28	0.247 	0.306 	0.294 
NOX,CPA_S96,TFU,DOM,T,EU28	39720 	40385 	40705 
NOX,CPA_S96,TFU,DOM,THS_T,EU28	39.72 	40.385 	40.705 
NOX,CPA_S96,TFU,ROW,T,EU28	5652 	6838 	7040 
NOX,CPA_S96,TFU,ROW,THS_T,EU28	5.652 	6.838 	7.04 
NOX,CPA_S96,TFU,WORLD,T,EU28	45372 	47223 	47744 
NOX,CPA_S96,TFU,WORLD,THS_T,EU28	45.372 	47.223 	47.744 
NOX,CPA_T,P3,DOM,T,EU28	499 	849 	1000 
NOX,CPA_T,P3,DOM,THS_T,EU28	0.499 	0.849 	1 
NOX,CPA_T,P3,ROW,T,EU28	7 	58 	69 
NOX,CPA_T,P3,ROW,THS_T,EU28	0.007 	0.058 	0.069 
NOX,CPA_T,P3,WORLD,T,EU28	506 	907 	1069 
NOX,CPA_T,P3,WORLD,THS_T,EU28	0.506 	0.907 	1.069 
NOX,CPA_T,P3_S13,DOM,T,EU28	16 	22 	26 
NOX,CPA_T,P3_S13,DOM,THS_T,EU28	0.016 	0.022 	0.026 
NOX,CPA_T,P3_S13,ROW,T,EU28	0 	1 	2 
NOX,CPA_T,P3_S13,ROW,THS_T,EU28	0 	0.001 	0.002 
NOX,CPA_T,P3_S13,WORLD,T,EU28	16 	23 	28 
NOX,CPA_T,P3_S13,WORLD,THS_T,EU28	0.016 	0.023 	0.028 
NOX,CPA_T,P3_S14,DOM,T,EU28	483 	828 	974 
NOX,CPA_T,P3_S14,DOM,THS_T,EU28	0.483 	0.828 	0.974 
NOX,CPA_T,P3_S14,ROW,T,EU28	7 	57 	67 
NOX,CPA_T,P3_S14,ROW,THS_T,EU28	0.007 	0.057 	0.067 
NOX,CPA_T,P3_S14,WORLD,T,EU28	490 	884 	1041 
NOX,CPA_T,P3_S14,WORLD,THS_T,EU28	0.49 	0.884 	1.041 
NOX,CPA_T,P3_S15,DOM,T,EU28	0 	0 	0 
NOX,CPA_T,P3_S15,DOM,THS_T,EU28	0 	0 	0 
NOX,CPA_T,P3_S15,ROW,T,EU28	0 	0 	0 
NOX,CPA_T,P3_S15,ROW,THS_T,EU28	0 	0 	0 
NOX,CPA_T,P3_S15,WORLD,T,EU28	0 	0 	0 
NOX,CPA_T,P3_S15,WORLD,THS_T,EU28	0 	0 	0 
NOX,CPA_T,P5,DOM,T,EU28	0 	0 	0 
NOX,CPA_T,P5,DOM,THS_T,EU28	0 	0 	0 
NOX,CPA_T,P5,ROW,T,EU28	0 	0 	0 
NOX,CPA_T,P5,ROW,THS_T,EU28	0 	0 	0 
NOX,CPA_T,P5,WORLD,T,EU28	0 	0 	0 
NOX,CPA_T,P5,WORLD,THS_T,EU28	0 	0 	0 
