airpol;cpa08;t_cols;origin;unit;geo\time;2011;2010;2009;2008
CO;CPA_C19;P3_S13;ROW;T;EU27;113;146;71;112
CO;CPA_C19;P3_S13;ROW;THS_T;EU27;0.113;0.146;0.071;0.112
CO;CPA_C19;P3_S13;WORLD;T;EU27;308;339;162;231
CO;CPA_C19;P3_S13;WORLD;THS_T;EU27;0.308;0.339;0.162;0.231
CO;CPA_C19;P3_S14;DOM;T;EU27;121501;116928;77618;101529
CO;CPA_C19;P3_S14;DOM;THS_T;EU27;121.501;116.928;77.618;101.529
CO;CPA_C19;P3_S14;ROW;T;EU27;95235;112789;70008;103447
CO;CPA_C19;P3_S14;ROW;THS_T;EU27;95.235;112.789;70.008;103.447
CO;CPA_C19;P3_S14;WORLD;T;EU27;216736;229716;147626;204976
CO;CPA_C19;P3_S14;WORLD;THS_T;EU27;216.736;229.716;147.626;204.976
CO;CPA_C19;P3_S15;DOM;T;EU27;1;6;3;5
CO;CPA_C19;P3_S15;DOM;THS_T;EU27;0.001;0.006;0.003;0.005
CO;CPA_C19;P3_S15;ROW;T;EU27;1;4;3;4
CO;CPA_C19;P3_S15;ROW;THS_T;EU27;0.001;0.004;0.003;0.004
CO;CPA_C19;P3_S15;WORLD;T;EU27;1;10;6;9
CO;CPA_C19;P3_S15;WORLD;THS_T;EU27;0.001;0.01;0.006;0.009
CO;CPA_C19;P5;DOM;T;EU27;5698;2955;-1792;7355
CO;CPA_C19;P5;DOM;THS_T;EU27;5.698;2.955;-1.792;7.355
CO;CPA_C19;P5;ROW;T;EU27;5814;5200;-942;5533
CO;CPA_C19;P5;ROW;THS_T;EU27;5.814;5.2;-0.942;5.533
CO;CPA_C19;P5;WORLD;T;EU27;11513;8155;-2733;12888
CO;CPA_C19;P5;WORLD;THS_T;EU27;11.513;8.155;-2.733;12.888
CO;CPA_C19;P51;DOM;T;EU27;340;319;126;26
CO;CPA_C19;P51;DOM;THS_T;EU27;0.34;0.319;0.126;0.026
CO;CPA_C19;P51;ROW;T;EU27;263;360;276;149
CO;CPA_C19;P51;ROW;THS_T;EU27;0.263;0.36;0.276;0.149
CO;CPA_C19;P51;WORLD;T;EU27;603;679;402;174
CO;CPA_C19;P51;WORLD;THS_T;EU27;0.603;0.679;0.402;0.174
CO;CPA_C19;P52;DOM;T;EU27;5358;2636;-1918;7330
CO;CPA_C19;P52;DOM;THS_T;EU27;5.358;2.636;-1.918;7.33
CO;CPA_C19;P52;ROW;T;EU27;5551;4840;-1218;5384
CO;CPA_C19;P52;ROW;THS_T;EU27;5.551;4.84;-1.218;5.384
CO;CPA_C19;P52;WORLD;T;EU27;10910;7476;-3136;12714
CO;CPA_C19;P52;WORLD;THS_T;EU27;10.91;7.476;-3.136;12.714
CO;CPA_C19;P52_P53;DOM;T;EU27;5358;2636;-1918;7330
CO;CPA_C19;P52_P53;DOM;THS_T;EU27;5.358;2.636;-1.918;7.33
CO;CPA_C19;P52_P53;ROW;T;EU27;5551;4840;-1218;5384
CO;CPA_C19;P52_P53;ROW;THS_T;EU27;5.551;4.84;-1.218;5.384
CO;CPA_C19;P52_P53;WORLD;T;EU27;10910;7476;-3136;12714
CO;CPA_C19;P52_P53;WORLD;THS_T;EU27;10.91;7.476;-3.136;12.714
CO;CPA_C19;P53;DOM;T;EU27;0;0;0;0
CO;CPA_C19;P53;DOM;THS_T;EU27;0;0;0;0
CO;CPA_C19;P53;ROW;T;EU27;0;0;0;0
CO;CPA_C19;P53;ROW;THS_T;EU27;0;0;0;0
CO;CPA_C19;P53;WORLD;T;EU27;0;0;0;0
CO;CPA_C19;P53;WORLD;THS_T;EU27;0;0;0;0
CO;CPA_C19;P6;DOM;T;EU27;67133;61182;34846;46776
CO;CPA_C19;P6;DOM;THS_T;EU27;67.133;61.182;34.846;46.776
CO;CPA_C19;P6;ROW;T;EU27;44062;50296;25739;38774
CO;CPA_C19;P6;ROW;THS_T;EU27;44.062;50.296;25.739;38.774
CO;CPA_C19;P6;WORLD;T;EU27;111195;111478;60585;85550
CO;CPA_C19;P6;WORLD;THS_T;EU27;111.195;111.478;60.585;85.55
CO;CPA_C19;P6_S22;DOM;T;EU27;67133;61182;34846;46776
CO;CPA_C19;P6_S22;DOM;THS_T;EU27;67.133;61.182;34.846;46.776
CO;CPA_C19;P6_S22;ROW;T;EU27;44062;50296;25739;38774
CO;CPA_C19;P6_S22;ROW;THS_T;EU27;44.062;50.296;25.739;38.774
CO;CPA_C19;P6_S22;WORLD;T;EU27;111195;111478;60585;85550
CO;CPA_C19;P6_S22;WORLD;THS_T;EU27;111.195;111.478;60.585;85.55
CO;CPA_C20;FINUBP;DOM;T;EU27;236686;231660;192798;232423
CO;CPA_C20;FINUBP;DOM;THS_T;EU27;236.686;231.66;192.798;232.423
CO;CPA_C20;FINUBP;ROW;T;EU27;99737;88576;64945;86171
CO;CPA_C20;FINUBP;ROW;THS_T;EU27;99.737;88.576;64.945;86.171
CO;CPA_C20;FINUBP;WORLD;T;EU27;336423;320236;257744;318595
CO;CPA_C20;FINUBP;WORLD;THS_T;EU27;336.423;320.236;257.744;318.595
CO;CPA_C20;P3;DOM;T;EU27;58429;72768;71508;80128
CO;CPA_C20;P3;DOM;THS_T;EU27;58.429;72.768;71.508;80.128
CO;CPA_C20;P3;ROW;T;EU27;31603;32249;28583;35471
CO;CPA_C20;P3;ROW;THS_T;EU27;31.603;32.249;28.583;35.471
CO;CPA_C20;P3;WORLD;T;EU27;90033;105017;100091;115599
CO;CPA_C20;P3;WORLD;THS_T;EU27;90.033;105.017;100.091;115.599
CO;CPA_C20;P3_S13;DOM;T;EU27;1900;1985;1556;1800
CO;CPA_C20;P3_S13;DOM;THS_T;EU27;1.9;1.985;1.556;1.8
CO;CPA_C20;P3_S13;ROW;T;EU27;1063;883;643;1047
CO;CPA_C20;P3_S13;ROW;THS_T;EU27;1.063;0.883;0.643;1.047
CO;CPA_C20;P3_S13;WORLD;T;EU27;2963;2868;2199;2847
CO;CPA_C20;P3_S13;WORLD;THS_T;EU27;2.963;2.868;2.199;2.847
CO;CPA_C20;P3_S14;DOM;T;EU27;56529;70782;69951;78326
CO;CPA_C20;P3_S14;DOM;THS_T;EU27;56.529;70.782;69.951;78.326
CO;CPA_C20;P3_S14;ROW;T;EU27;30541;31366;27939;34424
CO;CPA_C20;P3_S14;ROW;THS_T;EU27;30.541;31.366;27.939;34.424
CO;CPA_C20;P3_S14;WORLD;T;EU27;87070;102148;97890;112749
CO;CPA_C20;P3_S14;WORLD;THS_T;EU27;87.07;102.148;97.89;112.749
CO;CPA_C20;P3_S15;DOM;T;EU27;0;1;1;2
CO;CPA_C20;P3_S15;DOM;THS_T;EU27;0;0.001;0.001;0.002
CO;CPA_C20;P3_S15;ROW;T;EU27;0;0;1;1
CO;CPA_C20;P3_S15;ROW;THS_T;EU27;0;0;0.001;0.001
CO;CPA_C20;P3_S15;WORLD;T;EU27;0;1;2;3
CO;CPA_C20;P3_S15;WORLD;THS_T;EU27;0;0.001;0.002;0.003
CO;CPA_C20;P5;DOM;T;EU27;15849;8122;-3654;1467
CO;CPA_C20;P5;DOM;THS_T;EU27;15.849;8.122;-3.654;1.467
CO;CPA_C20;P5;ROW;T;EU27;7853;4401;-870;418
CO;CPA_C20;P5;ROW;THS_T;EU27;7.853;4.401;-0.87;0.418
CO;CPA_C20;P5;WORLD;T;EU27;23702;12523;-4524;1885
CO;CPA_C20;P5;WORLD;THS_T;EU27;23.702;12.523;-4.524;1.885
CO;CPA_C20;P51;DOM;T;EU27;322;325;124;71
CO;CPA_C20;P51;DOM;THS_T;EU27;0.322;0.325;0.124;0.071
CO;CPA_C20;P51;ROW;T;EU27;160;129;45;35
CO;CPA_C20;P51;ROW;THS_T;EU27;0.16;0.129;0.045;0.035
CO;CPA_C20;P51;WORLD;T;EU27;482;454;169;106
CO;CPA_C20;P51;WORLD;THS_T;EU27;0.482;0.454;0.169;0.106
CO;CPA_C20;P52;DOM;T;EU27;15527;7797;-3777;1396
CO;CPA_C20;P52;DOM;THS_T;EU27;15.527;7.797;-3.777;1.396
CO;CPA_C20;P52;ROW;T;EU27;7694;4272;-916;383
CO;CPA_C20;P52;ROW;THS_T;EU27;7.694;4.272;-0.916;0.383
CO;CPA_C20;P52;WORLD;T;EU27;23220;12069;-4693;1779
CO;CPA_C20;P52;WORLD;THS_T;EU27;23.22;12.069;-4.693;1.779
CO;CPA_C20;P52_P53;DOM;T;EU27;15527;7797;-3777;1396
CO;CPA_C20;P52_P53;DOM;THS_T;EU27;15.527;7.797;-3.777;1.396
CO;CPA_C20;P52_P53;ROW;T;EU27;7694;4272;-916;383
CO;CPA_C20;P52_P53;ROW;THS_T;EU27;7.694;4.272;-0.916;0.383
CO;CPA_C20;P52_P53;WORLD;T;EU27;23220;12069;-4693;1779
CO;CPA_C20;P52_P53;WORLD;THS_T;EU27;23.22;12.069;-4.693;1.779
CO;CPA_C20;P53;DOM;T;EU27;0;0;0;0
CO;CPA_C20;P53;DOM;THS_T;EU27;0;0;0;0
CO;CPA_C20;P53;ROW;T;EU27;0;0;0;0
CO;CPA_C20;P53;ROW;THS_T;EU27;0;0;0;0
CO;CPA_C20;P53;WORLD;T;EU27;0;0;0;0
CO;CPA_C20;P53;WORLD;THS_T;EU27;0;0;0;0
CO;CPA_C20;P6;DOM;T;EU27;162408;150771;124944;150828
CO;CPA_C20;P6;DOM;THS_T;EU27;162.408;150.771;124.944;150.828
CO;CPA_C20;P6;ROW;T;EU27;60280;51926;37233;50282
CO;CPA_C20;P6;ROW;THS_T;EU27;60.28;51.926;37.233;50.282
CO;CPA_C20;P6;WORLD;T;EU27;222688;202697;162177;201111
CO;CPA_C20;P6;WORLD;THS_T;EU27;222.688;202.697;162.177;201.111
CO;CPA_C20;P6_S22;DOM;T;EU27;162408;150771;124944;150828
CO;CPA_C20;P6_S22;DOM;THS_T;EU27;162.408;150.771;124.944;150.828
CO;CPA_C20;P6_S22;ROW;T;EU27;60280;51926;37233;50282
CO;CPA_C20;P6_S22;ROW;THS_T;EU27;60.28;51.926;37.233;50.282
CO;CPA_C20;P6_S22;WORLD;T;EU27;222688;202697;162177;201111
CO;CPA_C20;P6_S22;WORLD;THS_T;EU27;222.688;202.697;162.177;201.111
CO;CPA_C21;FINUBP;DOM;T;EU27;67452;64298;66507;72174
CO;CPA_C21;FINUBP;DOM;THS_T;EU27;67.452;64.298;66.507;72.174
CO;CPA_C21;FINUBP;ROW;T;EU27;52057;51538;44271;61493
CO;CPA_C21;FINUBP;ROW;THS_T;EU27;52.057;51.538;44.271;61.493
CO;CPA_C21;FINUBP;WORLD;T;EU27;119509;115836;110778;133667
CO;CPA_C21;FINUBP;WORLD;THS_T;EU27;119.509;115.836;110.778;133.667
CO;CPA_C21;P3;DOM;T;EU27;32507;32944;35355;41370
CO;CPA_C21;P3;DOM;THS_T;EU27;32.507;32.944;35.355;41.37
CO;CPA_C21;P3;ROW;T;EU27;30791;32279;26970;32220
CO;CPA_C21;P3;ROW;THS_T;EU27;30.791;32.279;26.97;32.22
CO;CPA_C21;P3;WORLD;T;EU27;63298;65223;62325;73590
CO;CPA_C21;P3;WORLD;THS_T;EU27;63.298;65.223;62.325;73.59
CO;CPA_C21;P3_S13;DOM;T;EU27;19906;18857;20889;23175
CO;CPA_C21;P3_S13;DOM;THS_T;EU27;19.906;18.857;20.889;23.175
CO;CPA_C21;P3_S13;ROW;T;EU27;18648;18702;16124;19646
CO;CPA_C21;P3_S13;ROW;THS_T;EU27;18.648;18.702;16.124;19.646
CO;CPA_C21;P3_S13;WORLD;T;EU27;38554;37559;37013;42821
CO;CPA_C21;P3_S13;WORLD;THS_T;EU27;38.554;37.559;37.013;42.821
CO;CPA_C21;P3_S14;DOM;T;EU27;12593;14076;14454;18172
CO;CPA_C21;P3_S14;DOM;THS_T;EU27;12.593;14.076;14.454;18.172
CO;CPA_C21;P3_S14;ROW;T;EU27;12138;13569;10839;12563
CO;CPA_C21;P3_S14;ROW;THS_T;EU27;12.138;13.569;10.839;12.563
CO;CPA_C21;P3_S14;WORLD;T;EU27;24732;27645;25293;30734
CO;CPA_C21;P3_S14;WORLD;THS_T;EU27;24.732;27.645;25.293;30.734
CO;CPA_C21;P3_S15;DOM;T;EU27;8;11;12;23
CO;CPA_C21;P3_S15;DOM;THS_T;EU27;0.008;0.011;0.012;0.023
CO;CPA_C21;P3_S15;ROW;T;EU27;4;8;7;12
CO;CPA_C21;P3_S15;ROW;THS_T;EU27;0.004;0.008;0.007;0.012
CO;CPA_C21;P3_S15;WORLD;T;EU27;12;18;19;35
CO;CPA_C21;P3_S15;WORLD;THS_T;EU27;0.012;0.018;0.019;0.035
CO;CPA_C21;P5;DOM;T;EU27;-3382;-4234;-4911;2412
CO;CPA_C21;P5;DOM;THS_T;EU27;-3.382;-4.234;-4.911;2.412
CO;CPA_C21;P5;ROW;T;EU27;-103;-767;2277;14779
CO;CPA_C21;P5;ROW;THS_T;EU27;-0.103;-0.767;2.277;14.779
CO;CPA_C21;P5;WORLD;T;EU27;-3485;-5001;-2634;17191
CO;CPA_C21;P5;WORLD;THS_T;EU27;-3.485;-5.001;-2.634;17.191
CO;CPA_C21;P51;DOM;T;EU27;9;9;2;0
CO;CPA_C21;P51;DOM;THS_T;EU27;0.009;0.009;0.002;0
CO;CPA_C21;P51;ROW;T;EU27;7;6;1;0
CO;CPA_C21;P51;ROW;THS_T;EU27;0.007;0.006;0.001;0
CO;CPA_C21;P51;WORLD;T;EU27;16;15;3;0
CO;CPA_C21;P51;WORLD;THS_T;EU27;0.016;0.015;0.003;0
CO;CPA_C21;P52;DOM;T;EU27;-3391;-4243;-4913;2412
CO;CPA_C21;P52;DOM;THS_T;EU27;-3.391;-4.243;-4.913;2.412
CO;CPA_C21;P52;ROW;T;EU27;-110;-773;1899;14456
CO;CPA_C21;P52;ROW;THS_T;EU27;-0.11;-0.773;1.899;14.456
CO;CPA_C21;P52;WORLD;T;EU27;-3501;-5016;-3014;16868
CO;CPA_C21;P52;WORLD;THS_T;EU27;-3.501;-5.016;-3.014;16.868
CO;CPA_C21;P52_P53;DOM;T;EU27;-3391;-4243;-4913;2412
CO;CPA_C21;P52_P53;DOM;THS_T;EU27;-3.391;-4.243;-4.913;2.412
CO;CPA_C21;P52_P53;ROW;T;EU27;-110;-773;2276;14779
CO;CPA_C21;P52_P53;ROW;THS_T;EU27;-0.11;-0.773;2.276;14.779
CO;CPA_C21;P52_P53;WORLD;T;EU27;-3501;-5016;-2637;17191
CO;CPA_C21;P52_P53;WORLD;THS_T;EU27;-3.501;-5.016;-2.637;17.191
CO;CPA_C21;P53;DOM;T;EU27;0;0;0;0
CO;CPA_C21;P53;DOM;THS_T;EU27;0;0;0;0
CO;CPA_C21;P53;ROW;T;EU27;0;0;377;323
CO;CPA_C21;P53;ROW;THS_T;EU27;0;0;0.377;0.323
CO;CPA_C21;P53;WORLD;T;EU27;0;0;377;323
CO;CPA_C21;P53;WORLD;THS_T;EU27;0;0;0.377;0.323
CO;CPA_C21;P6;DOM;T;EU27;38327;35588;36063;28391
CO;CPA_C21;P6;DOM;THS_T;EU27;38.327;35.588;36.063;28.391
CO;CPA_C21;P6;ROW;T;EU27;21369;20026;15024;14494
CO;CPA_C21;P6;ROW;THS_T;EU27;21.369;20.026;15.024;14.494
CO;CPA_C21;P6;WORLD;T;EU27;59696;55614;51087;42885
CO;CPA_C21;P6;WORLD;THS_T;EU27;59.696;55.614;51.087;42.885
CO;CPA_C21;P6_S22;DOM;T;EU27;38327;35588;36063;28391
CO;CPA_C21;P6_S22;DOM;THS_T;EU27;38.327;35.588;36.063;28.391
CO;CPA_C21;P6_S22;ROW;T;EU27;21369;20026;15024;14494
CO;CPA_C21;P6_S22;ROW;THS_T;EU27;21.369;20.026;15.024;14.494
CO;CPA_C21;P6_S22;WORLD;T;EU27;59696;55614;51087;42885
CO;CPA_C21;P6_S22;WORLD;THS_T;EU27;59.696;55.614;51.087;42.885
CO;CPA_C22;FINUBP;DOM;T;EU27;49989;51564;47854;66903
CO;CPA_C22;FINUBP;DOM;THS_T;EU27;49.989;51.564;47.854;66.903
CO;CPA_C22;FINUBP;ROW;T;EU27;27213;23703;17435;27850
CO;CPA_C22;FINUBP;ROW;THS_T;EU27;27.213;23.703;17.435;27.85
CO;CPA_C22;FINUBP;WORLD;T;EU27;77201;75267;65289;94754
CO;CPA_C22;FINUBP;WORLD;THS_T;EU27;77.201;75.267;65.289;94.754
CO;CPA_C22;P3;DOM;T;EU27;17764;20394;22874;27705
CO;CPA_C22;P3;DOM;THS_T;EU27;17.764;20.394;22.874;27.705
CO;CPA_C22;P3;ROW;T;EU27;12082;10756;9598;12883
CO;CPA_C22;P3;ROW;THS_T;EU27;12.082;10.756;9.598;12.883
CO;CPA_C22;P3;WORLD;T;EU27;29846;31150;32472;40587
CO;CPA_C22;P3;WORLD;THS_T;EU27;29.846;31.15;32.472;40.587
CO;CPA_C22;P3_S13;DOM;T;EU27;78;71;36;56
CO;CPA_C22;P3_S13;DOM;THS_T;EU27;0.078;0.071;0.036;0.056
CO;CPA_C22;P3_S13;ROW;T;EU27;39;28;14;25
CO;CPA_C22;P3_S13;ROW;THS_T;EU27;0.039;0.028;0.014;0.025
CO;CPA_C22;P3_S13;WORLD;T;EU27;117;99;50;81
CO;CPA_C22;P3_S13;WORLD;THS_T;EU27;0.117;0.099;0.05;0.081
CO;CPA_C22;P3_S14;DOM;T;EU27;17686;20323;22838;27649
CO;CPA_C22;P3_S14;DOM;THS_T;EU27;17.686;20.323;22.838;27.649
CO;CPA_C22;P3_S14;ROW;T;EU27;12043;10728;9584;12857
CO;CPA_C22;P3_S14;ROW;THS_T;EU27;12.043;10.728;9.584;12.857
CO;CPA_C22;P3_S14;WORLD;T;EU27;29729;31052;32423;40506
CO;CPA_C22;P3_S14;WORLD;THS_T;EU27;29.729;31.052;32.423;40.506
CO;CPA_C22;P3_S15;DOM;T;EU27;0;0;0;0
CO;CPA_C22;P3_S15;DOM;THS_T;EU27;0;0;0;0
CO;CPA_C22;P3_S15;ROW;T;EU27;0;0;0;0
CO;CPA_C22;P3_S15;ROW;THS_T;EU27;0;0;0;0
CO;CPA_C22;P3_S15;WORLD;T;EU27;0;0;0;0
CO;CPA_C22;P3_S15;WORLD;THS_T;EU27;0;0;0;0
CO;CPA_C22;P5;DOM;T;EU27;4087;3633;-400;3576
CO;CPA_C22;P5;DOM;THS_T;EU27;4.087;3.633;-0.4;3.576
CO;CPA_C22;P5;ROW;T;EU27;2003;1541;186;2512
CO;CPA_C22;P5;ROW;THS_T;EU27;2.003;1.541;0.186;2.512
CO;CPA_C22;P5;WORLD;T;EU27;6089;5174;-214;6088
CO;CPA_C22;P5;WORLD;THS_T;EU27;6.089;5.174;-0.214;6.088
CO;CPA_C22;P51;DOM;T;EU27;1959;1967;1993;2392
CO;CPA_C22;P51;DOM;THS_T;EU27;1.959;1.967;1.993;2.392
CO;CPA_C22;P51;ROW;T;EU27;1135;878;708;974
CO;CPA_C22;P51;ROW;THS_T;EU27;1.135;0.878;0.708;0.974
CO;CPA_C22;P51;WORLD;T;EU27;3094;2845;2701;3366
CO;CPA_C22;P51;WORLD;THS_T;EU27;3.094;2.845;2.701;3.366
CO;CPA_C22;P52;DOM;T;EU27;2127;1667;-2393;1184
CO;CPA_C22;P52;DOM;THS_T;EU27;2.127;1.667;-2.393;1.184
CO;CPA_C22;P52;ROW;T;EU27;868;663;-522;1538
CO;CPA_C22;P52;ROW;THS_T;EU27;0.868;0.663;-0.522;1.538
CO;CPA_C22;P52;WORLD;T;EU27;2995;2329;-2915;2722
CO;CPA_C22;P52;WORLD;THS_T;EU27;2.995;2.329;-2.915;2.722
CO;CPA_C22;P52_P53;DOM;T;EU27;2127;1667;-2393;1184
CO;CPA_C22;P52_P53;DOM;THS_T;EU27;2.127;1.667;-2.393;1.184
CO;CPA_C22;P52_P53;ROW;T;EU27;868;663;-522;1538
CO;CPA_C22;P52_P53;ROW;THS_T;EU27;0.868;0.663;-0.522;1.538
CO;CPA_C22;P52_P53;WORLD;T;EU27;2995;2329;-2915;2722
CO;CPA_C22;P52_P53;WORLD;THS_T;EU27;2.995;2.329;-2.915;2.722
CO;CPA_C22;P53;DOM;T;EU27;0;0;0;0
CO;CPA_C22;P53;DOM;THS_T;EU27;0;0;0;0
CO;CPA_C22;P53;ROW;T;EU27;0;0;0;0
CO;CPA_C22;P53;ROW;THS_T;EU27;0;0;0;0
CO;CPA_C22;P53;WORLD;T;EU27;0;0;0;0
CO;CPA_C22;P53;WORLD;THS_T;EU27;0;0;0;0
CO;CPA_C22;P6;DOM;T;EU27;28138;27536;25379;35622
CO;CPA_C22;P6;DOM;THS_T;EU27;28.138;27.536;25.379;35.622
CO;CPA_C22;P6;ROW;T;EU27;13128;11406;7651;12456
CO;CPA_C22;P6;ROW;THS_T;EU27;13.128;11.406;7.651;12.456
CO;CPA_C22;P6;WORLD;T;EU27;41266;38942;33030;48078
CO;CPA_C22;P6;WORLD;THS_T;EU27;41.266;38.942;33.03;48.078
CO;CPA_C22;P6_S22;DOM;T;EU27;28138;27536;25379;35622
CO;CPA_C22;P6_S22;DOM;THS_T;EU27;28.138;27.536;25.379;35.622
CO;CPA_C22;P6_S22;ROW;T;EU27;13128;11406;7651;12456
CO;CPA_C22;P6_S22;ROW;THS_T;EU27;13.128;11.406;7.651;12.456
CO;CPA_C22;P6_S22;WORLD;T;EU27;41266;38942;33030;48078
CO;CPA_C22;P6_S22;WORLD;THS_T;EU27;41.266;38.942;33.03;48.078
CO;CPA_C23;FINUBP;DOM;T;EU27;80039;84015;56273;88149
CO;CPA_C23;FINUBP;DOM;THS_T;EU27;80.039;84.015;56.273;88.149
CO;CPA_C23;FINUBP;ROW;T;EU27;14071;14159;9979;17393
CO;CPA_C23;FINUBP;ROW;THS_T;EU27;14.071;14.159;9.979;17.393
CO;CPA_C23;FINUBP;WORLD;T;EU27;94110;98174;66252;105541
CO;CPA_C23;FINUBP;WORLD;THS_T;EU27;94.11;98.174;66.252;105.541
CO;CPA_C23;P3;DOM;T;EU27;31073;35702;26974;31107
CO;CPA_C23;P3;DOM;THS_T;EU27;31.073;35.702;26.974;31.107
CO;CPA_C23;P3;ROW;T;EU27;6746;7300;5247;7310
CO;CPA_C23;P3;ROW;THS_T;EU27;6.746;7.3;5.247;7.31
CO;CPA_C23;P3;WORLD;T;EU27;37819;43001;32221;38417
CO;CPA_C23;P3;WORLD;THS_T;EU27;37.819;43.001;32.221;38.417
CO;CPA_C23;P3_S13;DOM;T;EU27;33;30;1;0
CO;CPA_C23;P3_S13;DOM;THS_T;EU27;0.033;0.03;0.001;0
CO;CPA_C23;P3_S13;ROW;T;EU27;6;4;0;0
CO;CPA_C23;P3_S13;ROW;THS_T;EU27;0.006;0.004;0;0
CO;CPA_C23;P3_S13;WORLD;T;EU27;40;34;1;0
CO;CPA_C23;P3_S13;WORLD;THS_T;EU27;0.04;0.034;0.001;0
CO;CPA_C23;P3_S14;DOM;T;EU27;31040;35672;26974;31107
CO;CPA_C23;P3_S14;DOM;THS_T;EU27;31.04;35.672;26.974;31.107
CO;CPA_C23;P3_S14;ROW;T;EU27;6739;7295;5246;7310
CO;CPA_C23;P3_S14;ROW;THS_T;EU27;6.739;7.295;5.246;7.31
CO;CPA_C23;P3_S14;WORLD;T;EU27;37779;42967;32220;38417
CO;CPA_C23;P3_S14;WORLD;THS_T;EU27;37.779;42.967;32.22;38.417
CO;CPA_C23;P3_S15;DOM;T;EU27;0;0;0;0
CO;CPA_C23;P3_S15;DOM;THS_T;EU27;0;0;0;0
CO;CPA_C23;P3_S15;ROW;T;EU27;0;0;0;0
CO;CPA_C23;P3_S15;ROW;THS_T;EU27;0;0;0;0
CO;CPA_C23;P3_S15;WORLD;T;EU27;0;0;0;0
CO;CPA_C23;P3_S15;WORLD;THS_T;EU27;0;0;0;0
CO;CPA_C23;P5;DOM;T;EU27;5637;5100;-600;15874
CO;CPA_C23;P5;DOM;THS_T;EU27;5.637;5.1;-0.6;15.874
CO;CPA_C23;P5;ROW;T;EU27;1136;1141;233;2656
CO;CPA_C23;P5;ROW;THS_T;EU27;1.136;1.141;0.233;2.656
CO;CPA_C23;P5;WORLD;T;EU27;6774;6241;-366;18531
CO;CPA_C23;P5;WORLD;THS_T;EU27;6.774;6.241;-0.366;18.531
CO;CPA_C23;P51;DOM;T;EU27;3260;3200;2127;2503
CO;CPA_C23;P51;DOM;THS_T;EU27;3.26;3.2;2.127;2.503
CO;CPA_C23;P51;ROW;T;EU27;660;605;420;615
CO;CPA_C23;P51;ROW;THS_T;EU27;0.66;0.605;0.42;0.615
CO;CPA_C23;P51;WORLD;T;EU27;3920;3805;2547;3118
CO;CPA_C23;P51;WORLD;THS_T;EU27;3.92;3.805;2.547;3.118
CO;CPA_C23;P52;DOM;T;EU27;2377;1900;-2727;13371
CO;CPA_C23;P52;DOM;THS_T;EU27;2.377;1.9;-2.727;13.371
CO;CPA_C23;P52;ROW;T;EU27;477;536;-187;2041
CO;CPA_C23;P52;ROW;THS_T;EU27;0.477;0.536;-0.187;2.041
CO;CPA_C23;P52;WORLD;T;EU27;2853;2436;-2914;15412
CO;CPA_C23;P52;WORLD;THS_T;EU27;2.853;2.436;-2.914;15.412
CO;CPA_C23;P52_P53;DOM;T;EU27;2377;1900;-2727;13371
CO;CPA_C23;P52_P53;DOM;THS_T;EU27;2.377;1.9;-2.727;13.371
CO;CPA_C23;P52_P53;ROW;T;EU27;477;536;-187;2041
CO;CPA_C23;P52_P53;ROW;THS_T;EU27;0.477;0.536;-0.187;2.041
CO;CPA_C23;P52_P53;WORLD;T;EU27;2853;2436;-2914;15412
CO;CPA_C23;P52_P53;WORLD;THS_T;EU27;2.853;2.436;-2.914;15.412
CO;CPA_C23;P53;DOM;T;EU27;0;0;0;0
CO;CPA_C23;P53;DOM;THS_T;EU27;0;0;0;0
CO;CPA_C23;P53;ROW;T;EU27;0;0;0;0
CO;CPA_C23;P53;ROW;THS_T;EU27;0;0;0;0
CO;CPA_C23;P53;WORLD;T;EU27;0;0;0;0
CO;CPA_C23;P53;WORLD;THS_T;EU27;0;0;0;0
CO;CPA_C23;P6;DOM;T;EU27;43329;43213;29898;41168
CO;CPA_C23;P6;DOM;THS_T;EU27;43.329;43.213;29.898;41.168
CO;CPA_C23;P6;ROW;T;EU27;6189;5718;4500;7426
CO;CPA_C23;P6;ROW;THS_T;EU27;6.189;5.718;4.5;7.426
CO;CPA_C23;P6;WORLD;T;EU27;49518;48931;34398;48594
CO;CPA_C23;P6;WORLD;THS_T;EU27;49.518;48.931;34.398;48.594
CO;CPA_C23;P6_S22;DOM;T;EU27;43329;43213;29898;41168
CO;CPA_C23;P6_S22;DOM;THS_T;EU27;43.329;43.213;29.898;41.168
CO;CPA_C23;P6_S22;ROW;T;EU27;6189;5718;4500;7426
CO;CPA_C23;P6_S22;ROW;THS_T;EU27;6.189;5.718;4.5;7.426
CO;CPA_C23;P6_S22;WORLD;T;EU27;49518;48931;34398;48594
CO;CPA_C23;P6_S22;WORLD;THS_T;EU27;49.518;48.931;34.398;48.594
CO;CPA_C24;FINUBP;DOM;T;EU27;1101693;1009501;422463;950596
CO;CPA_C24;FINUBP;DOM;THS_T;EU27;1101.693;1009.501;422.463;950.596
CO;CPA_C24;FINUBP;ROW;T;EU27;279694;202647;81035;181866
CO;CPA_C24;FINUBP;ROW;THS_T;EU27;279.694;202.647;81.035;181.866
CO;CPA_C24;FINUBP;WORLD;T;EU27;1381387;1212148;503497;1132461
CO;CPA_C24;FINUBP;WORLD;THS_T;EU27;1381.387;1212.148;503.497;1132.461
CO;CPA_C24;P3;DOM;T;EU27;6170;7326;4087;5750
