airpol;cpa08;t_cols;origin;unit;geo\time;2011;2010;2009;2008
N2O;CPA_J61;P51;DOM;T;EU27;13;8;6;6
N2O;CPA_J61;P51;DOM;THS_T;EU27;0.013;0.008;0.006;0.006
N2O;CPA_J61;P51;ROW;T;EU27;5;3;2;2
N2O;CPA_J61;P51;ROW;THS_T;EU27;0.005;0.003;0.002;0.002
N2O;CPA_J61;P51;WORLD;T;EU27;18;11;8;8
N2O;CPA_J61;P51;WORLD;THS_T;EU27;0.018;0.011;0.008;0.008
N2O;CPA_J61;P52;DOM;T;EU27;3;1;0;-11
N2O;CPA_J61;P52;DOM;THS_T;EU27;0.003;0.001;0;-0.011
N2O;CPA_J61;P52;ROW;T;EU27;2;0;0;-3
N2O;CPA_J61;P52;ROW;THS_T;EU27;0.002;0;0;-0.003
N2O;CPA_J61;P52;WORLD;T;EU27;4;0;0;-15
N2O;CPA_J61;P52;WORLD;THS_T;EU27;0.004;0;0;-0.015
N2O;CPA_J61;P52_P53;DOM;T;EU27;3;1;0;-11
N2O;CPA_J61;P52_P53;DOM;THS_T;EU27;0.003;0.001;0;-0.011
N2O;CPA_J61;P52_P53;ROW;T;EU27;2;0;0;-3
N2O;CPA_J61;P52_P53;ROW;THS_T;EU27;0.002;0;0;-0.003
N2O;CPA_J61;P52_P53;WORLD;T;EU27;4;0;0;-15
N2O;CPA_J61;P52_P53;WORLD;THS_T;EU27;0.004;0;0;-0.015
N2O;CPA_J61;P53;DOM;T;EU27;0;0;0;0
N2O;CPA_J61;P53;DOM;THS_T;EU27;0;0;0;0
N2O;CPA_J61;P53;ROW;T;EU27;0;0;0;0
N2O;CPA_J61;P53;ROW;THS_T;EU27;0;0;0;0
N2O;CPA_J61;P53;WORLD;T;EU27;0;0;0;0
N2O;CPA_J61;P53;WORLD;THS_T;EU27;0;0;0;0
N2O;CPA_J61;P6;DOM;T;EU27;163;145;147;144
N2O;CPA_J61;P6;DOM;THS_T;EU27;0.163;0.145;0.147;0.144
N2O;CPA_J61;P6;ROW;T;EU27;63;52;48;49
N2O;CPA_J61;P6;ROW;THS_T;EU27;0.063;0.052;0.048;0.049
N2O;CPA_J61;P6;WORLD;T;EU27;226;197;195;193
N2O;CPA_J61;P6;WORLD;THS_T;EU27;0.226;0.197;0.195;0.193
N2O;CPA_J61;P6_S22;DOM;T;EU27;163;145;147;144
N2O;CPA_J61;P6_S22;DOM;THS_T;EU27;0.163;0.145;0.147;0.144
N2O;CPA_J61;P6_S22;ROW;T;EU27;63;52;48;49
N2O;CPA_J61;P6_S22;ROW;THS_T;EU27;0.063;0.052;0.048;0.049
N2O;CPA_J61;P6_S22;WORLD;T;EU27;226;197;195;193
N2O;CPA_J61;P6_S22;WORLD;THS_T;EU27;0.226;0.197;0.195;0.193
N2O;CPA_J62_J63;FINUBP;DOM;T;EU27;2787;2288;3209;3758
N2O;CPA_J62_J63;FINUBP;DOM;THS_T;EU27;2.787;2.288;3.209;3.758
N2O;CPA_J62_J63;FINUBP;ROW;T;EU27;852;724;859;1011
N2O;CPA_J62_J63;FINUBP;ROW;THS_T;EU27;0.852;0.724;0.859;1.011
N2O;CPA_J62_J63;FINUBP;WORLD;T;EU27;3639;3012;4067;4769
N2O;CPA_J62_J63;FINUBP;WORLD;THS_T;EU27;3.639;3.012;4.067;4.769
N2O;CPA_J62_J63;P3;DOM;T;EU27;66;57;47;39
N2O;CPA_J62_J63;P3;DOM;THS_T;EU27;0.066;0.057;0.047;0.039
N2O;CPA_J62_J63;P3;ROW;T;EU27;20;18;13;11
N2O;CPA_J62_J63;P3;ROW;THS_T;EU27;0.02;0.018;0.013;0.011
N2O;CPA_J62_J63;P3;WORLD;T;EU27;86;75;60;50
N2O;CPA_J62_J63;P3;WORLD;THS_T;EU27;0.086;0.075;0.06;0.05
N2O;CPA_J62_J63;P3_S13;DOM;T;EU27;26;24;11;8
N2O;CPA_J62_J63;P3_S13;DOM;THS_T;EU27;0.026;0.024;0.011;0.008
N2O;CPA_J62_J63;P3_S13;ROW;T;EU27;7;7;3;2
N2O;CPA_J62_J63;P3_S13;ROW;THS_T;EU27;0.007;0.007;0.003;0.002
N2O;CPA_J62_J63;P3_S13;WORLD;T;EU27;34;30;14;10
N2O;CPA_J62_J63;P3_S13;WORLD;THS_T;EU27;0.034;0.03;0.014;0.01
N2O;CPA_J62_J63;P3_S14;DOM;T;EU27;39;33;36;31
N2O;CPA_J62_J63;P3_S14;DOM;THS_T;EU27;0.039;0.033;0.036;0.031
N2O;CPA_J62_J63;P3_S14;ROW;T;EU27;13;11;10;9
N2O;CPA_J62_J63;P3_S14;ROW;THS_T;EU27;0.013;0.011;0.01;0.009
N2O;CPA_J62_J63;P3_S14;WORLD;T;EU27;51;44;46;40
N2O;CPA_J62_J63;P3_S14;WORLD;THS_T;EU27;0.051;0.044;0.046;0.04
N2O;CPA_J62_J63;P3_S15;DOM;T;EU27;1;1;0;0
N2O;CPA_J62_J63;P3_S15;DOM;THS_T;EU27;0.001;0.001;0;0
N2O;CPA_J62_J63;P3_S15;ROW;T;EU27;0;0;0;0
N2O;CPA_J62_J63;P3_S15;ROW;THS_T;EU27;0;0;0;0
N2O;CPA_J62_J63;P3_S15;WORLD;T;EU27;1;1;0;0
N2O;CPA_J62_J63;P3_S15;WORLD;THS_T;EU27;0.001;0.001;0;0
N2O;CPA_J62_J63;P5;DOM;T;EU27;2076;1785;2569;3106
N2O;CPA_J62_J63;P5;DOM;THS_T;EU27;2.076;1.785;2.569;3.106
N2O;CPA_J62_J63;P5;ROW;T;EU27;649;570;690;846
N2O;CPA_J62_J63;P5;ROW;THS_T;EU27;0.649;0.57;0.69;0.846
N2O;CPA_J62_J63;P5;WORLD;T;EU27;2725;2355;3258;3952
N2O;CPA_J62_J63;P5;WORLD;THS_T;EU27;2.725;2.355;3.258;3.952
N2O;CPA_J62_J63;P51;DOM;T;EU27;2088;1783;2571;3095
N2O;CPA_J62_J63;P51;DOM;THS_T;EU27;2.088;1.783;2.571;3.095
N2O;CPA_J62_J63;P51;ROW;T;EU27;652;570;690;843
N2O;CPA_J62_J63;P51;ROW;THS_T;EU27;0.652;0.57;0.69;0.843
N2O;CPA_J62_J63;P51;WORLD;T;EU27;2740;2353;3262;3938
N2O;CPA_J62_J63;P51;WORLD;THS_T;EU27;2.74;2.353;3.262;3.938
N2O;CPA_J62_J63;P52;DOM;T;EU27;-12;2;-3;11
N2O;CPA_J62_J63;P52;DOM;THS_T;EU27;-0.012;0.002;-0.003;0.011
N2O;CPA_J62_J63;P52;ROW;T;EU27;-3;1;-1;3
N2O;CPA_J62_J63;P52;ROW;THS_T;EU27;-0.003;0.001;-0.001;0.003
N2O;CPA_J62_J63;P52;WORLD;T;EU27;-15;2;-3;14
N2O;CPA_J62_J63;P52;WORLD;THS_T;EU27;-0.015;0.002;-0.003;0.014
N2O;CPA_J62_J63;P52_P53;DOM;T;EU27;-12;2;-3;11
N2O;CPA_J62_J63;P52_P53;DOM;THS_T;EU27;-0.012;0.002;-0.003;0.011
N2O;CPA_J62_J63;P52_P53;ROW;T;EU27;-3;1;-1;3
N2O;CPA_J62_J63;P52_P53;ROW;THS_T;EU27;-0.003;0.001;-0.001;0.003
N2O;CPA_J62_J63;P52_P53;WORLD;T;EU27;-15;2;-3;14
N2O;CPA_J62_J63;P52_P53;WORLD;THS_T;EU27;-0.015;0.002;-0.003;0.014
N2O;CPA_J62_J63;P53;DOM;T;EU27;0;0;0;0
N2O;CPA_J62_J63;P53;DOM;THS_T;EU27;0;0;0;0
N2O;CPA_J62_J63;P53;ROW;T;EU27;0;0;0;0
N2O;CPA_J62_J63;P53;ROW;THS_T;EU27;0;0;0;0
N2O;CPA_J62_J63;P53;WORLD;T;EU27;0;0;0;0
N2O;CPA_J62_J63;P53;WORLD;THS_T;EU27;0;0;0;0
N2O;CPA_J62_J63;P6;DOM;T;EU27;645;446;593;612
N2O;CPA_J62_J63;P6;DOM;THS_T;EU27;0.645;0.446;0.593;0.612
N2O;CPA_J62_J63;P6;ROW;T;EU27;183;135;156;155
N2O;CPA_J62_J63;P6;ROW;THS_T;EU27;0.183;0.135;0.156;0.155
N2O;CPA_J62_J63;P6;WORLD;T;EU27;828;581;749;767
N2O;CPA_J62_J63;P6;WORLD;THS_T;EU27;0.828;0.581;0.749;0.767
N2O;CPA_J62_J63;P6_S22;DOM;T;EU27;645;446;593;612
N2O;CPA_J62_J63;P6_S22;DOM;THS_T;EU27;0.645;0.446;0.593;0.612
N2O;CPA_J62_J63;P6_S22;ROW;T;EU27;183;135;156;155
N2O;CPA_J62_J63;P6_S22;ROW;THS_T;EU27;0.183;0.135;0.156;0.155
N2O;CPA_J62_J63;P6_S22;WORLD;T;EU27;828;581;749;767
N2O;CPA_J62_J63;P6_S22;WORLD;THS_T;EU27;0.828;0.581;0.749;0.767
N2O;CPA_K64;FINUBP;DOM;T;EU27;1352;1254;1554;1975
N2O;CPA_K64;FINUBP;DOM;THS_T;EU27;1.352;1.254;1.554;1.975
N2O;CPA_K64;FINUBP;ROW;T;EU27;523;393;442;637
N2O;CPA_K64;FINUBP;ROW;THS_T;EU27;0.523;0.393;0.442;0.637
N2O;CPA_K64;FINUBP;WORLD;T;EU27;1875;1647;1997;2612
N2O;CPA_K64;FINUBP;WORLD;THS_T;EU27;1.875;1.647;1.997;2.612
N2O;CPA_K64;P3;DOM;T;EU27;957;915;1169;1475
N2O;CPA_K64;P3;DOM;THS_T;EU27;0.957;0.915;1.169;1.475
N2O;CPA_K64;P3;ROW;T;EU27;361;278;323;477
N2O;CPA_K64;P3;ROW;THS_T;EU27;0.361;0.278;0.323;0.477
N2O;CPA_K64;P3;WORLD;T;EU27;1318;1193;1492;1952
N2O;CPA_K64;P3;WORLD;THS_T;EU27;1.318;1.193;1.492;1.952
N2O;CPA_K64;P3_S13;DOM;T;EU27;1;1;0;0
N2O;CPA_K64;P3_S13;DOM;THS_T;EU27;0.001;0.001;0;0
N2O;CPA_K64;P3_S13;ROW;T;EU27;0;0;0;0
N2O;CPA_K64;P3_S13;ROW;THS_T;EU27;0;0;0;0
N2O;CPA_K64;P3_S13;WORLD;T;EU27;1;1;1;0
N2O;CPA_K64;P3_S13;WORLD;THS_T;EU27;0.001;0.001;0.001;0
N2O;CPA_K64;P3_S14;DOM;T;EU27;956;914;1169;1475
N2O;CPA_K64;P3_S14;DOM;THS_T;EU27;0.956;0.914;1.169;1.475
N2O;CPA_K64;P3_S14;ROW;T;EU27;361;278;323;477
N2O;CPA_K64;P3_S14;ROW;THS_T;EU27;0.361;0.278;0.323;0.477
N2O;CPA_K64;P3_S14;WORLD;T;EU27;1317;1192;1492;1952
N2O;CPA_K64;P3_S14;WORLD;THS_T;EU27;1.317;1.192;1.492;1.952
N2O;CPA_K64;P3_S15;DOM;T;EU27;0;0;0;0
N2O;CPA_K64;P3_S15;DOM;THS_T;EU27;0;0;0;0
N2O;CPA_K64;P3_S15;ROW;T;EU27;0;0;0;0
N2O;CPA_K64;P3_S15;ROW;THS_T;EU27;0;0;0;0
N2O;CPA_K64;P3_S15;WORLD;T;EU27;0;0;0;0
N2O;CPA_K64;P3_S15;WORLD;THS_T;EU27;0;0;0;0
N2O;CPA_K64;P5;DOM;T;EU27;1;4;2;103
N2O;CPA_K64;P5;DOM;THS_T;EU27;0.001;0.004;0.002;0.103
N2O;CPA_K64;P5;ROW;T;EU27;0;2;0;28
N2O;CPA_K64;P5;ROW;THS_T;EU27;0;0.002;0;0.028
N2O;CPA_K64;P5;WORLD;T;EU27;2;6;2;131
N2O;CPA_K64;P5;WORLD;THS_T;EU27;0.002;0.006;0.002;0.131
N2O;CPA_K64;P51;DOM;T;EU27;4;4;2;1
N2O;CPA_K64;P51;DOM;THS_T;EU27;0.004;0.004;0.002;0.001
N2O;CPA_K64;P51;ROW;T;EU27;2;1;1;1
N2O;CPA_K64;P51;ROW;THS_T;EU27;0.002;0.001;0.001;0.001
N2O;CPA_K64;P51;WORLD;T;EU27;6;6;2;2
N2O;CPA_K64;P51;WORLD;THS_T;EU27;0.006;0.006;0.002;0.002
N2O;CPA_K64;P52;DOM;T;EU27;-3;0;0;101
N2O;CPA_K64;P52;DOM;THS_T;EU27;-0.003;0;0;0.101
N2O;CPA_K64;P52;ROW;T;EU27;-2;1;0;28
N2O;CPA_K64;P52;ROW;THS_T;EU27;-0.002;0.001;0;0.028
N2O;CPA_K64;P52;WORLD;T;EU27;-5;0;0;129
N2O;CPA_K64;P52;WORLD;THS_T;EU27;-0.005;0;0;0.129
N2O;CPA_K64;P52_P53;DOM;T;EU27;-3;0;0;101
N2O;CPA_K64;P52_P53;DOM;THS_T;EU27;-0.003;0;0;0.101
N2O;CPA_K64;P52_P53;ROW;T;EU27;-2;1;0;28
N2O;CPA_K64;P52_P53;ROW;THS_T;EU27;-0.002;0.001;0;0.028
N2O;CPA_K64;P52_P53;WORLD;T;EU27;-5;0;0;129
N2O;CPA_K64;P52_P53;WORLD;THS_T;EU27;-0.005;0;0;0.129
N2O;CPA_K64;P53;DOM;T;EU27;0;0;0;0
N2O;CPA_K64;P53;DOM;THS_T;EU27;0;0;0;0
N2O;CPA_K64;P53;ROW;T;EU27;0;0;0;0
N2O;CPA_K64;P53;ROW;THS_T;EU27;0;0;0;0
N2O;CPA_K64;P53;WORLD;T;EU27;0;0;0;0
N2O;CPA_K64;P53;WORLD;THS_T;EU27;0;0;0;0
N2O;CPA_K64;P6;DOM;T;EU27;394;336;383;396
N2O;CPA_K64;P6;DOM;THS_T;EU27;0.394;0.336;0.383;0.396
N2O;CPA_K64;P6;ROW;T;EU27;161;113;119;132
N2O;CPA_K64;P6;ROW;THS_T;EU27;0.161;0.113;0.119;0.132
N2O;CPA_K64;P6;WORLD;T;EU27;555;448;502;528
N2O;CPA_K64;P6;WORLD;THS_T;EU27;0.555;0.448;0.502;0.528
N2O;CPA_K64;P6_S22;DOM;T;EU27;394;336;383;396
N2O;CPA_K64;P6_S22;DOM;THS_T;EU27;0.394;0.336;0.383;0.396
N2O;CPA_K64;P6_S22;ROW;T;EU27;161;113;119;132
N2O;CPA_K64;P6_S22;ROW;THS_T;EU27;0.161;0.113;0.119;0.132
N2O;CPA_K64;P6_S22;WORLD;T;EU27;555;448;502;528
N2O;CPA_K64;P6_S22;WORLD;THS_T;EU27;0.555;0.448;0.502;0.528
N2O;CPA_K65;FINUBP;DOM;T;EU27;1579;1515;2112;2590
N2O;CPA_K65;FINUBP;DOM;THS_T;EU27;1.579;1.515;2.112;2.59
N2O;CPA_K65;FINUBP;ROW;T;EU27;566;441;566;674
N2O;CPA_K65;FINUBP;ROW;THS_T;EU27;0.566;0.441;0.566;0.674
N2O;CPA_K65;FINUBP;WORLD;T;EU27;2145;1956;2678;3264
N2O;CPA_K65;FINUBP;WORLD;THS_T;EU27;2.145;1.956;2.678;3.264
N2O;CPA_K65;P3;DOM;T;EU27;1375;1338;1862;2321
N2O;CPA_K65;P3;DOM;THS_T;EU27;1.375;1.338;1.862;2.321
N2O;CPA_K65;P3;ROW;T;EU27;493;386;497;604
N2O;CPA_K65;P3;ROW;THS_T;EU27;0.493;0.386;0.497;0.604
N2O;CPA_K65;P3;WORLD;T;EU27;1868;1724;2360;2926
N2O;CPA_K65;P3;WORLD;THS_T;EU27;1.868;1.724;2.36;2.926
N2O;CPA_K65;P3_S13;DOM;T;EU27;1;1;0;0
N2O;CPA_K65;P3_S13;DOM;THS_T;EU27;0.001;0.001;0;0
N2O;CPA_K65;P3_S13;ROW;T;EU27;0;0;0;0
N2O;CPA_K65;P3_S13;ROW;THS_T;EU27;0;0;0;0
N2O;CPA_K65;P3_S13;WORLD;T;EU27;1;1;0;0
N2O;CPA_K65;P3_S13;WORLD;THS_T;EU27;0.001;0.001;0;0
N2O;CPA_K65;P3_S14;DOM;T;EU27;1374;1337;1862;2321
N2O;CPA_K65;P3_S14;DOM;THS_T;EU27;1.374;1.337;1.862;2.321
N2O;CPA_K65;P3_S14;ROW;T;EU27;493;386;497;604
N2O;CPA_K65;P3_S14;ROW;THS_T;EU27;0.493;0.386;0.497;0.604
N2O;CPA_K65;P3_S14;WORLD;T;EU27;1867;1723;2359;2925
N2O;CPA_K65;P3_S14;WORLD;THS_T;EU27;1.867;1.723;2.359;2.925
N2O;CPA_K65;P3_S15;DOM;T;EU27;0;0;0;0
N2O;CPA_K65;P3_S15;DOM;THS_T;EU27;0;0;0;0
N2O;CPA_K65;P3_S15;ROW;T;EU27;0;0;0;0
N2O;CPA_K65;P3_S15;ROW;THS_T;EU27;0;0;0;0
N2O;CPA_K65;P3_S15;WORLD;T;EU27;0;0;0;0
N2O;CPA_K65;P3_S15;WORLD;THS_T;EU27;0;0;0;0
N2O;CPA_K65;P5;DOM;T;EU27;1;1;2;1
N2O;CPA_K65;P5;DOM;THS_T;EU27;0.001;0.001;0.002;0.001
N2O;CPA_K65;P5;ROW;T;EU27;0;1;1;0
N2O;CPA_K65;P5;ROW;THS_T;EU27;0;0.001;0.001;0
N2O;CPA_K65;P5;WORLD;T;EU27;2;2;3;1
N2O;CPA_K65;P5;WORLD;THS_T;EU27;0.002;0.002;0.003;0.001
N2O;CPA_K65;P51;DOM;T;EU27;1;2;1;0
N2O;CPA_K65;P51;DOM;THS_T;EU27;0.001;0.002;0.001;0
N2O;CPA_K65;P51;ROW;T;EU27;0;0;0;0
N2O;CPA_K65;P51;ROW;THS_T;EU27;0;0;0;0
N2O;CPA_K65;P51;WORLD;T;EU27;2;2;1;0
N2O;CPA_K65;P51;WORLD;THS_T;EU27;0.002;0.002;0.001;0
N2O;CPA_K65;P52;DOM;T;EU27;0;0;1;1
N2O;CPA_K65;P52;DOM;THS_T;EU27;0;0;0.001;0.001
N2O;CPA_K65;P52;ROW;T;EU27;0;0;0;0
N2O;CPA_K65;P52;ROW;THS_T;EU27;0;0;0;0
N2O;CPA_K65;P52;WORLD;T;EU27;0;0;2;1
N2O;CPA_K65;P52;WORLD;THS_T;EU27;0;0;0.002;0.001
N2O;CPA_K65;P52_P53;DOM;T;EU27;0;0;1;1
N2O;CPA_K65;P52_P53;DOM;THS_T;EU27;0;0;0.001;0.001
N2O;CPA_K65;P52_P53;ROW;T;EU27;0;0;0;0
N2O;CPA_K65;P52_P53;ROW;THS_T;EU27;0;0;0;0
N2O;CPA_K65;P52_P53;WORLD;T;EU27;0;0;2;1
N2O;CPA_K65;P52_P53;WORLD;THS_T;EU27;0;0;0.002;0.001
N2O;CPA_K65;P53;DOM;T;EU27;0;0;0;0
N2O;CPA_K65;P53;DOM;THS_T;EU27;0;0;0;0
N2O;CPA_K65;P53;ROW;T;EU27;0;0;0;0
N2O;CPA_K65;P53;ROW;THS_T;EU27;0;0;0;0
N2O;CPA_K65;P53;WORLD;T;EU27;0;0;0;0
N2O;CPA_K65;P53;WORLD;THS_T;EU27;0;0;0;0
N2O;CPA_K65;P6;DOM;T;EU27;203;176;248;268
N2O;CPA_K65;P6;DOM;THS_T;EU27;0.203;0.176;0.248;0.268
N2O;CPA_K65;P6;ROW;T;EU27;73;54;68;69
N2O;CPA_K65;P6;ROW;THS_T;EU27;0.073;0.054;0.068;0.069
N2O;CPA_K65;P6;WORLD;T;EU27;275;230;316;337
N2O;CPA_K65;P6;WORLD;THS_T;EU27;0.275;0.23;0.316;0.337
N2O;CPA_K65;P6_S22;DOM;T;EU27;203;176;248;268
N2O;CPA_K65;P6_S22;DOM;THS_T;EU27;0.203;0.176;0.248;0.268
N2O;CPA_K65;P6_S22;ROW;T;EU27;73;54;68;69
N2O;CPA_K65;P6_S22;ROW;THS_T;EU27;0.073;0.054;0.068;0.069
N2O;CPA_K65;P6_S22;WORLD;T;EU27;275;230;316;337
N2O;CPA_K65;P6_S22;WORLD;THS_T;EU27;0.275;0.23;0.316;0.337
N2O;CPA_K66;FINUBP;DOM;T;EU27;298;301;242;167
N2O;CPA_K66;FINUBP;DOM;THS_T;EU27;0.298;0.301;0.242;0.167
N2O;CPA_K66;FINUBP;ROW;T;EU27;108;89;71;56
N2O;CPA_K66;FINUBP;ROW;THS_T;EU27;0.108;0.089;0.071;0.056
N2O;CPA_K66;FINUBP;WORLD;T;EU27;406;389;313;223
N2O;CPA_K66;FINUBP;WORLD;THS_T;EU27;0.406;0.389;0.313;0.223
N2O;CPA_K66;P3;DOM;T;EU27;110;122;117;79
N2O;CPA_K66;P3;DOM;THS_T;EU27;0.11;0.122;0.117;0.079
N2O;CPA_K66;P3;ROW;T;EU27;38;34;32;23
N2O;CPA_K66;P3;ROW;THS_T;EU27;0.038;0.034;0.032;0.023
N2O;CPA_K66;P3;WORLD;T;EU27;148;156;149;102
N2O;CPA_K66;P3;WORLD;THS_T;EU27;0.148;0.156;0.149;0.102
N2O;CPA_K66;P3_S13;DOM;T;EU27;0;0;0;0
N2O;CPA_K66;P3_S13;DOM;THS_T;EU27;0;0;0;0
N2O;CPA_K66;P3_S13;ROW;T;EU27;0;0;0;0
N2O;CPA_K66;P3_S13;ROW;THS_T;EU27;0;0;0;0
N2O;CPA_K66;P3_S13;WORLD;T;EU27;1;1;0;0
N2O;CPA_K66;P3_S13;WORLD;THS_T;EU27;0.001;0.001;0;0
N2O;CPA_K66;P3_S14;DOM;T;EU27;109;121;116;78
N2O;CPA_K66;P3_S14;DOM;THS_T;EU27;0.109;0.121;0.116;0.078
N2O;CPA_K66;P3_S14;ROW;T;EU27;38;34;32;23
N2O;CPA_K66;P3_S14;ROW;THS_T;EU27;0.038;0.034;0.032;0.023
N2O;CPA_K66;P3_S14;WORLD;T;EU27;147;155;149;101
N2O;CPA_K66;P3_S14;WORLD;THS_T;EU27;0.147;0.155;0.149;0.101
N2O;CPA_K66;P3_S15;DOM;T;EU27;0;0;0;0
N2O;CPA_K66;P3_S15;DOM;THS_T;EU27;0;0;0;0
N2O;CPA_K66;P3_S15;ROW;T;EU27;0;0;0;0
N2O;CPA_K66;P3_S15;ROW;THS_T;EU27;0;0;0;0
N2O;CPA_K66;P3_S15;WORLD;T;EU27;0;0;0;0
N2O;CPA_K66;P3_S15;WORLD;THS_T;EU27;0;0;0;0
N2O;CPA_K66;P5;DOM;T;EU27;7;5;5;6
N2O;CPA_K66;P5;DOM;THS_T;EU27;0.007;0.005;0.005;0.006
N2O;CPA_K66;P5;ROW;T;EU27;3;1;1;1
N2O;CPA_K66;P5;ROW;THS_T;EU27;0.003;0.001;0.001;0.001
N2O;CPA_K66;P5;WORLD;T;EU27;10;7;6;7
N2O;CPA_K66;P5;WORLD;THS_T;EU27;0.01;0.007;0.006;0.007
N2O;CPA_K66;P51;DOM;T;EU27;5;5;5;5
N2O;CPA_K66;P51;DOM;THS_T;EU27;0.005;0.005;0.005;0.005
N2O;CPA_K66;P51;ROW;T;EU27;2;1;1;1
N2O;CPA_K66;P51;ROW;THS_T;EU27;0.002;0.001;0.001;0.001
N2O;CPA_K66;P51;WORLD;T;EU27;7;6;6;7
N2O;CPA_K66;P51;WORLD;THS_T;EU27;0.007;0.006;0.006;0.007
N2O;CPA_K66;P52;DOM;T;EU27;2;0;0;0
N2O;CPA_K66;P52;DOM;THS_T;EU27;0.002;0;0;0
N2O;CPA_K66;P52;ROW;T;EU27;1;0;0;0
N2O;CPA_K66;P52;ROW;THS_T;EU27;0.001;0;0;0
N2O;CPA_K66;P52;WORLD;T;EU27;3;0;0;0
N2O;CPA_K66;P52;WORLD;THS_T;EU27;0.003;0;0;0
N2O;CPA_K66;P52_P53;DOM;T;EU27;2;0;0;0
N2O;CPA_K66;P52_P53;DOM;THS_T;EU27;0.002;0;0;0
N2O;CPA_K66;P52_P53;ROW;T;EU27;1;0;0;0
N2O;CPA_K66;P52_P53;ROW;THS_T;EU27;0.001;0;0;0
N2O;CPA_K66;P52_P53;WORLD;T;EU27;3;0;0;0
N2O;CPA_K66;P52_P53;WORLD;THS_T;EU27;0.003;0;0;0
N2O;CPA_K66;P53;DOM;T;EU27;0;0;0;0
N2O;CPA_K66;P53;DOM;THS_T;EU27;0;0;0;0
N2O;CPA_K66;P53;ROW;T;EU27;0;0;0;0
N2O;CPA_K66;P53;ROW;THS_T;EU27;0;0;0;0
N2O;CPA_K66;P53;WORLD;T;EU27;0;0;0;0
N2O;CPA_K66;P53;WORLD;THS_T;EU27;0;0;0;0
N2O;CPA_K66;P6;DOM;T;EU27;181;173;120;82
N2O;CPA_K66;P6;DOM;THS_T;EU27;0.181;0.173;0.12;0.082
N2O;CPA_K66;P6;ROW;T;EU27;67;53;38;32
N2O;CPA_K66;P6;ROW;THS_T;EU27;0.067;0.053;0.038;0.032
N2O;CPA_K66;P6;WORLD;T;EU27;248;227;158;114
N2O;CPA_K66;P6;WORLD;THS_T;EU27;0.248;0.227;0.158;0.114
N2O;CPA_K66;P6_S22;DOM;T;EU27;181;173;120;82
N2O;CPA_K66;P6_S22;DOM;THS_T;EU27;0.181;0.173;0.12;0.082
N2O;CPA_K66;P6_S22;ROW;T;EU27;67;53;38;32
N2O;CPA_K66;P6_S22;ROW;THS_T;EU27;0.067;0.053;0.038;0.032
N2O;CPA_K66;P6_S22;WORLD;T;EU27;248;227;158;114
N2O;CPA_K66;P6_S22;WORLD;THS_T;EU27;0.248;0.227;0.158;0.114
N2O;CPA_L68;FINUBP;DOM;T;EU27;10456;9852;12258;7792
N2O;CPA_L68;FINUBP;DOM;THS_T;EU27;10.456;9.852;12.258;7.792
N2O;CPA_L68;FINUBP;ROW;T;EU27;2361;1913;2119;1750
N2O;CPA_L68;FINUBP;ROW;THS_T;EU27;2.361;1.913;2.119;1.75
N2O;CPA_L68;FINUBP;WORLD;T;EU27;12817;11765;14377;9542
N2O;CPA_L68;FINUBP;WORLD;THS_T;EU27;12.817;11.765;14.377;9.542
N2O;CPA_L68;P3;DOM;T;EU27;10022;9476;11973;7262
N2O;CPA_L68;P3;DOM;THS_T;EU27;10.022;9.476;11.973;7.262
N2O;CPA_L68;P3;ROW;T;EU27;2266;1840;2062;1640
N2O;CPA_L68;P3;ROW;THS_T;EU27;2.266;1.84;2.062;1.64
N2O;CPA_L68;P3;WORLD;T;EU27;12288;11316;14035;8903
N2O;CPA_L68;P3;WORLD;THS_T;EU27;12.288;11.316;14.035;8.903
N2O;CPA_L68;P3_S13;DOM;T;EU27;234;229;169;29
N2O;CPA_L68;P3_S13;DOM;THS_T;EU27;0.234;0.229;0.169;0.029
N2O;CPA_L68;P3_S13;ROW;T;EU27;51;44;33;11
N2O;CPA_L68;P3_S13;ROW;THS_T;EU27;0.051;0.044;0.033;0.011
N2O;CPA_L68;P3_S13;WORLD;T;EU27;285;273;203;40
N2O;CPA_L68;P3_S13;WORLD;THS_T;EU27;0.285;0.273;0.203;0.04
N2O;CPA_L68;P3_S14;DOM;T;EU27;9786;9243;11799;7225
N2O;CPA_L68;P3_S14;DOM;THS_T;EU27;9.786;9.243;11.799;7.225
N2O;CPA_L68;P3_S14;ROW;T;EU27;2215;1796;2028;1627
N2O;CPA_L68;P3_S14;ROW;THS_T;EU27;2.215;1.796;2.028;1.627
N2O;CPA_L68;P3_S14;WORLD;T;EU27;12000;11039;13827;8852
N2O;CPA_L68;P3_S14;WORLD;THS_T;EU27;12;11.039;13.827;8.852
N2O;CPA_L68;P3_S15;DOM;T;EU27;3;4;4;9
N2O;CPA_L68;P3_S15;DOM;THS_T;EU27;0.003;0.004;0.004;0.009
N2O;CPA_L68;P3_S15;ROW;T;EU27;1;1;1;2
N2O;CPA_L68;P3_S15;ROW;THS_T;EU27;0.001;0.001;0.001;0.002
N2O;CPA_L68;P3_S15;WORLD;T;EU27;3;5;5;10
N2O;CPA_L68;P3_S15;WORLD;THS_T;EU27;0.003;0.005;0.005;0.01
N2O;CPA_L68;P5;DOM;T;EU27;396;343;265;489
