airpol;cpa02;t_cols;origin;unit;geo\time;2007;2006;2005;2004;2003;2002;2001;2000 
NH3;CPA_O92;P3_S13;DOM;T;EU27;9201;8355;8143;7873;8303;7914;7686;7827
NH3;CPA_O92;P3_S13;DOM;THS_T;EU27;9.201;8.355;8.143;7.873;8.303;7.914;7.686;7.827
NH3;CPA_O92;P3_S13;WORLD;T;EU27;10508;9333;9048;8714;9221;8869;8666;8840
NH3;CPA_O92;P3_S13;WORLD;THS_T;EU27;10.508;9.333;9.048;8.714;9.221;8.869;8.666;8.84
NH3;CPA_O92;P3_S14;DOM;T;EU27;22796;23638;22710;22962;23515;22484;22423;22066
NH3;CPA_O92;P3_S14;DOM;THS_T;EU27;22.796;23.638;22.71;22.962;23.515;22.484;22.423;22.066
NH3;CPA_O92;P3_S14;WORLD;T;EU27;26363;26660;25470;25644;26347;25438;25568;25234
NH3;CPA_O92;P3_S14;WORLD;THS_T;EU27;26.363;26.66;25.47;25.644;26.347;25.438;25.568;25.234
NH3;CPA_O92;P3_S15;DOM;T;EU27;2927;2872;2853;2802;2923;2930;2863;2743
NH3;CPA_O92;P3_S15;DOM;THS_T;EU27;2.927;2.872;2.853;2.802;2.923;2.93;2.863;2.743
NH3;CPA_O92;P3_S15;WORLD;T;EU27;3353;3225;3185;3117;3263;3308;3253;3121
NH3;CPA_O92;P3_S15;WORLD;THS_T;EU27;3.353;3.225;3.185;3.117;3.263;3.308;3.253;3.121
NH3;CPA_O92;P5;DOM;T;EU27;2431;2326;2347;2304;2316;2170;2291;2404
NH3;CPA_O92;P5;DOM;THS_T;EU27;2.431;2.326;2.347;2.304;2.316;2.17;2.291;2.404
NH3;CPA_O92;P5;WORLD;T;EU27;2845;2637;2651;2592;2614;2487;2614;2751
NH3;CPA_O92;P5;WORLD;THS_T;EU27;2.845;2.637;2.651;2.592;2.614;2.487;2.614;2.751
NH3;CPA_O92;P51;DOM;T;EU27;2134;2173;2176;2148;2171;2075;2208;2290
NH3;CPA_O92;P51;DOM;THS_T;EU27;2.134;2.173;2.176;2.148;2.171;2.075;2.208;2.29
NH3;CPA_O92;P51;WORLD;T;EU27;2487;2461;2456;2417;2451;2375;2518;2615
NH3;CPA_O92;P51;WORLD;THS_T;EU27;2.487;2.461;2.456;2.417;2.451;2.375;2.518;2.615
NH3;CPA_O92;P52;DOM;T;EU27;100;123;106;95;70;25;32;65
NH3;CPA_O92;P52;DOM;THS_T;EU27;0.1;0.123;0.106;0.095;0.07;0.025;0.032;0.065
NH3;CPA_O92;P52;WORLD;T;EU27;115;138;118;105;78;28;35;74
NH3;CPA_O92;P52;WORLD;THS_T;EU27;0.115;0.138;0.118;0.105;0.078;0.028;0.035;0.074
NH3;CPA_O92;P52_P53;DOM;T;EU27;297;153;171;156;144;95;83;114
NH3;CPA_O92;P52_P53;DOM;THS_T;EU27;0.297;0.153;0.171;0.156;0.144;0.095;0.083;0.114
NH3;CPA_O92;P52_P53;WORLD;T;EU27;358;176;195;175;163;111;96;136
NH3;CPA_O92;P52_P53;WORLD;THS_T;EU27;0.358;0.176;0.195;0.175;0.163;0.111;0.096;0.136
NH3;CPA_O92;P53;DOM;T;EU27;196;30;66;62;75;70;51;49
NH3;CPA_O92;P53;DOM;THS_T;EU27;0.196;0.03;0.066;0.062;0.075;0.07;0.051;0.049
NH3;CPA_O92;P53;WORLD;T;EU27;243;38;77;70;85;84;61;62
NH3;CPA_O92;P53;WORLD;THS_T;EU27;0.243;0.038;0.077;0.07;0.085;0.084;0.061;0.062
NH3;CPA_O92;P6;DOM;T;EU27;1863;1717;1640;1731;1605;1697;1755;1800
NH3;CPA_O92;P6;DOM;THS_T;EU27;1.863;1.717;1.64;1.731;1.605;1.697;1.755;1.8
NH3;CPA_O92;P6;WORLD;T;EU27;2246;1953;1856;1949;1813;1953;2030;2079
NH3;CPA_O92;P6;WORLD;THS_T;EU27;2.246;1.953;1.856;1.949;1.813;1.953;2.03;2.079
NH3;CPA_O92;P6_X_P7;WORLD;T;EU27;-684;16;233;237;168;-65;-387;-238
NH3;CPA_O92;P6_X_P7;WORLD;THS_T;EU27;-0.684;0.016;0.233;0.237;0.168;-0.065;-0.387;-0.238
NH3;CPA_O92;P7;ROW;T;EU27;-2930;-1937;-1623;-1712;-1645;-2018;-2417;-2317
NH3;CPA_O92;P7;ROW;THS_T;EU27;-2.93;-1.937;-1.623;-1.712;-1.645;-2.018;-2.417;-2.317
NH3;CPA_O93;FINUBP;DOM;T;EU27;7704;9187;9326;9178;9963;9863;10517;11336
NH3;CPA_O93;FINUBP;DOM;THS_T;EU27;7.704;9.187;9.326;9.178;9.963;9.863;10.517;11.336
NH3;CPA_O93;FINUBP;WORLD;T;EU27;8995;10601;10609;10333;11461;11422;12211;13149
NH3;CPA_O93;FINUBP;WORLD;THS_T;EU27;8.995;10.601;10.609;10.333;11.461;11.422;12.211;13.149
NH3;CPA_O93;P3;DOM;T;EU27;7250;8681;8551;8484;9350;9241;9604;10410
NH3;CPA_O93;P3;DOM;THS_T;EU27;7.25;8.681;8.551;8.484;9.35;9.241;9.604;10.41
NH3;CPA_O93;P3;WORLD;T;EU27;8419;9940;9730;9565;10678;10618;11018;11942
NH3;CPA_O93;P3;WORLD;THS_T;EU27;8.419;9.94;9.73;9.565;10.678;10.618;11.018;11.942
NH3;CPA_O93;P3_P5;WORLD;T;EU27;8836;10444;10128;9945;11224;11187;11575;12543
NH3;CPA_O93;P3_P5;WORLD;THS_T;EU27;8.836;10.444;10.128;9.945;11.224;11.187;11.575;12.543
NH3;CPA_O93;P3_S13;DOM;T;EU27;176;197;192;166;196;177;207;200
NH3;CPA_O93;P3_S13;DOM;THS_T;EU27;0.176;0.197;0.192;0.166;0.196;0.177;0.207;0.2
NH3;CPA_O93;P3_S13;WORLD;T;EU27;203;225;219;188;222;202;236;229
NH3;CPA_O93;P3_S13;WORLD;THS_T;EU27;0.203;0.225;0.219;0.188;0.222;0.202;0.236;0.229
NH3;CPA_O93;P3_S14;DOM;T;EU27;7051;8450;8323;8284;9119;9027;9354;10161
NH3;CPA_O93;P3_S14;DOM;THS_T;EU27;7.051;8.45;8.323;8.284;9.119;9.027;9.354;10.161
NH3;CPA_O93;P3_S14;WORLD;T;EU27;8189;9677;9470;9340;10415;10373;10733;11658
NH3;CPA_O93;P3_S14;WORLD;THS_T;EU27;8.189;9.677;9.47;9.34;10.415;10.373;10.733;11.658
NH3;CPA_O93;P3_S15;DOM;T;EU27;23;34;36;33;36;37;42;48
NH3;CPA_O93;P3_S15;DOM;THS_T;EU27;0.023;0.034;0.036;0.033;0.036;0.037;0.042;0.048
NH3;CPA_O93;P3_S15;WORLD;T;EU27;27;39;41;37;40;43;48;55
NH3;CPA_O93;P3_S15;WORLD;THS_T;EU27;0.027;0.039;0.041;0.037;0.04;0.043;0.048;0.055
NH3;CPA_O93;P5;DOM;T;EU27;325;384;359;350;425;437;422;456
NH3;CPA_O93;P5;DOM;THS_T;EU27;0.325;0.384;0.359;0.35;0.425;0.437;0.422;0.456
NH3;CPA_O93;P5;WORLD;T;EU27;416;503;399;380;546;569;557;601
NH3;CPA_O93;P5;WORLD;THS_T;EU27;0.416;0.503;0.399;0.38;0.546;0.569;0.557;0.601
NH3;CPA_O93;P51;DOM;T;EU27;323;382;357;348;423;436;423;455
NH3;CPA_O93;P51;DOM;THS_T;EU27;0.323;0.382;0.357;0.348;0.423;0.436;0.423;0.455
NH3;CPA_O93;P51;WORLD;T;EU27;414;501;396;377;544;567;557;599
NH3;CPA_O93;P51;WORLD;THS_T;EU27;0.414;0.501;0.396;0.377;0.544;0.567;0.557;0.599
NH3;CPA_O93;P52;DOM;T;EU27;2;2;2;2;2;1;0;2
NH3;CPA_O93;P52;DOM;THS_T;EU27;0.002;0.002;0.002;0.002;0.002;0.001;0;0.002
NH3;CPA_O93;P52;WORLD;T;EU27;2;2;2;2;2;1;-1;2
NH3;CPA_O93;P52;WORLD;THS_T;EU27;0.002;0.002;0.002;0.002;0.002;0.001;-0.001;0.002
NH3;CPA_O93;P52_P53;DOM;T;EU27;2;2;2;2;2;1;0;2
NH3;CPA_O93;P52_P53;DOM;THS_T;EU27;0.002;0.002;0.002;0.002;0.002;0.001;0;0.002
NH3;CPA_O93;P52_P53;WORLD;T;EU27;2;2;2;2;2;1;-1;2
NH3;CPA_O93;P52_P53;WORLD;THS_T;EU27;0.002;0.002;0.002;0.002;0.002;0.001;-0.001;0.002
NH3;CPA_O93;P6;DOM;T;EU27;130;122;416;345;188;185;492;469
NH3;CPA_O93;P6;DOM;THS_T;EU27;0.13;0.122;0.416;0.345;0.188;0.185;0.492;0.469
NH3;CPA_O93;P6;WORLD;T;EU27;159;157;480;388;236;235;636;606
NH3;CPA_O93;P6;WORLD;THS_T;EU27;0.159;0.157;0.48;0.388;0.236;0.235;0.636;0.606
NH3;CPA_O93;P6_X_P7;WORLD;T;EU27;-225;-365;456;365;-282;-321;45;-21
NH3;CPA_O93;P6_X_P7;WORLD;THS_T;EU27;-0.225;-0.365;0.456;0.365;-0.282;-0.321;0.045;-0.021
NH3;CPA_O93;P7;ROW;T;EU27;-384;-522;-25;-23;-518;-555;-591;-627
NH3;CPA_O93;P7;ROW;THS_T;EU27;-0.384;-0.522;-0.025;-0.023;-0.518;-0.555;-0.591;-0.627
NH3;CPA_P95;FINUBP;DOM;T;EU27;11;36;39;35;34;37;44;43
NH3;CPA_P95;FINUBP;DOM;THS_T;EU27;0.011;0.036;0.039;0.035;0.034;0.037;0.044;0.043
NH3;CPA_P95;FINUBP;WORLD;T;EU27;19;50;53;47;47;51;59;58
NH3;CPA_P95;FINUBP;WORLD;THS_T;EU27;0.019;0.05;0.053;0.047;0.047;0.051;0.059;0.058
NH3;CPA_P95;P3;DOM;T;EU27;11;36;39;35;34;37;44;43
NH3;CPA_P95;P3;DOM;THS_T;EU27;0.011;0.036;0.039;0.035;0.034;0.037;0.044;0.043
NH3;CPA_P95;P3;WORLD;T;EU27;19;50;53;47;47;51;59;58
NH3;CPA_P95;P3;WORLD;THS_T;EU27;0.019;0.05;0.053;0.047;0.047;0.051;0.059;0.058
NH3;CPA_P95;P3_P5;WORLD;T;EU27;19;50;53;47;47;51;59;58
NH3;CPA_P95;P3_P5;WORLD;THS_T;EU27;0.019;0.05;0.053;0.047;0.047;0.051;0.059;0.058
NH3;CPA_P95;P3_S13;DOM;T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P3_S13;DOM;THS_T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P3_S13;WORLD;T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P3_S13;WORLD;THS_T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P3_S14;DOM;T;EU27;11;36;39;35;34;37;44;43
NH3;CPA_P95;P3_S14;DOM;THS_T;EU27;0.011;0.036;0.039;0.035;0.034;0.037;0.044;0.043
NH3;CPA_P95;P3_S14;WORLD;T;EU27;19;50;52;47;47;51;59;58
NH3;CPA_P95;P3_S14;WORLD;THS_T;EU27;0.019;0.05;0.052;0.047;0.047;0.051;0.059;0.058
NH3;CPA_P95;P3_S15;DOM;T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P3_S15;DOM;THS_T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P3_S15;WORLD;T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P3_S15;WORLD;THS_T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P5;DOM;T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P5;DOM;THS_T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P5;WORLD;T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P5;WORLD;THS_T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P51;DOM;T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P51;DOM;THS_T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P51;WORLD;T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P51;WORLD;THS_T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P52;DOM;T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P52;DOM;THS_T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P52;WORLD;T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P52;WORLD;THS_T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P52_P53;DOM;T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P52_P53;DOM;THS_T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P52_P53;WORLD;T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P52_P53;WORLD;THS_T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P53;DOM;T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P53;DOM;THS_T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P53;WORLD;T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P53;WORLD;THS_T;EU27;0;0;0;0;0;0;:;: 
NH3;CPA_P95;P6;DOM;T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P6;DOM;THS_T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P6;WORLD;T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P6;WORLD;THS_T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P6_X_P7;WORLD;T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P6_X_P7;WORLD;THS_T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P7;ROW;T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_P95;P7;ROW;THS_T;EU27;0;0;0;0;0;0;0;0
NH3;CPA_TOTAL;FINUBP;DOM;T;EU27;3778740;3771073;3763890;3802180;3828580;3877196;3927678;3973262
NH3;CPA_TOTAL;FINUBP;DOM;THS_T;EU27;3778.74;3771.073;3763.89;3802.18;3828.58;3877.196;3927.678;3973.262
NH3;CPA_TOTAL;FINUBP;WORLD;T;EU27;4480196;4426714;4378851;4382791;4462863;4535814;4610564;4673179
NH3;CPA_TOTAL;FINUBP;WORLD;THS_T;EU27;4480.196;4426.714;4378.851;4382.791;4462.863;4535.814;4610.564;4673.179
NH3;CPA_TOTAL;P3;DOM;T;EU27;3064618;3144946;3158846;3181619;3233585;3253225;3280995;3312734
NH3;CPA_TOTAL;P3;DOM;THS_T;EU27;3064.618;3144.946;3158.846;3181.619;3233.585;3253.225;3280.995;3312.734
NH3;CPA_TOTAL;P3;WORLD;T;EU27;3614252;3668852;3658087;3648372;3745695;3782795;3828556;3873086
NH3;CPA_TOTAL;P3;WORLD;THS_T;EU27;3614.252;3668.852;3658.087;3648.372;3745.695;3782.795;3828.556;3873.086
NH3;CPA_TOTAL;P3_P5;WORLD;T;EU27;3976740;3965393;3946197;3960344;3991654;4040716;4108847;4155657
NH3;CPA_TOTAL;P3_P5;WORLD;THS_T;EU27;3976.74;3965.393;3946.197;3960.344;3991.654;4040.716;4108.847;4155.657
NH3;CPA_TOTAL;P3_S13;DOM;T;EU27;194094;191703;186192;181797;187180;177773;180979;183176
NH3;CPA_TOTAL;P3_S13;DOM;THS_T;EU27;194.094;191.703;186.192;181.797;187.18;177.773;180.979;183.176
NH3;CPA_TOTAL;P3_S13;WORLD;T;EU27;226622;222268;215095;208817;216754;206848;211498;213767
NH3;CPA_TOTAL;P3_S13;WORLD;THS_T;EU27;226.622;222.268;215.095;208.817;216.754;206.848;211.498;213.767
NH3;CPA_TOTAL;P3_S14;DOM;T;EU27;2857812;2941115;2960443;2987747;3034028;3063384;3087262;3116573
NH3;CPA_TOTAL;P3_S14;DOM;THS_T;EU27;2857.812;2941.115;2960.443;2987.747;3034.028;3063.384;3087.262;3116.573
NH3;CPA_TOTAL;P3_S14;WORLD;T;EU27;3372727;3432510;3428932;3425743;3514645;3561887;3602174;3644134
NH3;CPA_TOTAL;P3_S14;WORLD;THS_T;EU27;3372.727;3432.51;3428.932;3425.743;3514.645;3561.887;3602.174;3644.134
NH3;CPA_TOTAL;P3_S15;DOM;T;EU27;12712;12127;12211;12075;12378;12069;12755;12985
NH3;CPA_TOTAL;P3_S15;DOM;THS_T;EU27;12.712;12.127;12.211;12.075;12.378;12.069;12.755;12.985
NH3;CPA_TOTAL;P3_S15;WORLD;T;EU27;14904;14074;14060;13813;14295;14060;14884;15186
NH3;CPA_TOTAL;P3_S15;WORLD;THS_T;EU27;14.904;14.074;14.06;13.813;14.295;14.06;14.884;15.186
NH3;CPA_TOTAL;P5;DOM;T;EU27;296187;240057;238788;261987;196706;207528;225919;224145
NH3;CPA_TOTAL;P5;DOM;THS_T;EU27;296.187;240.057;238.788;261.987;196.706;207.528;225.919;224.145
NH3;CPA_TOTAL;P5;WORLD;T;EU27;362488;296541;288110;311972;245959;257921;280292;282571
NH3;CPA_TOTAL;P5;WORLD;THS_T;EU27;362.488;296.541;288.11;311.972;245.959;257.921;280.292;282.571
NH3;CPA_TOTAL;P51;DOM;T;EU27;204275;204691;211629;212756;209182;204727;211755;228521
NH3;CPA_TOTAL;P51;DOM;THS_T;EU27;204.275;204.691;211.629;212.756;209.182;204.727;211.755;228.521
NH3;CPA_TOTAL;P51;WORLD;T;EU27;254525;254400;257136;255359;254418;251811;261725;283461
NH3;CPA_TOTAL;P51;WORLD;THS_T;EU27;254.525;254.4;257.136;255.359;254.418;251.811;261.725;283.461
NH3;CPA_TOTAL;P52;DOM;T;EU27;91068;35059;26823;48874;-12829;2342;13763;-4881
NH3;CPA_TOTAL;P52;DOM;THS_T;EU27;91.068;35.059;26.823;48.874;-12.829;2.342;13.763;-4.881
NH3;CPA_TOTAL;P52;WORLD;T;EU27;106833;41724;30548;56163;-8904;5545;18031;-1620
NH3;CPA_TOTAL;P52;WORLD;THS_T;EU27;106.833;41.724;30.548;56.163;-8.904;5.545;18.031;-1.62
NH3;CPA_TOTAL;P52_P53;DOM;T;EU27;91912;35366;27160;49230;-12475;2800;14163;-4376
NH3;CPA_TOTAL;P52_P53;DOM;THS_T;EU27;91.912;35.366;27.16;49.23;-12.475;2.8;14.163;-4.376
NH3;CPA_TOTAL;P52_P53;WORLD;T;EU27;107963;42141;30974;56612;-8458;6110;18566;-890
NH3;CPA_TOTAL;P52_P53;WORLD;THS_T;EU27;107.963;42.141;30.974;56.612;-8.458;6.11;18.566;-0.89
NH3;CPA_TOTAL;P53;DOM;T;EU27;844;307;337;356;354;458;400;505
NH3;CPA_TOTAL;P53;DOM;THS_T;EU27;0.844;0.307;0.337;0.356;0.354;0.458;0.4;0.505
NH3;CPA_TOTAL;P53;WORLD;T;EU27;1130;416;426;449;446;566;535;730
NH3;CPA_TOTAL;P53;WORLD;THS_T;EU27;1.13;0.416;0.426;0.449;0.446;0.566;0.535;0.73
NH3;CPA_TOTAL;P6;DOM;T;EU27;417934;386070;366255;358574;398288;416443;420764;436383
NH3;CPA_TOTAL;P6;DOM;THS_T;EU27;417.934;386.07;366.255;358.574;398.288;416.443;420.764;436.383
NH3;CPA_TOTAL;P6;WORLD;T;EU27;503456;461321;432654;422447;471209;495098;501717;517522
NH3;CPA_TOTAL;P6;WORLD;THS_T;EU27;503.456;461.321;432.654;422.447;471.209;495.098;501.717;517.522
NH3;CPA_TOTAL;P6_X_P7;WORLD;T;EU27;-198000;-194320;-182307;-158164;-163074;-163520;-181170;-182395
NH3;CPA_TOTAL;P6_X_P7;WORLD;THS_T;EU27;-198;-194.32;-182.307;-158.164;-163.074;-163.52;-181.17;-182.395
NH3;CPA_TOTAL;P7;ROW;T;EU27;-701457;-655641;-614961;-580611;-634283;-658618;-682887;-699916
NH3;CPA_TOTAL;P7;ROW;THS_T;EU27;-701.457;-655.641;-614.961;-580.611;-634.283;-658.618;-682.887;-699.916
NH3;HH;FINUBP;DOM;T;EU27;103922;108248;110747;111809;114974;117374;118934;119393
NH3;HH;FINUBP;DOM;THS_T;EU27;103.922;108.248;110.747;111.809;114.974;117.374;118.934;119.393
NH3;HH;FINUBP;WORLD;T;EU27;103922;108248;110747;111809;114974;117374;118934;119393
NH3;HH;FINUBP;WORLD;THS_T;EU27;103.922;108.248;110.747;111.809;114.974;117.374;118.934;119.393
NH3;HH;P3;DOM;T;EU27;103922;108248;110747;111809;114974;117374;118934;119393
NH3;HH;P3;DOM;THS_T;EU27;103.922;108.248;110.747;111.809;114.974;117.374;118.934;119.393
NH3;HH;P3;WORLD;T;EU27;103922;108248;110747;111809;114974;117374;118934;119393
NH3;HH;P3;WORLD;THS_T;EU27;103.922;108.248;110.747;111.809;114.974;117.374;118.934;119.393
NH3;HH;P3_P5;WORLD;T;EU27;103922;108248;110747;111809;114974;117374;118934;119393
NH3;HH;P3_P5;WORLD;THS_T;EU27;103.922;108.248;110.747;111.809;114.974;117.374;118.934;119.393
NH3;HH;P3_S14;DOM;T;EU27;103922;108248;110747;111809;114974;117374;118934;119393
NH3;HH;P3_S14;DOM;THS_T;EU27;103.922;108.248;110.747;111.809;114.974;117.374;118.934;119.393
NH3;HH;P3_S14;WORLD;T;EU27;103922;108248;110747;111809;114974;117374;118934;119393
NH3;HH;P3_S14;WORLD;THS_T;EU27;103.922;108.248;110.747;111.809;114.974;117.374;118.934;119.393
NH3;TOT_HH;FINUBP;DOM;T;EU27;3882662;3879321;3874637;3913989;3943554;3994570;4046612;4092656
NH3;TOT_HH;FINUBP;DOM;THS_T;EU27;3882.662;3879.321;3874.637;3913.989;3943.554;3994.57;4046.612;4092.656
NH3;TOT_HH;FINUBP;WORLD;T;EU27;4584118;4534962;4489598;4494600;4577837;4653188;4729499;4792572
NH3;TOT_HH;FINUBP;WORLD;THS_T;EU27;4584.118;4534.962;4489.598;4494.6;4577.837;4653.188;4729.499;4792.572
NH3;TOT_HH;P3;DOM;T;EU27;3168540;3253194;3269593;3293428;3348560;3370599;3399930;3432128
NH3;TOT_HH;P3;DOM;THS_T;EU27;3168.54;3253.194;3269.593;3293.428;3348.56;3370.599;3399.93;3432.128
NH3;TOT_HH;P3;WORLD;T;EU27;3718174;3777099;3768834;3760182;3860669;3900169;3947490;3992479
NH3;TOT_HH;P3;WORLD;THS_T;EU27;3718.174;3777.099;3768.834;3760.182;3860.669;3900.169;3947.49;3992.479
NH3;TOT_HH;P3_P5;WORLD;T;EU27;4080662;4073640;4056944;4072153;4106628;4158090;4227781;4275050
NH3;TOT_HH;P3_P5;WORLD;THS_T;EU27;4080.662;4073.64;4056.944;4072.153;4106.628;4158.09;4227.781;4275.05
NH3;TOT_HH;P3_S13;DOM;T;EU27;194094;191703;186192;181797;187180;177773;180979;183176
NH3;TOT_HH;P3_S13;DOM;THS_T;EU27;194.094;191.703;186.192;181.797;187.18;177.773;180.979;183.176
NH3;TOT_HH;P3_S13;WORLD;T;EU27;226622;222268;215095;208817;216754;206848;211498;213767
NH3;TOT_HH;P3_S13;WORLD;THS_T;EU27;226.622;222.268;215.095;208.817;216.754;206.848;211.498;213.767
NH3;TOT_HH;P3_S14;DOM;T;EU27;2961734;3049363;3071190;3099556;3149002;3180758;3206196;3235967
NH3;TOT_HH;P3_S14;DOM;THS_T;EU27;2961.734;3049.363;3071.19;3099.556;3149.002;3180.758;3206.196;3235.967
NH3;TOT_HH;P3_S14;WORLD;T;EU27;3476649;3540758;3539679;3537552;3629620;3679262;3721108;3763527
NH3;TOT_HH;P3_S14;WORLD;THS_T;EU27;3476.649;3540.758;3539.679;3537.552;3629.62;3679.262;3721.108;3763.527
NH3;TOT_HH;P3_S15;DOM;T;EU27;12712;12127;12211;12075;12378;12069;12755;12985
NH3;TOT_HH;P3_S15;DOM;THS_T;EU27;12.712;12.127;12.211;12.075;12.378;12.069;12.755;12.985
NH3;TOT_HH;P3_S15;WORLD;T;EU27;14904;14074;14060;13813;14295;14060;14884;15186
NH3;TOT_HH;P3_S15;WORLD;THS_T;EU27;14.904;14.074;14.06;13.813;14.295;14.06;14.884;15.186
NH3;TOT_HH;P5;DOM;T;EU27;296187;240057;238788;261987;196706;207528;225919;224145
NH3;TOT_HH;P5;DOM;THS_T;EU27;296.187;240.057;238.788;261.987;196.706;207.528;225.919;224.145
NH3;TOT_HH;P5;WORLD;T;EU27;362488;296541;288110;311972;245959;257921;280292;282571
NH3;TOT_HH;P5;WORLD;THS_T;EU27;362.488;296.541;288.11;311.972;245.959;257.921;280.292;282.571
NH3;TOT_HH;P51;DOM;T;EU27;204275;204691;211629;212756;209182;204727;211755;228521
NH3;TOT_HH;P51;DOM;THS_T;EU27;204.275;204.691;211.629;212.756;209.182;204.727;211.755;228.521
NH3;TOT_HH;P51;WORLD;T;EU27;254525;254400;257136;255359;254418;251811;261725;283461
NH3;TOT_HH;P51;WORLD;THS_T;EU27;254.525;254.4;257.136;255.359;254.418;251.811;261.725;283.461
NH3;TOT_HH;P52;DOM;T;EU27;91068;35059;26823;48874;-12829;2342;13763;-4881
NH3;TOT_HH;P52;DOM;THS_T;EU27;91.068;35.059;26.823;48.874;-12.829;2.342;13.763;-4.881
NH3;TOT_HH;P52;WORLD;T;EU27;106833;41724;30548;56163;-8904;5545;18031;-1620
NH3;TOT_HH;P52;WORLD;THS_T;EU27;106.833;41.724;30.548;56.163;-8.904;5.545;18.031;-1.62
NH3;TOT_HH;P52_P53;DOM;T;EU27;91912;35366;27160;49230;-12475;2800;14163;-4376
NH3;TOT_HH;P52_P53;DOM;THS_T;EU27;91.912;35.366;27.16;49.23;-12.475;2.8;14.163;-4.376
NH3;TOT_HH;P52_P53;WORLD;T;EU27;107963;42141;30974;56612;-8458;6110;18566;-890
NH3;TOT_HH;P52_P53;WORLD;THS_T;EU27;107.963;42.141;30.974;56.612;-8.458;6.11;18.566;-0.89
NH3;TOT_HH;P53;DOM;T;EU27;844;307;337;356;354;458;400;505
NH3;TOT_HH;P53;DOM;THS_T;EU27;0.844;0.307;0.337;0.356;0.354;0.458;0.4;0.505
NH3;TOT_HH;P53;WORLD;T;EU27;1130;416;426;449;446;566;535;730
NH3;TOT_HH;P53;WORLD;THS_T;EU27;1.13;0.416;0.426;0.449;0.446;0.566;0.535;0.73
NH3;TOT_HH;P6;DOM;T;EU27;417934;386070;366255;358574;398288;416443;420764;436383
NH3;TOT_HH;P6;DOM;THS_T;EU27;417.934;386.07;366.255;358.574;398.288;416.443;420.764;436.383
NH3;TOT_HH;P6;WORLD;T;EU27;503456;461321;432654;422447;471209;495098;501717;517522
NH3;TOT_HH;P6;WORLD;THS_T;EU27;503.456;461.321;432.654;422.447;471.209;495.098;501.717;517.522
NH3;TOT_HH;P6_X_P7;WORLD;T;EU27;-198000;-194320;-182307;-158164;-163074;-163520;-181170;-182395
NH3;TOT_HH;P6_X_P7;WORLD;THS_T;EU27;-198;-194.32;-182.307;-158.164;-163.074;-163.52;-181.17;-182.395
NH3;TOT_HH;P7;ROW;T;EU27;-701457;-655641;-614961;-580611;-634283;-658618;-682887;-699916
NH3;TOT_HH;P7;ROW;THS_T;EU27;-701.457;-655.641;-614.961;-580.611;-634.283;-658.618;-682.887;-699.916
NMVOC;CPA_A01;FINUBP;DOM;T;EU27;644575;673010;647195;691905;730004;657976;672771;672104
NMVOC;CPA_A01;FINUBP;DOM;THS_T;EU27;644.575;673.01;647.195;691.905;730.004;657.976;672.771;672.104
NMVOC;CPA_A01;FINUBP;WORLD;T;EU27;740934;769289;737357;782688;830578;751405;768382;768803
NMVOC;CPA_A01;FINUBP;WORLD;THS_T;EU27;740.934;769.289;737.357;782.688;830.578;751.405;768.382;768.803
