airpol;cpa02;t_cols;origin;unit;geo\time;2007;2006;2005;2004;2003;2002;2001;2000 
CO;CPA_DF23;P7;ROW;THS_T;EU27;-98.985;-80.673;-82.504;-57.668;-62.02;-60.897;-64.272;-62.62
CO;CPA_DG24;FINUBP;DOM;T;EU27;372702;367240;369432;357010;380800;400325;411588;419061
CO;CPA_DG24;FINUBP;DOM;THS_T;EU27;372.702;367.24;369.432;357.01;380.8;400.325;411.588;419.061
CO;CPA_DG24;FINUBP;WORLD;T;EU27;542088;522331;514583;489614;521342;548897;567967;573644
CO;CPA_DG24;FINUBP;WORLD;THS_T;EU27;542.088;522.331;514.583;489.614;521.342;548.897;567.967;573.644
CO;CPA_DG24;P3;DOM;T;EU27;157427;173114;177885;177248;183797;188046;195417;197585
CO;CPA_DG24;P3;DOM;THS_T;EU27;157.427;173.114;177.885;177.248;183.797;188.046;195.417;197.585
CO;CPA_DG24;P3;WORLD;T;EU27;242116;257861;259338;253239;262023;265926;278365;279777
CO;CPA_DG24;P3;WORLD;THS_T;EU27;242.116;257.861;259.338;253.239;262.023;265.926;278.365;279.777
CO;CPA_DG24;P3_P5;WORLD;T;EU27;249651;253503;255606;243535;255568;266004;270409;283439
CO;CPA_DG24;P3_P5;WORLD;THS_T;EU27;249.651;253.503;255.606;243.535;255.568;266.004;270.409;283.439
CO;CPA_DG24;P3_S13;DOM;T;EU27;57796;58796;63120;61333;66595;67800;71643;67508
CO;CPA_DG24;P3_S13;DOM;THS_T;EU27;57.796;58.796;63.12;61.333;66.595;67.8;71.643;67.508
CO;CPA_DG24;P3_S13;WORLD;T;EU27;88474;87655;91743;87516;94795;95248;100528;94231
CO;CPA_DG24;P3_S13;WORLD;THS_T;EU27;88.474;87.655;91.743;87.516;94.795;95.248;100.528;94.231
CO;CPA_DG24;P3_S14;DOM;T;EU27;99582;114260;114702;115854;117136;120178;123699;130000
CO;CPA_DG24;P3_S14;DOM;THS_T;EU27;99.582;114.26;114.702;115.854;117.136;120.178;123.699;130
CO;CPA_DG24;P3_S14;WORLD;T;EU27;153567;170125;167509;165641;167138;170586;177736;185442
CO;CPA_DG24;P3_S14;WORLD;THS_T;EU27;153.567;170.125;167.509;165.641;167.138;170.586;177.736;185.442
CO;CPA_DG24;P3_S15;DOM;T;EU27;50;58;63;61;66;67;74;76
CO;CPA_DG24;P3_S15;DOM;THS_T;EU27;0.05;0.058;0.063;0.061;0.066;0.067;0.074;0.076
CO;CPA_DG24;P3_S15;WORLD;T;EU27;75;81;86;82;90;92;101;104
CO;CPA_DG24;P3_S15;WORLD;THS_T;EU27;0.075;0.081;0.086;0.082;0.09;0.092;0.101;0.104
CO;CPA_DG24;P5;DOM;T;EU27;5132;-2517;-1581;-5518;-3303;-1646;-6555;2057
CO;CPA_DG24;P5;DOM;THS_T;EU27;5.132;-2.517;-1.581;-5.518;-3.303;-1.646;-6.555;2.057
CO;CPA_DG24;P5;WORLD;T;EU27;7535;-4357;-3732;-9703;-6455;78;-7955;3663
CO;CPA_DG24;P5;WORLD;THS_T;EU27;7.535;-4.357;-3.732;-9.703;-6.455;0.078;-7.955;3.663
CO;CPA_DG24;P51;DOM;T;EU27;45;11;13;51;135;93;77;166
CO;CPA_DG24;P51;DOM;THS_T;EU27;0.045;0.011;0.013;0.051;0.135;0.093;0.077;0.166
CO;CPA_DG24;P51;WORLD;T;EU27;73;18;20;70;190;129;109;245
CO;CPA_DG24;P51;WORLD;THS_T;EU27;0.073;0.018;0.02;0.07;0.19;0.129;0.109;0.245
CO;CPA_DG24;P52;DOM;T;EU27;5087;-2527;-1593;-5569;-3438;-1696;-6612;1988
CO;CPA_DG24;P52;DOM;THS_T;EU27;5.087;-2.527;-1.593;-5.569;-3.438;-1.696;-6.612;1.988
CO;CPA_DG24;P52;WORLD;T;EU27;7462;-4376;-3752;-9773;-6645;3;-8039;3539
CO;CPA_DG24;P52;WORLD;THS_T;EU27;7.462;-4.376;-3.752;-9.773;-6.645;0.003;-8.039;3.539
CO;CPA_DG24;P52_P53;DOM;T;EU27;5087;-2527;-1593;-5569;-3438;-1740;-6632;1891
CO;CPA_DG24;P52_P53;DOM;THS_T;EU27;5.087;-2.527;-1.593;-5.569;-3.438;-1.74;-6.632;1.891
CO;CPA_DG24;P52_P53;WORLD;T;EU27;7462;-4376;-3752;-9773;-6645;-51;-8064;3418
CO;CPA_DG24;P52_P53;WORLD;THS_T;EU27;7.462;-4.376;-3.752;-9.773;-6.645;-0.051;-8.064;3.418
CO;CPA_DG24;P53;DOM;T;EU27;:;:;:;:;:;-44;-20;-98
CO;CPA_DG24;P53;DOM;THS_T;EU27;:;:;:;:;:;-0.044;-0.02;-0.098
CO;CPA_DG24;P53;WORLD;T;EU27;:;:;:;:;:;-54;-25;-121
CO;CPA_DG24;P53;WORLD;THS_T;EU27;:;:;:;:;:;-0.054;-0.025;-0.121
CO;CPA_DG24;P6;DOM;T;EU27;210143;196643;193128;185280;200305;213925;222727;219419
CO;CPA_DG24;P6;DOM;THS_T;EU27;210.143;196.643;193.128;185.28;200.305;213.925;222.727;219.419
CO;CPA_DG24;P6;WORLD;T;EU27;292437;268828;258977;246079;265774;282893;297557;290205
CO;CPA_DG24;P6;WORLD;THS_T;EU27;292.437;268.828;258.977;246.079;265.774;282.893;297.557;290.205
CO;CPA_DG24;P6_X_P7;WORLD;T;EU27;91411;77176;80690;75377;90616;98605;98196;93681
CO;CPA_DG24;P6_X_P7;WORLD;THS_T;EU27;91.411;77.176;80.69;75.377;90.616;98.605;98.196;93.681
CO;CPA_DG24;P7;ROW;T;EU27;-201027;-191652;-178287;-170701;-175158;-184287;-199361;-196524
CO;CPA_DG24;P7;ROW;THS_T;EU27;-201.027;-191.652;-178.287;-170.701;-175.158;-184.287;-199.361;-196.524
CO;CPA_DH25;FINUBP;DOM;T;EU27;59280;63137;65609;66266;68619;71967;73199;78930
CO;CPA_DH25;FINUBP;DOM;THS_T;EU27;59.28;63.137;65.609;66.266;68.619;71.967;73.199;78.93
CO;CPA_DH25;FINUBP;WORLD;T;EU27;87917;90870;90514;90239;94682;98726;101609;109077
CO;CPA_DH25;FINUBP;WORLD;THS_T;EU27;87.917;90.87;90.514;90.239;94.682;98.726;101.609;109.077
CO;CPA_DH25;P3;DOM;T;EU27;21285;24910;26669;26965;25722;27201;27918;29183
CO;CPA_DH25;P3;DOM;THS_T;EU27;21.285;24.91;26.669;26.965;25.722;27.201;27.918;29.183
CO;CPA_DH25;P3;WORLD;T;EU27;33074;37426;38443;38082;37208;38978;40553;42268
CO;CPA_DH25;P3;WORLD;THS_T;EU27;33.074;37.426;38.443;38.082;37.208;38.978;40.553;42.268
CO;CPA_DH25;P3_P5;WORLD;T;EU27;35816;41446;43352;43519;41281;44291;46052;51295
CO;CPA_DH25;P3_P5;WORLD;THS_T;EU27;35.816;41.446;43.352;43.519;41.281;44.291;46.052;51.295
CO;CPA_DH25;P3_S13;DOM;T;EU27;57;64;66;68;68;68;67;103
CO;CPA_DH25;P3_S13;DOM;THS_T;EU27;0.057;0.064;0.066;0.068;0.068;0.068;0.067;0.103
CO;CPA_DH25;P3_S13;WORLD;T;EU27;89;99;96;99;100;101;99;149
CO;CPA_DH25;P3_S13;WORLD;THS_T;EU27;0.089;0.099;0.096;0.099;0.1;0.101;0.099;0.149
CO;CPA_DH25;P3_S14;DOM;T;EU27;21228;24846;26603;26897;25654;27132;27851;29081
CO;CPA_DH25;P3_S14;DOM;THS_T;EU27;21.228;24.846;26.603;26.897;25.654;27.132;27.851;29.081
CO;CPA_DH25;P3_S14;WORLD;T;EU27;32984;37327;38347;37983;37108;38878;40454;42119
CO;CPA_DH25;P3_S14;WORLD;THS_T;EU27;32.984;37.327;38.347;37.983;37.108;38.878;40.454;42.119
CO;CPA_DH25;P5;DOM;T;EU27;1520;2714;3534;3990;2852;3852;3911;6396
CO;CPA_DH25;P5;DOM;THS_T;EU27;1.52;2.714;3.534;3.99;2.852;3.852;3.911;6.396
CO;CPA_DH25;P5;WORLD;T;EU27;2742;4020;4909;5436;4073;5312;5499;9027
CO;CPA_DH25;P5;WORLD;THS_T;EU27;2.742;4.02;4.909;5.436;4.073;5.312;5.499;9.027
CO;CPA_DH25;P51;DOM;T;EU27;2198;2487;2719;2829;2579;2834;3139;3486
CO;CPA_DH25;P51;DOM;THS_T;EU27;2.198;2.487;2.719;2.829;2.579;2.834;3.139;3.486
CO;CPA_DH25;P51;WORLD;T;EU27;3250;3572;3756;3837;3572;3897;4396;4877
CO;CPA_DH25;P51;WORLD;THS_T;EU27;3.25;3.572;3.756;3.837;3.572;3.897;4.396;4.877
CO;CPA_DH25;P52;DOM;T;EU27;-678;228;816;1161;274;1021;774;2916
CO;CPA_DH25;P52;DOM;THS_T;EU27;-0.678;0.228;0.816;1.161;0.274;1.021;0.774;2.916
CO;CPA_DH25;P52;WORLD;T;EU27;-508;448;1153;1599;501;1419;1105;4158
CO;CPA_DH25;P52;WORLD;THS_T;EU27;-0.508;0.448;1.153;1.599;0.501;1.419;1.105;4.158
CO;CPA_DH25;P52_P53;DOM;T;EU27;-678;228;816;1161;274;1018;772;2910
CO;CPA_DH25;P52_P53;DOM;THS_T;EU27;-0.678;0.228;0.816;1.161;0.274;1.018;0.772;2.91
CO;CPA_DH25;P52_P53;WORLD;T;EU27;-508;448;1153;1599;501;1415;1103;4151
CO;CPA_DH25;P52_P53;WORLD;THS_T;EU27;-0.508;0.448;1.153;1.599;0.501;1.415;1.103;4.151
CO;CPA_DH25;P53;DOM;T;EU27;:;:;:;:;:;-3;-1;-6
CO;CPA_DH25;P53;DOM;THS_T;EU27;:;:;:;:;:;-0.003;-0.001;-0.006
CO;CPA_DH25;P53;WORLD;T;EU27;:;:;:;:;:;-3;-2;-8
CO;CPA_DH25;P53;WORLD;THS_T;EU27;:;:;:;:;:;-0.003;-0.002;-0.008
CO;CPA_DH25;P6;DOM;T;EU27;36475;35513;35405;35311;40045;40914;41370;43351
CO;CPA_DH25;P6;DOM;THS_T;EU27;36.475;35.513;35.405;35.311;40.045;40.914;41.37;43.351
CO;CPA_DH25;P6;WORLD;T;EU27;52101;49424;47162;46720;53401;54436;55557;57782
CO;CPA_DH25;P6;WORLD;THS_T;EU27;52.101;49.424;47.162;46.72;53.401;54.436;55.557;57.782
CO;CPA_DH25;P6_X_P7;WORLD;T;EU27;15860;14108;15024;15039;15889;16282;15414;15399
CO;CPA_DH25;P6_X_P7;WORLD;THS_T;EU27;15.86;14.108;15.024;15.039;15.889;16.282;15.414;15.399
CO;CPA_DH25;P7;ROW;T;EU27;-36241;-35317;-32138;-31682;-37512;-38153;-40143;-42383
CO;CPA_DH25;P7;ROW;THS_T;EU27;-36.241;-35.317;-32.138;-31.682;-37.512;-38.153;-40.143;-42.383
CO;CPA_DI26;FINUBP;DOM;T;EU27;108516;104765;102170;101180;102463;112738;119237;126428
CO;CPA_DI26;FINUBP;DOM;THS_T;EU27;108.516;104.765;102.17;101.18;102.463;112.738;119.237;126.428
CO;CPA_DI26;FINUBP;WORLD;T;EU27;126439;121114;116904;114847;116728;128777;136924;145025
CO;CPA_DI26;FINUBP;WORLD;THS_T;EU27;126.439;121.114;116.904;114.847;116.728;128.777;136.924;145.025
CO;CPA_DI26;P3;DOM;T;EU27;43014;45385;44447;44775;44202;48258;49913;50951
CO;CPA_DI26;P3;DOM;THS_T;EU27;43.014;45.385;44.447;44.775;44.202;48.258;49.913;50.951
CO;CPA_DI26;P3;WORLD;T;EU27;51401;53500;52011;51483;51311;56218;58646;60021
CO;CPA_DI26;P3;WORLD;THS_T;EU27;51.401;53.5;52.011;51.483;51.311;56.218;58.646;60.021
CO;CPA_DI26;P3_P5;WORLD;T;EU27;69282;65847;64460;62470;58776;65109;71129;75702
CO;CPA_DI26;P3_P5;WORLD;THS_T;EU27;69.282;65.847;64.46;62.47;58.776;65.109;71.129;75.702
CO;CPA_DI26;P3_S14;DOM;T;EU27;43014;45385;44447;44775;44202;48258;49913;50951
CO;CPA_DI26;P3_S14;DOM;THS_T;EU27;43.014;45.385;44.447;44.775;44.202;48.258;49.913;50.951
CO;CPA_DI26;P3_S14;WORLD;T;EU27;51401;53500;52011;51483;51311;56218;58646;60021
CO;CPA_DI26;P3_S14;WORLD;THS_T;EU27;51.401;53.5;52.011;51.483;51.311;56.218;58.646;60.021
CO;CPA_DI26;P5;DOM;T;EU27;15376;10598;10816;9607;6521;7733;10885;13683
CO;CPA_DI26;P5;DOM;THS_T;EU27;15.376;10.598;10.816;9.607;6.521;7.733;10.885;13.683
CO;CPA_DI26;P5;WORLD;T;EU27;17881;12347;12450;10986;7465;8891;12483;15681
CO;CPA_DI26;P5;WORLD;THS_T;EU27;17.881;12.347;12.45;10.986;7.465;8.891;12.483;15.681
CO;CPA_DI26;P51;DOM;T;EU27;4483;4621;4933;4845;4880;4998;6032;6415
CO;CPA_DI26;P51;DOM;THS_T;EU27;4.483;4.621;4.933;4.845;4.88;4.998;6.032;6.415
CO;CPA_DI26;P51;WORLD;T;EU27;5346;5422;5751;5604;5644;5796;7000;7450
CO;CPA_DI26;P51;WORLD;THS_T;EU27;5.346;5.422;5.751;5.604;5.644;5.796;7;7.45
CO;CPA_DI26;P52;DOM;T;EU27;10892;5977;5883;4762;1641;2755;4862;7306
CO;CPA_DI26;P52;DOM;THS_T;EU27;10.892;5.977;5.883;4.762;1.641;2.755;4.862;7.306
CO;CPA_DI26;P52;WORLD;T;EU27;12535;6925;6699;5382;1821;3117;5493;8272
CO;CPA_DI26;P52;WORLD;THS_T;EU27;12.535;6.925;6.699;5.382;1.821;3.117;5.493;8.272
CO;CPA_DI26;P52_P53;DOM;T;EU27;10892;5977;5883;4762;1641;2734;4854;7268
CO;CPA_DI26;P52_P53;DOM;THS_T;EU27;10.892;5.977;5.883;4.762;1.641;2.734;4.854;7.268
CO;CPA_DI26;P52_P53;WORLD;T;EU27;12535;6925;6699;5382;1821;3094;5483;8230
CO;CPA_DI26;P52_P53;WORLD;THS_T;EU27;12.535;6.925;6.699;5.382;1.821;3.094;5.483;8.23
CO;CPA_DI26;P53;DOM;T;EU27;:;:;:;:;:;-21;-9;-38
CO;CPA_DI26;P53;DOM;THS_T;EU27;:;:;:;:;:;-0.021;-0.009;-0.038
CO;CPA_DI26;P53;WORLD;T;EU27;:;:;:;:;:;-23;-10;-42
CO;CPA_DI26;P53;WORLD;THS_T;EU27;:;:;:;:;:;-0.023;-0.01;-0.042
CO;CPA_DI26;P6;DOM;T;EU27;50126;48782;46907;46798;51740;56748;58439;61794
CO;CPA_DI26;P6;DOM;THS_T;EU27;50.126;48.782;46.907;46.798;51.74;56.748;58.439;61.794
CO;CPA_DI26;P6;WORLD;T;EU27;57157;55267;52443;52377;57952;63668;65795;69323
CO;CPA_DI26;P6;WORLD;THS_T;EU27;57.157;55.267;52.443;52.377;57.952;63.668;65.795;69.323
CO;CPA_DI26;P6_X_P7;WORLD;T;EU27;21606;22271;23811;25290;25461;29080;28151;31913
CO;CPA_DI26;P6_X_P7;WORLD;THS_T;EU27;21.606;22.271;23.811;25.29;25.461;29.08;28.151;31.913
CO;CPA_DI26;P7;ROW;T;EU27;-35551;-32996;-28632;-27087;-32491;-34588;-37644;-37410
CO;CPA_DI26;P7;ROW;THS_T;EU27;-35.551;-32.996;-28.632;-27.087;-32.491;-34.588;-37.644;-37.41
CO;CPA_DJ27;FINUBP;DOM;T;EU27;1236416;1152676;1094898;1056798;1054353;1087718;1052065;1162526
CO;CPA_DJ27;FINUBP;DOM;THS_T;EU27;1236.416;1152.676;1094.898;1056.798;1054.353;1087.718;1052.065;1162.526
CO;CPA_DJ27;FINUBP;WORLD;T;EU27;1539258;1380499;1253435;1227291;1212612;1254287;1230332;1378714
CO;CPA_DJ27;FINUBP;WORLD;THS_T;EU27;1539.258;1380.499;1253.435;1227.291;1212.612;1254.287;1230.332;1378.714
CO;CPA_DJ27;P3;DOM;T;EU27;5513;5747;6422;6781;6428;7067;6413;7716
CO;CPA_DJ27;P3;DOM;THS_T;EU27;5.513;5.747;6.422;6.781;6.428;7.067;6.413;7.716
CO;CPA_DJ27;P3;WORLD;T;EU27;7283;7102;7652;8120;8155;8572;7979;9576
CO;CPA_DJ27;P3;WORLD;THS_T;EU27;7.283;7.102;7.652;8.12;8.155;8.572;7.979;9.576
CO;CPA_DJ27;P3_P5;WORLD;T;EU27;64689;54131;41592;59316;68759;62623;42293;160639
CO;CPA_DJ27;P3_P5;WORLD;THS_T;EU27;64.689;54.131;41.592;59.316;68.759;62.623;42.293;160.639
CO;CPA_DJ27;P3_S13;DOM;T;EU27;:;:;0;:;:;:;:;0
CO;CPA_DJ27;P3_S13;DOM;THS_T;EU27;:;:;0;:;:;:;:;0
CO;CPA_DJ27;P3_S13;WORLD;T;EU27;:;:;0;:;:;:;:;0
CO;CPA_DJ27;P3_S13;WORLD;THS_T;EU27;:;:;0;:;:;:;:;0
CO;CPA_DJ27;P3_S14;DOM;T;EU27;5513;5747;6422;6781;6428;7067;6413;7716
CO;CPA_DJ27;P3_S14;DOM;THS_T;EU27;5.513;5.747;6.422;6.781;6.428;7.067;6.413;7.716
CO;CPA_DJ27;P3_S14;WORLD;T;EU27;7283;7102;7652;8120;8155;8572;7979;9576
CO;CPA_DJ27;P3_S14;WORLD;THS_T;EU27;7.283;7.102;7.652;8.12;8.155;8.572;7.979;9.576
CO;CPA_DJ27;P5;DOM;T;EU27;17389;25712;25439;34294;48632;40776;25078;100284
CO;CPA_DJ27;P5;DOM;THS_T;EU27;17.389;25.712;25.439;34.294;48.632;40.776;25.078;100.284
CO;CPA_DJ27;P5;WORLD;T;EU27;57405;47029;33940;51196;60604;54051;34314;151063
CO;CPA_DJ27;P5;WORLD;THS_T;EU27;57.405;47.029;33.94;51.196;60.604;54.051;34.314;151.063
CO;CPA_DJ27;P51;DOM;T;EU27;14247;15061;16722;18272;18968;19238;21786;26294
CO;CPA_DJ27;P51;DOM;THS_T;EU27;14.247;15.061;16.722;18.272;18.968;19.238;21.786;26.294
CO;CPA_DJ27;P51;WORLD;T;EU27;19632;20353;21618;23295;26060;27008;30107;35663
CO;CPA_DJ27;P51;WORLD;THS_T;EU27;19.632;20.353;21.618;23.295;26.06;27.008;30.107;35.663
CO;CPA_DJ27;P52;DOM;T;EU27;-17602;3503;1157;6686;22291;15883;-3781;35978
CO;CPA_DJ27;P52;DOM;THS_T;EU27;-17.602;3.503;1.157;6.686;22.291;15.883;-3.781;35.978
CO;CPA_DJ27;P52;WORLD;T;EU27;9875;15574;3600;14886;25766;20136;-4653;54342
CO;CPA_DJ27;P52;WORLD;THS_T;EU27;9.875;15.574;3.6;14.886;25.766;20.136;-4.653;54.342
CO;CPA_DJ27;P52_P53;DOM;T;EU27;3141;10651;8717;16022;29665;21539;3291;73990
CO;CPA_DJ27;P52_P53;DOM;THS_T;EU27;3.141;10.651;8.717;16.022;29.665;21.539;3.291;73.99
CO;CPA_DJ27;P52_P53;WORLD;T;EU27;37773;26676;12322;27902;34544;27043;4207;115400
CO;CPA_DJ27;P52_P53;WORLD;THS_T;EU27;37.773;26.676;12.322;27.902;34.544;27.043;4.207;115.4
CO;CPA_DJ27;P53;DOM;T;EU27;20743;7148;7560;9337;7374;5656;7073;38011
CO;CPA_DJ27;P53;DOM;THS_T;EU27;20.743;7.148;7.56;9.337;7.374;5.656;7.073;38.011
CO;CPA_DJ27;P53;WORLD;T;EU27;27898;11101;8723;13016;8778;6907;8860;61058
CO;CPA_DJ27;P53;WORLD;THS_T;EU27;27.898;11.101;8.723;13.016;8.778;6.907;8.86;61.058
CO;CPA_DJ27;P6;DOM;T;EU27;1213514;1121217;1063037;1015723;999292;1039874;1020574;1054526
CO;CPA_DJ27;P6;DOM;THS_T;EU27;1213.514;1121.217;1063.037;1015.723;999.292;1039.874;1020.574;1054.526
CO;CPA_DJ27;P6;WORLD;T;EU27;1474570;1326369;1211843;1167974;1143853;1191664;1188039;1218074
CO;CPA_DJ27;P6;WORLD;THS_T;EU27;1474.57;1326.369;1211.843;1167.974;1143.853;1191.664;1188.039;1218.074
CO;CPA_DJ27;P6_X_P7;WORLD;T;EU27;-108706;-111250;85707;20418;38562;55989;-67708;-174864
CO;CPA_DJ27;P6_X_P7;WORLD;THS_T;EU27;-108.706;-111.25;85.707;20.418;38.562;55.989;-67.708;-174.864
CO;CPA_DJ27;P7;ROW;T;EU27;-1583276;-1437619;-1126136;-1147556;-1105291;-1135675;-1255748;-1392938
CO;CPA_DJ27;P7;ROW;THS_T;EU27;-1583.276;-1437.619;-1126.136;-1147.556;-1105.291;-1135.675;-1255.748;-1392.938
CO;CPA_DJ28;FINUBP;DOM;T;EU27;411586;407120;415619;431123;415111;428223;427449;472866
CO;CPA_DJ28;FINUBP;DOM;THS_T;EU27;411.586;407.12;415.619;431.123;415.111;428.223;427.449;472.866
CO;CPA_DJ28;FINUBP;WORLD;T;EU27;579026;557517;539315;554430;539436;556832;567103;628284
CO;CPA_DJ28;FINUBP;WORLD;THS_T;EU27;579.026;557.517;539.315;554.43;539.436;556.832;567.103;628.284
CO;CPA_DJ28;P3;DOM;T;EU27;60623;67115;72646;76792;69770;72373;71349;74697
CO;CPA_DJ28;P3;DOM;THS_T;EU27;60.623;67.115;72.646;76.792;69.77;72.373;71.349;74.697
CO;CPA_DJ28;P3;WORLD;T;EU27;88805;94930;97247;101052;93231;96968;97534;102626
CO;CPA_DJ28;P3;WORLD;THS_T;EU27;88.805;94.93;97.247;101.052;93.231;96.968;97.534;102.626
CO;CPA_DJ28;P3_P5;WORLD;T;EU27;398919;390672;383828;400772;378660;389710;404211;455790
CO;CPA_DJ28;P3_P5;WORLD;THS_T;EU27;398.919;390.672;383.828;400.772;378.66;389.71;404.211;455.79
CO;CPA_DJ28;P3_S14;DOM;T;EU27;60623;67115;72645;76792;69770;72373;71349;74697
CO;CPA_DJ28;P3_S14;DOM;THS_T;EU27;60.623;67.115;72.645;76.792;69.77;72.373;71.349;74.697
CO;CPA_DJ28;P3_S14;WORLD;T;EU27;88805;94930;97246;101052;93231;96968;97534;102626
CO;CPA_DJ28;P3_S14;WORLD;THS_T;EU27;88.805;94.93;97.246;101.052;93.231;96.968;97.534;102.626
CO;CPA_DJ28;P3_S15;DOM;T;EU27;0;0;1;:;:;:;:;: 
CO;CPA_DJ28;P3_S15;DOM;THS_T;EU27;0;0;0.001;:;:;:;:;: 
CO;CPA_DJ28;P3_S15;WORLD;T;EU27;0;0;1;:;:;:;:;: 
CO;CPA_DJ28;P3_S15;WORLD;THS_T;EU27;0;0;0.001;:;:;:;:;: 
CO;CPA_DJ28;P5;DOM;T;EU27;221316;216768;221339;233674;219892;225675;230995;265441
CO;CPA_DJ28;P5;DOM;THS_T;EU27;221.316;216.768;221.339;233.674;219.892;225.675;230.995;265.441
CO;CPA_DJ28;P5;WORLD;T;EU27;310113;295742;286581;299720;285430;292742;306676;353165
CO;CPA_DJ28;P5;WORLD;THS_T;EU27;310.113;295.742;286.581;299.72;285.43;292.742;306.676;353.165
CO;CPA_DJ28;P51;DOM;T;EU27;212352;208729;217702;226692;213054;226160;224267;251500
CO;CPA_DJ28;P51;DOM;THS_T;EU27;212.352;208.729;217.702;226.692;213.054;226.16;224.267;251.5
CO;CPA_DJ28;P51;WORLD;T;EU27;297986;285153;281949;290616;276859;293625;297958;334476
CO;CPA_DJ28;P51;WORLD;THS_T;EU27;297.986;285.153;281.949;290.616;276.859;293.625;297.958;334.476
CO;CPA_DJ28;P52;DOM;T;EU27;8964;8039;3637;6982;6838;-505;6720;13900
CO;CPA_DJ28;P52;DOM;THS_T;EU27;8.964;8.039;3.637;6.982;6.838;-0.505;6.72;13.9
CO;CPA_DJ28;P52;WORLD;T;EU27;12128;10589;4632;9104;8571;-907;8708;18637
CO;CPA_DJ28;P52;WORLD;THS_T;EU27;12.128;10.589;4.632;9.104;8.571;-0.907;8.708;18.637
CO;CPA_DJ28;P52_P53;DOM;T;EU27;8964;8039;3637;6982;6838;-485;6728;13941
CO;CPA_DJ28;P52_P53;DOM;THS_T;EU27;8.964;8.039;3.637;6.982;6.838;-0.485;6.728;13.941
CO;CPA_DJ28;P52_P53;WORLD;T;EU27;12128;10589;4632;9104;8571;-883;8718;18689
CO;CPA_DJ28;P52_P53;WORLD;THS_T;EU27;12.128;10.589;4.632;9.104;8.571;-0.883;8.718;18.689
CO;CPA_DJ28;P53;DOM;T;EU27;:;:;:;:;:;19;8;41
CO;CPA_DJ28;P53;DOM;THS_T;EU27;:;:;:;:;:;0.019;0.008;0.041
CO;CPA_DJ28;P53;WORLD;T;EU27;:;:;:;:;:;24;10;52
CO;CPA_DJ28;P53;WORLD;THS_T;EU27;:;:;:;:;:;0.024;0.01;0.052
CO;CPA_DJ28;P6;DOM;T;EU27;129647;123237;121634;120657;125449;130175;125105;132727
CO;CPA_DJ28;P6;DOM;THS_T;EU27;129.647;123.237;121.634;120.657;125.449;130.175;125.105;132.727
CO;CPA_DJ28;P6;WORLD;T;EU27;180107;166845;155487;153658;160776;167122;162892;172493
CO;CPA_DJ28;P6;WORLD;THS_T;EU27;180.107;166.845;155.487;153.658;160.776;167.122;162.892;172.493
CO;CPA_DJ28;P6_X_P7;WORLD;T;EU27;64147;61024;62642;59900;49101;52972;44319;49494
CO;CPA_DJ28;P6_X_P7;WORLD;THS_T;EU27;64.147;61.024;62.642;59.9;49.101;52.972;44.319;49.494
CO;CPA_DJ28;P7;ROW;T;EU27;-115960;-105821;-92845;-93758;-111675;-114150;-118573;-122999
CO;CPA_DJ28;P7;ROW;THS_T;EU27;-115.96;-105.821;-92.845;-93.758;-111.675;-114.15;-118.573;-122.999
CO;CPA_DK29;FINUBP;DOM;T;EU27;837464;861219;868526;869461;828880;845848;885883;927835
CO;CPA_DK29;FINUBP;DOM;THS_T;EU27;837.464;861.219;868.526;869.461;828.88;845.848;885.883;927.835
CO;CPA_DK29;FINUBP;WORLD;T;EU27;1277141;1278624;1226753;1216572;1184902;1217405;1304977;1374072
CO;CPA_DK29;FINUBP;WORLD;THS_T;EU27;1277.141;1278.624;1226.753;1216.572;1184.902;1217.405;1304.977;1374.072
CO;CPA_DK29;P3;DOM;T;EU27;75693;88300;90024;93885;90010;92393;92800;95838
CO;CPA_DK29;P3;DOM;THS_T;EU27;75.693;88.3;90.024;93.885;90.01;92.393;92.8;95.838
CO;CPA_DK29;P3;WORLD;T;EU27;123301;138408;135060;138656;135567;139055;142969;148353
CO;CPA_DK29;P3;WORLD;THS_T;EU27;123.301;138.408;135.06;138.656;135.567;139.055;142.969;148.353
CO;CPA_DK29;P3_P5;WORLD;T;EU27;784372;798816;781818;782264;758492;775333;846796;908975
CO;CPA_DK29;P3_P5;WORLD;THS_T;EU27;784.372;798.816;781.818;782.264;758.492;775.333;846.796;908.975
CO;CPA_DK29;P3_S13;DOM;T;EU27;164;101;48;40;57;62;63;74
CO;CPA_DK29;P3_S13;DOM;THS_T;EU27;0.164;0.101;0.048;0.04;0.057;0.062;0.063;0.074
CO;CPA_DK29;P3_S13;WORLD;T;EU27;255;153;69;57;84;90;93;110
CO;CPA_DK29;P3_S13;WORLD;THS_T;EU27;0.255;0.153;0.069;0.057;0.084;0.09;0.093;0.11
CO;CPA_DK29;P3_S14;DOM;T;EU27;75510;88172;89949;93822;89927;92308;92715;95731
CO;CPA_DK29;P3_S14;DOM;THS_T;EU27;75.51;88.172;89.949;93.822;89.927;92.308;92.715;95.731
CO;CPA_DK29;P3_S14;WORLD;T;EU27;123018;138216;134953;138567;135446;138932;142845;148195
CO;CPA_DK29;P3_S14;WORLD;THS_T;EU27;123.018;138.216;134.953;138.567;135.446;138.932;142.845;148.195
CO;CPA_DK29;P3_S15;DOM;T;EU27;19;27;27;24;25;23;22;33
