indic_nv	unit	geo	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000
FEC_HH	KTOE	UKJ3	:	:	:	:	1145.07	1219.33	1251.12	1282.38	1302.53	:	:	:	:	:
FEC_HH	KTOE	UKJ4	:	:	:	:	1031.07	1087.83	1122.5	1136.34	1161.01	:	:	:	:	:
FEC_HH	KTOE	UKK1	:	:	:	:	1450.87	1535.64	1576.05	1610.36	1635.64	:	:	:	:	:
FEC_HH	KTOE	UKK2	:	:	:	:	824.99	869.54	884.99	914.9	927.04	:	:	:	:	:
FEC_HH	KTOE	UKK3	:	:	:	:	354.14	362.43	363.8	379	380.13	:	:	:	:	:
FEC_HH	KTOE	UKK4	:	:	:	:	701.87	732.51	744.85	773.88	789.57	:	:	:	:	:
FEC_HH	KTOE	UKL1	:	:	:	:	1388.61	1474.14	1485.89	1548.15	1562.19	:	:	:	:	:
FEC_HH	KTOE	UKL2	:	:	:	:	759.01	806.39	811.94	848.99	853.83	:	:	:	:	:
FEC_HH	KTOE	UKM2	:	:	:	:	1611.07	1706.68	1750.53	1750.06	1789.14	:	:	:	:	:
FEC_HH	KTOE	UKM3	:	:	:	:	1594.36	1693.64	1740.24	1755.01	1806.84	:	:	:	:	:
FEC_HH	KTOE	UKM5	:	:	:	:	357.67	374.75	379.44	384.08	384.95	:	:	:	:	:
FEC_HH	KTOE	UKM6	:	:	:	:	197.21	203.45	203.57	207.87	206.98	:	:	:	:	:
FEC_HH	KTOE	UKN0	:	:	:	:	1282.35	1291.12	1241.03	1378.41	1318.28	:	:	:	:	:
FEC_IND	KTOE	AT	:	:	:	:	:	:	:	:	:	0	0	0	0	0
FEC_IND	KTOE	AT11	:	:	191.42	190.77	166.01	148.92	121.44	130.69	115.59	97.56	89.26	82.94	77.8	64.17
FEC_IND	KTOE	AT12	:	:	1214.69	1273.95	1322.66	1312.6	1299.21	1277.57	1275.04	1217.28	1138.42	1161.19	1090.8	1042.52
FEC_IND	KTOE	AT13	:	:	273.86	331.01	369.96	315.03	312.22	326.99	326.88	332.36	284.17	246.65	263.61	263.78
FEC_IND	KTOE	AT21	:	:	634.69	603.64	558.04	659.4	659.71	626.38	563.95	564.2	548.13	514.2	507.05	418.84
FEC_IND	KTOE	AT22	:	:	1634.14	1608.05	1548.74	1610.39	1616.28	1623.98	1628.5	1492.36	1324.65	1339.91	1409.22	1471.34
FEC_IND	KTOE	AT31	:	:	2396.84	2424.32	2329.22	2463.96	2315.03	2277.32	2247.55	2135.73	2198.45	1936.99	1982.27	2001.11
FEC_IND	KTOE	AT32	:	:	441.52	479.45	467.73	471.7	461.7	442.78	438.82	372.46	334.45	304.26	278.77	258.61
FEC_IND	KTOE	AT33	:	:	470.31	494.96	470.62	479.73	496.81	507.42	531.93	488.42	437.39	406.92	400.89	383.74
FEC_IND	KTOE	AT34	:	:	196.53	217.35	234.17	198.59	199.36	201.4	201.07	195.03	162.19	153.28	171.25	153.71
FEC_IND	KTOE	BG	2579	2576	2694	2549	2443	3451	3831	3690	3651	:	:	:	:	:
FEC_IND	KTOE	BG31	265 p	215	224	202	180	290	351	331	345	:	:	:	:	:
FEC_IND	KTOE	BG32	245 p	239	234	211	218	301	358	349	345	:	:	:	:	:
FEC_IND	KTOE	BG33	253 p	288	291	269	237	413	446	416	363	:	:	:	:	:
FEC_IND	KTOE	BG34	462 p	457	437	458	408	560	612	645	699	:	:	:	:	:
FEC_IND	KTOE	BG41	865 p	914	1034	943	980	1321	1394	1296	1314	:	:	:	:	:
FEC_IND	KTOE	BG42	489 p	463	474	466	420	566	670	653	585	:	:	:	:	:
FEC_IND	KTOE	CY	:	:	:	:	:	:	:	:	:	446	442	423	426	441
FEC_IND	KTOE	CY00	:	:	:	:	:	:	:	:	:	446	442	423	426	441
FEC_IND	KTOE	EE00	:	:	:	:	:	:	:	:	:	672	670	558	631	571
FEC_IND	KTOE	ES	:	17300.357	15084.999	15231	15338	18921.999	20072	18427	23677.002	:	:	:	:	:
FEC_IND	KTOE	ES11	:	1172.943	1135.796	1128.731	1144.404	1401.124	1412.221	1273.214	1488.692	:	:	:	:	:
FEC_IND	KTOE	ES12	:	738.89	695.584	696.563	703.924	841.763	788.248	791.754	983.65	:	:	:	:	:
FEC_IND	KTOE	ES13	:	488.72	516.784	525.878	527.818	651.486	634.556	609.807	773.018	:	:	:	:	:
FEC_IND	KTOE	ES21	:	1472.879	1832.759	1854.169	1865.62	2309.414	2329.082	2010.81	3162.254	:	:	:	:	:
FEC_IND	KTOE	ES22	:	481.837	427.922	431.091	434.536	535.146	558.448	523.993	727.352	:	:	:	:	:
FEC_IND	KTOE	ES23	:	308.635	102.988	103.937	104.688	128.849	130.654	125.744	163.043	:	:	:	:	:
FEC_IND	KTOE	ES24	:	1079.153	984.114	992.393	999.899	1228.844	1198.791	1151.976	1161.556	:	:	:	:	:
FEC_IND	KTOE	ES30	:	614.75	774.598	787.848	790.916	976.069	913.958	986.241	1101.457	:	:	:	:	:
FEC_IND	KTOE	ES41	:	1162.068	875.058	884.283	890.171	1151.154	1214.497	1059.628	1388.84	:	:	:	:	:
FEC_IND	KTOE	ES42	:	873.118	753.687	761.557	766.66	943.784	1144.431	984.534	1354.295	:	:	:	:	:
FEC_IND	KTOE	ES43	:	185.781	139.51	140.714	141.765	174.445	155.949	149.066	166.077	:	:	:	:	:
FEC_IND	KTOE	ES51	:	3699.621	2769.449	2814.384	2826.381	3492.556	3831.658	3572.365	4469.25	:	:	:	:	:
FEC_IND	KTOE	ES52	:	1804.257	1955.896	1982.853	1993.341	2457.15	2608.335	2652.095	3610.573	:	:	:	:	:
FEC_IND	KTOE	ES53	:	21.489	36.413	36.613	36.935	45.361	48.116	37.268	38.481	:	:	:	:	:
FEC_IND	KTOE	ES61	:	2816.702	1786.539	1788.178	1807.452	2210.815	2670.243	2143.927	2587.869	:	:	:	:	:
FEC_IND	KTOE	ES62	:	330.37	255.433	258.567	260.1	320.472	381.5	304.245	437.459	:	:	:	:	:
FEC_IND	KTOE	ES63	:	0.738	0.221	0.225	0.226	0.279	0.242	0.212	0.248	:	:	:	:	:
FEC_IND	KTOE	ES64	:	1.074	0	0	0	0	0	0	0	:	:	:	:	:
FEC_IND	KTOE	ES70	:	47.332	42.248	43.016	43.164	53.288	51.071	50.121	62.888	:	:	:	:	:
FEC_IND	KTOE	FR	:	:	:	:	:	:	:	:	:	37357.68	:	40462.88	:	:
FEC_IND	KTOE	FR10	:	:	:	:	:	:	:	:	:	2338.99	:	1961.03	:	:
FEC_IND	KTOE	FR21	:	:	:	:	:	:	:	:	:	1182.44	:	1310.02	:	:
FEC_IND	KTOE	FR22	:	:	:	:	:	:	:	:	:	1887.78	:	1967.67	:	:
FEC_IND	KTOE	FR23	:	:	:	:	:	:	:	:	:	1956.35	:	2455.65	:	:
FEC_IND	KTOE	FR24	:	:	:	:	:	:	:	:	:	912.81	:	1212	:	:
FEC_IND	KTOE	FR25	:	:	:	:	:	:	:	:	:	499.47	:	490.51	:	:
FEC_IND	KTOE	FR26	:	:	:	:	:	:	:	:	:	651.45	:	814.82	:	:
FEC_IND	KTOE	FR30	:	:	:	:	:	:	:	:	:	6962.47	:	7157.69	:	:
FEC_IND	KTOE	FR41	:	:	:	:	:	:	:	:	:	3787.67	:	4473.19	:	:
FEC_IND	KTOE	FR42	:	:	:	:	:	:	:	:	:	1580.54	:	1831.58	:	:
FEC_IND	KTOE	FR43	:	:	:	:	:	:	:	:	:	733.76	:	880.48	:	:
FEC_IND	KTOE	FR51	:	:	:	:	:	:	:	:	:	1187.07	:	1386.07	:	:
FEC_IND	KTOE	FR52	:	:	:	:	:	:	:	:	:	915.85	:	996.11	:	:
FEC_IND	KTOE	FR53	:	:	:	:	:	:	:	:	:	540.93	:	809.65	:	:
FEC_IND	KTOE	FR61	:	:	:	:	:	:	:	:	:	1607.84	:	1520.43	:	:
FEC_IND	KTOE	FR62	:	:	:	:	:	:	:	:	:	837.32	:	1133.13	:	:
FEC_IND	KTOE	FR63	:	:	:	:	:	:	:	:	:	222.27	:	286.41	:	:
FEC_IND	KTOE	FR71	:	:	:	:	:	:	:	:	:	4153.21	:	4052.86	:	:
FEC_IND	KTOE	FR72	:	:	:	:	:	:	:	:	:	551.29	:	665.11	:	:
FEC_IND	KTOE	FR81	:	:	:	:	:	:	:	:	:	481.7	:	557.61	:	:
FEC_IND	KTOE	FR82	:	:	:	:	:	:	:	:	:	4361.8	:	4498.61	:	:
FEC_IND	KTOE	FR83	:	:	:	:	:	:	:	:	:	4.67	:	2.25	:	:
FEC_IND	KTOE	HR	1112.91	1142.9	1292.4	1380.9	1427.5	1705.08	1679.85	1718.56	1655.79	1580.26	1460.68	1408.64	1444.43	1390.9
FEC_IND	KTOE	HR03	507.84	513.23	552.17	509.12	515.96	528.79	520.96	532.97	513.5	490.08	452.99	436.85	447.95	431.35
FEC_IND	KTOE	HR04	605.07	629.67	740.23	871.78	911.54	1176.29	1158.89	1185.59	1142.29	1090.18	1007.69	971.79	996.48	959.55
FEC_IND	KTOE	HU10	:	:	:	:	:	:	:	:	:	639.68	431.86	542.27	545.61	496.7
FEC_IND	KTOE	HU21	:	:	:	:	:	:	:	:	:	1350.14	1453.88	1429.96	1348.18	1314.79
FEC_IND	KTOE	HU22	:	:	:	:	:	:	:	:	:	333.34	214.4	364.14	351.2	323.44
FEC_IND	KTOE	HU23	:	:	:	:	:	:	:	:	:	142.75	207.38	235.14	240.18	179.5
FEC_IND	KTOE	HU31	:	:	:	:	:	:	:	:	:	683.05	778.03	749.57	608.56	716.04
FEC_IND	KTOE	HU32	:	:	:	:	:	:	:	:	:	322.55	216	302.29	332.49	318.93
FEC_IND	KTOE	HU33	:	:	:	:	:	:	:	:	:	248.72	402.42	254.13	266.85	216.91
FEC_IND	KTOE	IE	:	594.8	2217.02	2236.72	2242.16	2278.36	2525.75	2612.72	2659.78	2581.26	2445.09	2439.81	2522.71	2549.08
FEC_IND	KTOE	IE01	:	594.8	603.93	610.76	592.3	673	695.56	714.8	702.8	:	:	:	:	:
FEC_IND	KTOE	IE02	:	1613.09	1625.96	1649.86	1605.36	1830.19	1897.92	1956.98	1930.29	:	:	:	:	:
FEC_IND	KTOE	LT	979	1001.8	940.6	899.4	819.8	945.6	1053.8	1044.8	984.4	936.6	910.3	863.9	774.4	781.8
FEC_IND	KTOE	LT00	979	1001.8	940.6	899.4	819.8	945.6	1053.8	1044.8	984.4	936.6	910.3	863.9	774.4	781.8
FEC_IND	KTOE	LU	1194	1198	1245	1410	1273	1339	1434	1545	1453	1488.93	1290.1	1298.94	974.75	852.67
FEC_IND	KTOE	LU00	1194	1198	1245	1410	1273	1339	1434	1545	1453	1488.93	1290.1	1298.94	974.75	852.67
FEC_IND	KTOE	LV	855	905	825	831	710	773	811	824	769	:	:	:	:	:
FEC_IND	KTOE	LV00	855	905	825	831	710	773	811	824	769	:	:	:	:	:
FEC_IND	KTOE	MK00	563	641	641	543	422	613	664	589	562	:	:	:	:	:
FEC_IND	KTOE	MT	68.04	70.97	70.92	60.16	79.07	62.92	68.14	68.49	64.33	44.07	44.12	43.05	45.31	46.39
FEC_IND	KTOE	MT00	68.04	70.97	70.92	60.16	79.07	62.92	68.14	68.49	64.33	44.07	44.12	43.05	45.31	46.39
FEC_IND	KTOE	PT20	41.23 p	39.33	55.03	53.17	61.29	53.41	51.65	:	:	:	:	:	:	:
FEC_IND	KTOE	PT30	13.55 p	10.79	18.3	19.23	27.25	19.59	15.65	:	:	:	:	:	:	:
FEC_IND	KTOE	SI01	724	723	767	787	752	952	1060	1119	:	:	:	:	:	:
FEC_IND	KTOE	SI02	485	495	481	503	544	609	623	657	:	:	:	:	:	:
FEC_SER	KTOE	AT	:	:	:	:	:	:	:	:	:	5243.74	5351.14	4826.02	5020.85	3959.92
FEC_SER	KTOE	AT11	:	:	99.01	99.6	85.84	102.62	95.61	99.85	88.4	100.66	96.94	93.15	88.35	77.46
FEC_SER	KTOE	AT12	:	:	659.91	703.41	453.96	615.32	564.75	589.91	552.2	638.49	600.21	534.52	596.91	457.67
FEC_SER	KTOE	AT13	:	:	749.31	784.11	677351	718363	684.95	731.68	703.06	788.47	811.48	801.28	789.74	705.94
FEC_SER	KTOE	AT21	:	:	238.27	245.45	185.16	250.57	195.9	221.76	205.15	204.65	230.33	172.86	194.69	191.54
FEC_SER	KTOE	AT22	:	:	397.92	420.34	312.85	416.28	370.8	419.42	459.37	454.06	450.63	428.96	406.7	334.44
FEC_SER	KTOE	AT31	:	:	413.32	388.5	305.14	419.43	378	438.14	412.57	469.87	464.92	386.04	460.13	403.08
FEC_SER	KTOE	AT32	:	:	257.45	260.86	202.37	242.76	232.77	258.82	239.02	256.44	260.66	251.29	255.15	211.24
FEC_SER	KTOE	AT33	:	:	252.46	244.96	232.07	318.46	290.86	300.49	254.87	260.39	285.87	224.95	228.02	203.73
FEC_SER	KTOE	AT34	:	:	154.28	125.57	111.51	151.9	140.42	153.62	133.83	143.91	157.55	141.11	121.33	117.81
FEC_SER	KTOE	BG	3566	3893	3761	3726	3711	3791	3578	3712	3438	:	:	:	:	:
FEC_SER	KTOE	BG31	203 p	222	221	231	252	250	250	272	287	:	:	:	:	:
FEC_SER	KTOE	BG32	240 p	261	258	265	270	284	278	297	303	:	:	:	:	:
FEC_SER	KTOE	BG33	366 p	401	380	382	401	399	380	409	389	:	:	:	:	:
FEC_SER	KTOE	BG34	343 p	369	357	358	367	379	350	387	381	:	:	:	:	:
FEC_SER	KTOE	BG41	1998 p	2182	2107	2052	1972	2032	1884	1868	1589	:	:	:	:	:
FEC_SER	KTOE	BG42	416 p	458	438	438	449	447	436	479	489	:	:	:	:	:
FEC_SER	KTOE	CY	:	:	:	:	:	:	:	:	:	145	140	134	123	106
FEC_SER	KTOE	CY00	:	:	:	:	:	:	:	:	:	145	140	134	123	106
FEC_SER	KTOE	CZ01	:	:	:	:	:	:	:	:	:	393.91 d	390.49 d	347.02 d	372.29 d	344.57 d
FEC_SER	KTOE	CZ02	:	:	:	:	:	:	:	:	:	383.85 d	379.31 d	336.2 d	351.46 d	322.66 d
FEC_SER	KTOE	CZ03	:	:	:	:	:	:	:	:	:	397.32 d	394.7 d	351.22 d	371.04 d	342 d
FEC_SER	KTOE	CZ04	:	:	:	:	:	:	:	:	:	380.24 d	377.72 d	335.97 d	356.62 d	328.64 d
FEC_SER	KTOE	CZ05	:	:	:	:	:	:	:	:	:	500.43 d	498.15 d	443.87 d	469.16 d	432.41 d
FEC_SER	KTOE	CZ06	:	:	:	:	:	:	:	:	:	554.27 d	550.96 d	491.4 d	522.08 d	481.58 d
FEC_SER	KTOE	CZ07	:	:	:	:	:	:	:	:	:	415.07 d	413.32 d	368.65 d	390.52 d	360.11 d
FEC_SER	KTOE	CZ08	:	:	:	:	:	:	:	:	:	425.92 d	424.34 d	378.67 d	402.84 d	372.03 d
FEC_SER	KTOE	EE00	:	:	:	:	:	:	:	:	:	1103	996	967	938	850
FEC_SER	KTOE	ES	:	10209.532	9970.001	10186	9230	8913.002	8521.001	9319.999	6887.999	:	:	:	:	:
FEC_SER	KTOE	ES11	:	546.534	479.274	489.064	443.39	437.975	405.745	437.015	302.531	:	:	:	:	:
FEC_SER	KTOE	ES12	:	347.542	247.825	253.262	229.466	221.548	223.63	229.322	170.864	:	:	:	:	:
FEC_SER	KTOE	ES13	:	152.681	114.973	117.511	106.464	102.727	94.779	102.554	75.839	:	:	:	:	:
FEC_SER	KTOE	ES21	:	750.761	614.662	628.292	569.204	548.247	514.287	430.983	421.301	:	:	:	:	:
FEC_SER	KTOE	ES22	:	231.711	131.239	133.953	121.43	115.255	109.641	127.831	99.591	:	:	:	:	:
FEC_SER	KTOE	ES23	:	70.016	703.043	718.706	651.088	626.328	49.724	52.179	38.968	:	:	:	:	:
FEC_SER	KTOE	ES24	:	281.358	291.471	297.528	269.702	264.246	280.256	307.233	197.768	:	:	:	:	:
FEC_SER	KTOE	ES30	:	1543.039	1392.164	1422.962	1289.168	1243.006	1264.697	1408.677	1062.703	:	:	:	:	:
FEC_SER	KTOE	ES41	:	647.852	589.68	602.575	545.975	528.058	485.427	532.379	379.866	:	:	:	:	:
FEC_SER	KTOE	ES42	:	472.34	334.643	341.98	309.85	299.606	312.745	333.87	257.879	:	:	:	:	:
FEC_SER	KTOE	ES43	:	194.534	140.972	144.079	130.536	125.925	147.05	163.648	117.165	:	:	:	:	:
FEC_SER	KTOE	ES51	:	1784.136	1694.466	1731.626	1568.934	1515.728	1619.273	1803.588	1295.895	:	:	:	:	:
FEC_SER	KTOE	ES52	:	993.714	960.931	981.785	889.627	860.189	901.619	1004.471	782.228	:	:	:	:	:
FEC_SER	KTOE	ES53	:	254.579	276.744	282.687	256.176	248.994	273.023	308.957	232.645	:	:	:	:	:
FEC_SER	KTOE	ES61	:	1240.289	1264.624	1290.616	1170.023	1118.732	1148.558	1286.998	905.041	:	:	:	:	:
FEC_SER	KTOE	ES62	:	302.146	239.209	244.491	221.507	213.679	228.485	266.393	177.164	:	:	:	:	:
FEC_SER	KTOE	ES63	:	10.746	10.13	10.356	9.381	9.022	9.531	11.183	8.206	:	:	:	:	:
FEC_SER	KTOE	ES64	:	9.148	10.016	10.239	9.276	8.922	9.694	9.378	6.771	:	:	:	:	:
FEC_SER	KTOE	ES70	:	376.406	473.935	484.288	438.803	424.815	442.837	503.34	355.574	:	:	:	:	:
FEC_SER	KTOE	FR	:	:	:	:	:	:	:	:	:	21961.96	19979.01	18768.16	17850.15	13617.01
FEC_SER	KTOE	FR10	:	:	:	:	:	:	:	:	:	4603.07	3639.67	4464.59	3415.55	2478.47
FEC_SER	KTOE	FR21	:	:	:	:	:	:	:	:	:	472.27	433.03	401.1	412.8	301.83
FEC_SER	KTOE	FR22	:	:	:	:	:	:	:	:	:	503.7	606.85	584.2	574.88	418.99
FEC_SER	KTOE	FR23	:	:	:	:	:	:	:	:	:	515.67	580.64	570.85	550.47	401.36
FEC_SER	KTOE	FR24	:	:	:	:	:	:	:	:	:	787.61	802.3	757.23	757.31	551.05
FEC_SER	KTOE	FR25	:	:	:	:	:	:	:	:	:	488.87	465.99	410.5	440.65	320.93
FEC_SER	KTOE	FR26	:	:	:	:	:	:	:	:	:	571.72	523.42	517.06	497.02	362.73
FEC_SER	KTOE	FR30	:	:	:	:	:	:	:	:	:	1335.78	1294.59	1136.59	1230.87	899.15
FEC_SER	KTOE	FR41	:	:	:	:	:	:	:	:	:	1046.61	751.19	720.65	713.33	520.64
FEC_SER	KTOE	FR42	:	:	:	:	:	:	:	:	:	741.12	574.71	706.75	540.22	392.23
FEC_SER	KTOE	FR43	:	:	:	:	:	:	:	:	:	423.66	366.87	285.42	346.6	252.24
FEC_SER	KTOE	FR51	:	:	:	:	:	:	:	:	:	1125.17	1081.13	886.27	1009.54	730.72
FEC_SER	KTOE	FR52	:	:	:	:	:	:	:	:	:	966.69	971.84	881.06	:	658.44
FEC_SER	KTOE	FR53	:	:	:	:	:	:	:	:	:	477.44	544.65	456.84	511.32	371.18
FEC_SER	KTOE	FR61	:	:	:	:	:	:	:	:	:	1108.8	976.58	842.99	911.48	659.7
FEC_SER	KTOE	FR62	:	:	:	:	:	:	:	:	:	758.77	863.75	614.08	802.67	579.87
FEC_SER	KTOE	FR63	:	:	:	:	:	:	:	:	:	210.66	232.96	187.14	220.2	160.41
FEC_SER	KTOE	FR71	:	:	:	:	:	:	:	:	:	2379.12	1889.42	1939.78	1766.37	1279.39
FEC_SER	KTOE	FR72	:	:	:	:	:	:	:	:	:	431.08	427.39	349.54	404.82	295.13
FEC_SER	KTOE	FR81	:	:	:	:	:	:	:	:	:	703.33	783	450.78	724.04	522.25
FEC_SER	KTOE	FR82	:	:	:	:	:	:	:	:	:	1630.89	1509.81	1032.69	1410.29	1021.42
FEC_SER	KTOE	FR83	:	:	:	:	:	:	:	:	:	89.57	90.11	65.16	82.84	59.5
FEC_SER	KTOE	FR91	:	:	:	:	:	:	:	:	:	144.77	140.46	125.98	131.84	95.57
FEC_SER	KTOE	FR92	:	:	:	:	:	:	:	:	:	130.13	126.49	113.53	118.91	86.27
FEC_SER	KTOE	FR93	:	:	:	:	:	:	:	:	:	63.82	59.68	51.51	51.87	36.44
FEC_SER	KTOE	FR94	:	:	:	:	:	:	:	:	:	251.64	242.48	215.87	224.26	161.1
FEC_SER	KTOE	HR	712	724.7	755.2	765.2	724.6	718.12	665.95	685.75	690.84	646.25	623.46	584.35	549.03	478.27
FEC_SER	KTOE	HR03	244.28 e	248.64 e	259.1 e	262.6 e	248.6 e	246.41 e	228.51 e	235.3 e	237.05 e	221.75	213.93	200.51	188.39	164.11
FEC_SER	KTOE	HR04	467.72 e	476.06 e	496.1 e	502.6 e	476 e	471.71 e	437.44 e	450.45 e	453.79 e	424.5	409.53	383.84	360.64	314.16
FEC_SER	KTOE	HU10	:	:	:	:	:	:	:	:	:	1438.49	1582.68	1601.75	1601.11	1615.9
FEC_SER	KTOE	HU21	:	:	:	:	:	:	:	:	:	289.92	210.47	208.71	211.27	202.03
FEC_SER	KTOE	HU22	:	:	:	:	:	:	:	:	:	284.17	210.91	208	201.86	183.6
FEC_SER	KTOE	HU23	:	:	:	:	:	:	:	:	:	533.31	541.68	476.73	480.07	444.98
FEC_SER	KTOE	HU31	:	:	:	:	:	:	:	:	:	353.42	257.48	251.87	252.75	239.3
FEC_SER	KTOE	HU32	:	:	:	:	:	:	:	:	:	492.03	328.58	326.84	374.2	315.2
FEC_SER	KTOE	HU33	:	:	:	:	:	:	:	:	:	499.68	299.39	296.16	296.54	279.07
FEC_SER	KTOE	IE	:	358.82	1335.66	1373.74	1486.5	1588.52	1707.18	1566.36	1520.34	1486.45	1552.13	1435.36	1390.37	1340.8
FEC_SER	KTOE	IE01	:	358.82	362.56	397.64	412.35	470.89	426.6	402.33	418.85	:	:	:	:	:
FEC_SER	KTOE	IE02	:	973.1	976.1	1074.15	1117.63	1280.58	1164.03	1101.49	1150.39	:	:	:	:	:
FEC_SER	KTOE	LT	2172.9	2186.3	2127.3	2152.2	2098	2451.8	2472.6	2156.7	1999.9	1887.7	1742.4	1686	1630.7	1526.2
FEC_SER	KTOE	LT00	2172.9	2186.3	2127.3	2152.2	2098	2451.8	2472.6	2156.7	1999.9	1887.7	1742.4	1686	1630.7	1526.2
FEC_SER	KTOE	LU	1653	1631	1579	1727	1737	1702	1673	1650	1701	1557.8	1580.44	1543.28	1479.11	1287.23
FEC_SER	KTOE	LU00	1653	1631	1579	1727	1737	1702	1673	1650	1701	1557.8	1580.44	1543.28	1479.11	1287.23
FEC_SER	KTOE	LV	604	623	559	599	572	610	681	635	591	:	:	:	:	:
FEC_SER	KTOE	LV00	604	623	559	599	572	610	681	635	591	:	:	:	:	:
FEC_SER	KTOE	MK00	720	702	685	695	689	628	628	579	594	:	:	:	:	:
FEC_SER	KTOE	MT	80.15	81.89	78.73	84.5	76.13	66.42	64.85	62.85	57.09	36.9	36.38	33.28	33.09	32.17
FEC_SER	KTOE	MT00	80.15	81.89	78.73	84.5	76.13	66.42	64.85	62.85	57.09	36.9	36.38	33.28	33.09	32.17
FEC_SER	KTOE	NL11	314.5 e	312.88 e	296.75 e	337.27 e	311.18 e	319 e	298.41 e	302.16 e	282.82 e	:	:	:	:	:
FEC_SER	KTOE	NL12	352.48 e	350.66 e	332.58 e	378 e	349.52 e	357.79 e	334.1 e	338.06 e	316.21 e	:	:	:	:	:
FEC_SER	KTOE	NL13	267.77 e	266.39 e	252.65 e	287.15 e	265.56 e	271.54 e	252.94 e	255.02 e	237.72 e	:	:	:	:	:
FEC_SER	KTOE	NL21	616.47 e	613.29 e	581.67 e	661.09 e	610.03 e	623.03 e	580.78 e	586.14 e	545.61 e	:	:	:	:	:
FEC_SER	KTOE	NL22	1090.18 e	1084.56 e	1028.63 e	1169.09 e	1079.24 e	1103.59 e	1029.58 e	1039.97 e	969.83 e	:	:	:	:	:
FEC_SER	KTOE	NL23	211.54 e	210.45 e	199.6 e	226.85 e	207.85 e	210.66 e	194.79 e	195.11 e	179.93 e	:	:	:	:	:
FEC_SER	KTOE	NL31	665.86 e	662.43 e	628.27 e	714.06 e	656.34 e	668.29 e	619.39 e	621.15 e	576.04 e	:	:	:	:	:
FEC_SER	KTOE	NL32	1455.67 e	1448.16 e	1373.49 e	1561.03 e	1434.49 e	1460.88 e	1359.41 e	1372.05 e	1278.23 e	:	:	:	:	:
FEC_SER	KTOE	NL33	1911.89 e	1902.03 e	1803.95 e	2050.28 e	1887.15 e	1925.53 e	1797.46 e	1820.68 e	1700.82 e	:	:	:	:	:
FEC_SER	KTOE	NL34	208.01 e	206.94 e	196.27 e	223.07 e	206.51 e	211.71 e	197.95 e	200.12 e	186.87 e	:	:	:	:	:
FEC_SER	KTOE	NL41	1333 e	1326.12 e	1257.74 e	1429.48 e	1319.64 e	1348.88 e	1258.47 e	1271.71 e	1185.9 e	:	:	:	:	:
FEC_SER	KTOE	NL42	612.3 e	609.14 e	577.73 e	656.62 e	608.5 e	625.09 e	586.72 e	595.83 e	559.02 e	:	:	:	:	:
FEC_SER	KTOE	PT20	150.27 p	156.96	184.51	181.98	195.47	200.14	205.85	:	:	:	:	:	:	:
FEC_SER	KTOE	PT30	182.85 p	188.17	205.98	210.92	217.44	228.45	219.19	:	:	:	:	:	:	:
FEC_TOT	KTOE	AT	:	:	:	:	:	:	:	:	:	25744.75	25350.96	24021.34	23855.25	22392.32
FEC_TOT	KTOE	AT11	:	:	834.95	866.95	791.75	810.68	791.39	791.7	794.73	750.13	743.5	716.71	703.58	561.15
FEC_TOT	KTOE	AT12	:	:	5651.49	5921.75	5481.22	5712.5	5659.44	5678.3	5739.16	5522.31	5351.14	5198.84	5243.74	4826.02
FEC_TOT	KTOE	AT13	:	:	3247.11	3462.99	3283.43	3255.18	3269.34	3368.81	3405.6	3384.05	3360.75	3183.92	3083.63	2886.67
FEC_TOT	KTOE	AT21	:	:	2001.98	2021.88	1876.02	2084.76	2020.55	2030.22	1975.81	1923.61	1928.34	1793.49	1794.68	1648.93
FEC_TOT	KTOE	AT22	:	:	4032.34	4127.76	3860.25	4080.04	4045.74	4135.59	4234.15	3959.92	3798.7	3697.38	3724.04	3622.35
FEC_TOT	KTOE	AT31	:	:	5502.77	5697.09	5346.37	5683.17	5500.63	5518.88	5544.45	5409.07	5470.48	4998.84	5020.85	4818.99
FEC_TOT	KTOE	AT32	:	:	1725.62	1831.74	1702.6	1770.75	1761.79	1773.88	1778.93	1689.49	1652.45	1573.54	1507.21	1403.47
FEC_TOT	KTOE	AT33	:	:	2187.48	2300.29	2186.03	2302.67	2317.3	2338.89	2370.93	2261.12	2218.09	2064.18	1988.48	1873.54
FEC_TOT	KTOE	AT34	:	:	830.98	870.5	839.58	861.89	850.63	862.99	866.37	845.05	827.51	794.44	789.04	751.2
FEC_TOT	KTOE	BG	8596	9044	9050	8720	8486	9553	9748	9882	9516	:	:	:	:	:
FEC_TOT	KTOE	BG31	753 p	739	753	731	721	827	897	920	941	:	:	:	:	:
FEC_TOT	KTOE	BG32	778 p	808	803	776	776	871	928	959	953	:	:	:	:	:
FEC_TOT	KTOE	BG33	947 p	1033	1018	976	948	1116	1131	1150	1072	:	:	:	:	:
FEC_TOT	KTOE	BG34	1164 p	1202	1173	1175	1119	1278	1306	1397	1437	:	:	:	:	:
FEC_TOT	KTOE	BG41	3553 p	3819	3864	3660	3579	3973	3896	3812	3540	:	:	:	:	:
FEC_TOT	KTOE	BG42	1401 p	1443	1439	1402	1343	1488	1590	1644	1573	:	:	:	:	:
FEC_TOT	KTOE	CY	:	:	:	:	:	:	:	:	:	1815	1803	1704	1691	1632
